Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Sh,SoT,Fls,Fld,Off,Crs,Int,TklW,OG,SoT%,G/Sh,G/SoT,PPM,+/-90,On-Off,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Primary_Position,Secondary_Position,Is_Multi_Position,Position_Group,Eligible_450,Eligible_900,Eligible_1350,Gls_per90,Ast_per90,G+A_per90,G-PK_per90,PK_per90,PKatt_per90,CrdY_per90,CrdR_per90,Sh_per90,SoT_per90,Fls_per90,Fld_per90,Off_per90,Crs_per90,Int_per90,TklW_per90,OG_per90
Brenden Aaronson,us USA,"MF,FW",Leeds United,eng Premier League,24.0,2000.0,37,30,2449,27.2,4,5,9,4,0,0,3,0,47,17,20,51,5,37,17,27,0,36.2,0.09,0.24,1.19,0.15,1.17,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,True,0.14699877501020825,0.18374846876276033,0.3307472437729686,0.14699877501020825,0.0,0.0,0.11024908125765619,0.0,1.7272356063699468,0.6247447937933851,0.7349938750510413,1.874234381380155,0.18374846876276033,1.3597386688444262,0.6247447937933851,0.9922417313189057,0.0
Himad Abdelli,dz ALG,MF,Angers,fr Ligue 1,25.0,1999.0,13,11,943,10.5,2,0,2,0,2,2,1,0,11,5,16,12,1,9,13,17,0,45.5,0.0,0.0,1.38,-0.1,0.67,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,False,0.19088016967126195,0.0,0.19088016967126195,0.0,0.19088016967126195,0.19088016967126195,0.09544008483563098,0.0,1.0498409331919407,0.47720042417815484,1.5270413573700956,1.1452810180275717,0.09544008483563098,0.8589607635206787,1.2407211028632026,1.6224814422057265,0.0
Ali Abdi,tn TUN,"MF,DF",Nice,fr Ligue 1,31.0,1993.0,22,13,1187,13.2,3,0,3,3,0,0,4,1,16,4,22,18,1,33,10,11,0,25.0,0.19,0.75,0.68,0.15,1.35,,,,,,,,,,,,,,,MF,DF,True,Midfielder,True,True,False,0.22746419545071608,0.0,0.22746419545071608,0.22746419545071608,0.0,0.0,0.3032855939342881,0.07582139848357203,1.2131423757371524,0.3032855939342881,1.6680707666385846,1.3647851727042966,0.07582139848357203,2.5021061499578767,0.7582139848357202,0.8340353833192923,0.0
Salis Abdul Samed,gh GHA,MF,Nice,fr Ligue 1,25.0,2000.0,18,12,911,10.1,0,0,0,0,0,0,3,0,1,0,19,10,0,2,11,7,0,0.0,0.0,,1.06,-0.2,0.68,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.29637760702524696,0.0,0.09879253567508232,0.0,1.8770581778265643,0.9879253567508234,0.0,0.19758507135016465,1.0867178924259056,0.6915477497255763,0.0
Saud Abdulhamid,sa KSA,MF,Lens,fr Ligue 1,26.0,1999.0,25,14,1352,15.0,2,4,6,2,0,0,4,1,8,3,26,14,1,47,9,22,0,37.5,0.25,0.67,1.84,1.2,0.51,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.1331360946745562,0.2662721893491124,0.3994082840236686,0.1331360946745562,0.0,0.0,0.2662721893491124,0.0665680473372781,0.5325443786982248,0.1997041420118343,1.7307692307692308,0.9319526627218936,0.0665680473372781,3.1286982248520707,0.599112426035503,1.4644970414201184,0.0
Laurent Abergel,fr FRA,MF,Lorient,fr Ligue 1,32.0,1993.0,28,27,2318,25.8,1,0,1,1,0,0,7,0,22,5,24,27,1,9,28,23,0,22.7,0.05,0.2,1.39,-0.04,0.2,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.03882657463330458,0.0,0.03882657463330458,0.03882657463330458,0.0,0.0,0.271786022433132,0.0,0.8541846419327006,0.19413287316652286,0.9318377911993097,1.0483175150992234,0.03882657463330458,0.34943917169974115,1.087144089732528,0.8930112165660051,0.0
Matthis Abline,fr FRA,"FW,MF",Nantes,fr Ligue 1,22.0,2003.0,33,28,2584,28.7,6,4,10,6,0,1,6,0,84,22,32,42,5,62,9,13,0,26.2,0.07,0.27,0.61,-0.84,-1.02,,,,,,,,,,,,,,,FW,MF,True,Forward,True,True,True,0.2089783281733746,0.1393188854489164,0.34829721362229105,0.2089783281733746,0.0,0.0348297213622291,0.2089783281733746,0.0,2.9256965944272446,0.7662538699690402,1.1145510835913313,1.4628482972136223,0.17414860681114552,2.1594427244582044,0.31346749226006193,0.45278637770897834,0.0
Abner,br BRA,"DF,MF",Lyon,fr Ligue 1,25.0,2000.0,26,25,2150,23.9,3,2,5,3,0,0,4,1,17,7,23,6,1,61,8,24,0,41.2,0.18,0.43,1.81,0.42,0.12,,,,,,,,,,,,,,,DF,MF,True,Defender,True,True,True,0.12558139534883722,0.08372093023255814,0.20930232558139533,0.12558139534883722,0.0,0.0,0.16744186046511628,0.04186046511627907,0.7116279069767442,0.2930232558139535,0.9627906976744186,0.25116279069767444,0.04186046511627907,2.5534883720930233,0.33488372093023255,1.0046511627906978,0.0
Abdel Abqar,ma MAR,DF,Getafe,es La Liga,26.0,1999.0,23,17,1437,16.0,0,2,2,0,0,0,10,1,7,1,30,36,1,2,20,17,0,14.3,0.0,0.0,1.17,0.06,0.38,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.12526096033402923,0.12526096033402923,0.0,0.0,0.0,0.6263048016701461,0.06263048016701461,0.43841336116910234,0.06263048016701461,1.8789144050104385,2.2546972860125263,0.06263048016701461,0.12526096033402923,1.2526096033402923,1.0647181628392484,0.0
Francesco Acerbi,it ITA,DF,Inter,it Serie A,37.0,1988.0,18,15,1378,15.3,0,1,1,0,0,0,3,0,3,1,17,13,3,3,18,9,0,33.3,0.0,0.0,2.11,1.04,-0.63,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.06531204644412192,0.06531204644412192,0.0,0.0,0.0,0.19593613933236573,0.0,0.19593613933236573,0.06531204644412192,1.1103047895500726,0.8490566037735848,0.19593613933236573,0.19593613933236573,1.1756168359941945,0.5878084179970973,0.0
Ragnar Ache,de GER,FW,Köln,de Bundesliga,27.0,1998.0,29,18,1718,19.1,7,4,11,7,0,0,3,0,52,22,18,29,10,1,4,8,0,42.3,0.13,0.32,1.03,-0.58,-0.38,,,,,,,,,,,,,,,FW,,False,Forward,True,True,True,0.36670547147846333,0.20954598370197905,0.5762514551804423,0.36670547147846333,0.0,0.0,0.15715948777648428,0.0,2.724097788125728,1.1525029103608846,0.9429569266589057,1.519208381839348,0.5238649592549477,0.05238649592549476,0.20954598370197905,0.4190919674039581,0.0
Akor Adams,ng NGA,FW,Sevilla,es La Liga,25.0,2000.0,32,21,2064,22.9,10,3,13,7,3,3,3,0,61,30,36,12,41,17,1,4,0,49.2,0.11,0.23,1.13,-0.35,0.05,,,,,,,,,,,,,,,FW,,False,Forward,True,True,True,0.436046511627907,0.1308139534883721,0.5668604651162791,0.30523255813953487,0.1308139534883721,0.1308139534883721,0.1308139534883721,0.0,2.6598837209302326,1.3081395348837208,1.569767441860465,0.5232558139534884,1.7877906976744187,0.741279069767442,0.0436046511627907,0.1744186046511628,0.0
Che Adams,sct SCO,FW,Torino,it Serie A,29.0,1996.0,33,19,1893,21.0,6,2,8,6,0,0,0,0,53,18,18,15,9,14,1,9,0,34.0,0.11,0.33,1.18,-0.19,0.69,,,,,,,,,,,,,,,FW,,False,Forward,True,True,True,0.28526148969889065,0.09508716323296355,0.3803486529318542,0.28526148969889065,0.0,0.0,0.0,0.0,2.519809825673534,0.8557844690966719,0.8557844690966719,0.7131537242472267,0.42789223454833597,0.6656101426307449,0.04754358161648178,0.42789223454833597,0.0
Tyler Adams,us USA,MF,Bournemouth,eng Premier League,26.0,1999.0,25,21,1773,19.7,2,2,4,2,0,0,8,0,10,6,36,13,1,3,30,24,0,60.0,0.2,0.33,1.52,-0.15,-0.53,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.10152284263959392,0.10152284263959392,0.20304568527918784,0.10152284263959392,0.0,0.0,0.4060913705583757,0.0,0.5076142131979695,0.3045685279187817,1.8274111675126903,0.6598984771573604,0.05076142131979696,0.15228426395939085,1.5228426395939085,1.2182741116751268,0.0
Karim Adeyemi,de GER,"MF,FW",Dortmund,de Bundesliga,23.0,2002.0,28,15,1195,13.3,7,4,11,7,0,0,5,0,31,14,21,25,5,11,8,4,0,45.2,0.23,0.5,2.29,0.98,-0.13,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,False,0.5271966527196653,0.301255230125523,0.8284518828451883,0.5271966527196653,0.0,0.0,0.37656903765690375,0.0,2.3347280334728033,1.0543933054393306,1.5815899581589958,1.8828451882845187,0.37656903765690375,0.8284518828451883,0.602510460251046,0.301255230125523,0.0
Amine Adli,ma MAR,MF,Bournemouth,eng Premier League,25.0,2000.0,31,10,1093,12.1,3,1,4,3,0,0,2,0,20,9,29,23,5,39,6,17,0,45.0,0.15,0.33,1.48,0.08,-0.03,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,False,0.24702653247941445,0.08234217749313816,0.32936870997255263,0.24702653247941445,0.0,0.0,0.16468435498627632,0.0,1.6468435498627632,0.7410795974382433,2.3879231473010063,1.8938700823421775,0.4117108874656908,3.211344922232388,0.4940530649588289,1.3998170173833486,0.0
Michel Aebischer,ch SUI,MF,Pisa,it Serie A,28.0,1997.0,35,33,2892,32.1,1,2,3,1,0,0,8,0,19,5,44,38,0,43,35,37,0,26.3,0.05,0.2,0.51,-0.81,2.43,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.03112033195020747,0.06224066390041494,0.09336099585062241,0.03112033195020747,0.0,0.0,0.24896265560165975,0.0,0.5912863070539419,0.15560165975103735,1.3692946058091287,1.1825726141078838,0.0,1.338174273858921,1.0892116182572615,1.1514522821576763,0.0
David Affengruber,at AUT,DF,Elche,es La Liga,24.0,2001.0,36,33,2949,32.8,1,1,2,1,0,0,7,1,14,4,34,35,2,8,50,50,0,28.6,0.07,0.25,1.14,-0.12,0.64,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.030518819938962362,0.030518819938962362,0.061037639877924724,0.030518819938962362,0.0,0.0,0.21363173957273654,0.030518819938962362,0.4272634791454731,0.12207527975584945,1.0376398779247202,1.0681586978636826,0.061037639877924724,0.2441505595116989,1.525940996948118,1.525940996948118,0.0
Emmanuel Agbadou,ci CIV,DF,Wolves,eng Premier League,28.0,1997.0,14,12,1101,12.2,0,0,0,0,0,0,1,1,10,3,10,5,1,13,14,21,0,30.0,0.0,0.0,0.14,-1.72,-0.94,,,,,,,,,,,,,,,DF,,False,Defender,True,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.08174386920980926,0.08174386920980926,0.8174386920980927,0.24523160762942778,0.8174386920980927,0.40871934604904636,0.08174386920980926,1.0626702997275204,1.1444141689373297,1.7166212534059946,0.0
Lucien Agoume,fr FRA,MF,Sevilla,es La Liga,23.0,2002.0,34,31,2686,29.8,1,3,4,1,0,0,12,0,15,2,58,16,8,18,49,40,0,13.3,0.07,0.5,1.18,-0.3,0.31,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.03350707371556218,0.10052122114668652,0.1340282948622487,0.03350707371556218,0.0,0.0,0.40208488458674607,0.0,0.5026061057334327,0.06701414743112435,1.9434102755026061,0.5361131794489948,0.2680565897244974,0.6031273268801192,1.6418466120625466,1.340282948622487,0.0
Marc Aguado,es ESP,MF,Elche,es La Liga,25.0,2000.0,35,30,2500,27.8,1,2,3,1,0,0,3,0,3,2,25,23,0,2,42,26,0,66.7,0.33,0.5,1.03,-0.22,-0.02,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.036000000000000004,0.07200000000000001,0.10799999999999998,0.036000000000000004,0.0,0.0,0.10799999999999998,0.0,0.10799999999999998,0.07200000000000001,0.9,0.828,0.0,0.07200000000000001,1.512,0.9359999999999999,0.0
Nayef Aguerd,ma MAR,DF,Marseille,fr Ligue 1,29.0,1996.0,16,16,1396,15.5,1,0,1,1,0,0,4,0,10,2,21,6,0,2,21,16,0,20.0,0.1,0.5,1.94,1.03,0.92,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.06446991404011461,0.0,0.06446991404011461,0.06446991404011461,0.0,0.0,0.25787965616045844,0.0,0.6446991404011462,0.12893982808022922,1.3538681948424067,0.3868194842406877,0.0,0.12893982808022922,1.3538681948424067,1.0315186246418337,0.0
Ruben Aguilar,fr FRA,MF,Lens,fr Ligue 1,32.0,1993.0,26,20,1720,19.1,2,2,4,2,0,0,6,1,13,3,26,12,5,86,24,24,0,23.1,0.15,0.67,2.08,0.47,-1.01,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.10465116279069767,0.10465116279069767,0.20930232558139533,0.10465116279069767,0.0,0.0,0.313953488372093,0.05232558139534883,0.6802325581395349,0.1569767441860465,1.3604651162790697,0.627906976744186,0.2616279069767442,4.5,1.255813953488372,1.255813953488372,0.0
Honest Ahanor,it ITA,DF,Atalanta,it Serie A,17.0,2008.0,22,15,1377,15.3,0,0,0,0,0,0,2,1,13,4,24,28,0,2,24,20,0,30.8,0.0,0.0,1.64,0.13,-0.44,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.13071895424836602,0.06535947712418301,0.8496732026143791,0.26143790849673204,1.5686274509803924,1.8300653594771241,0.0,0.13071895424836602,1.5686274509803924,1.3071895424836601,0.0
Lucas Ahijado,es ESP,DF,Oviedo,es La Liga,30.0,1995.0,20,11,1098,12.2,0,1,1,0,0,0,3,0,10,2,14,3,2,16,17,29,0,20.0,0.0,0.0,0.5,-1.31,-0.61,,,,,,,,,,,,,,,DF,,False,Defender,True,True,False,0.0,0.08196721311475409,0.08196721311475409,0.0,0.0,0.0,0.2459016393442623,0.0,0.819672131147541,0.16393442622950818,1.1475409836065575,0.2459016393442623,0.16393442622950818,1.3114754098360655,1.3934426229508197,2.377049180327869,0.0
Ola Aina,ng NGA,DF,Nottingham Forest,eng Premier League,28.0,1996.0,18,18,1588,17.6,0,0,0,0,0,0,3,0,12,1,13,15,0,39,26,21,0,8.3,0.0,0.0,1.39,0.45,0.99,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.17002518891687657,0.0,0.6801007556675063,0.05667506297229219,0.7367758186397985,0.850125944584383,0.0,2.2103274559193955,1.473551637279597,1.1901763224181359,0.0
Abdelhamid Ait Boudlal,ma MAR,DF,Rennes,fr Ligue 1,19.0,2006.0,20,17,1403,15.6,2,1,3,2,0,0,3,1,13,4,14,10,1,2,18,11,0,30.8,0.15,0.5,1.85,0.32,0.1,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.12829650748396293,0.06414825374198146,0.19244476122594442,0.12829650748396293,0.0,0.0,0.19244476122594442,0.06414825374198146,0.8339272986457591,0.25659301496792586,0.8980755523877406,0.6414825374198148,0.06414825374198146,0.12829650748396293,1.1546685673556665,0.7056307911617962,0.0
Rayan Aït-Nouri,dz ALG,DF,Manchester City,eng Premier League,24.0,2001.0,17,12,974,10.8,0,2,2,0,0,0,2,0,10,2,17,10,0,22,13,21,0,20.0,0.0,0.0,1.94,1.29,0.26,,,,,,,,,,,,,,,DF,,False,Defender,True,True,False,0.0,0.18480492813141686,0.18480492813141686,0.0,0.0,0.0,0.18480492813141686,0.0,0.9240246406570841,0.18480492813141686,1.570841889117043,0.9240246406570841,0.0,2.0328542094455853,1.2012320328542094,1.9404517453798769,0.0
Tosin Aiyegun,bj BEN,"FW,MF",Lorient,fr Ligue 1,27.0,1998.0,27,11,1073,11.9,5,0,5,5,0,1,1,0,30,12,11,13,3,6,1,5,0,40.0,0.17,0.42,1.04,-0.25,-0.25,,,,,,,,,,,,,,,FW,MF,True,Forward,True,True,False,0.4193849021435228,0.0,0.4193849021435228,0.4193849021435228,0.0,0.08387698042870456,0.08387698042870456,0.0,2.516309412861137,1.0065237651444547,0.9226467847157503,1.0904007455731595,0.2516309412861137,0.5032618825722274,0.08387698042870456,0.4193849021435228,0.0
Kristoffer Ajer,no NOR,DF,Brentford,eng Premier League,27.0,1998.0,27,20,1810,20.1,0,1,1,0,0,0,4,0,10,3,23,5,0,7,15,23,0,30.0,0.0,0.0,1.37,-0.15,-0.48,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.04972375690607735,0.04972375690607735,0.0,0.0,0.0,0.1988950276243094,0.0,0.49723756906077343,0.14917127071823205,1.143646408839779,0.24861878453038672,0.0,0.34806629834254144,0.7458563535911602,1.143646408839779,0.0
Ludovic Ajorque,fr FRA,FW,Brest,fr Ligue 1,31.0,1994.0,32,32,2820,31.3,8,9,17,8,0,0,9,1,55,17,65,55,14,9,11,20,0,30.9,0.15,0.47,1.22,-0.26,1.24,,,,,,,,,,,,,,,FW,,False,Forward,True,True,True,0.25531914893617025,0.28723404255319146,0.5425531914893617,0.25531914893617025,0.0,0.0,0.28723404255319146,0.03191489361702128,1.7553191489361701,0.5425531914893617,2.074468085106383,1.7553191489361701,0.4468085106382979,0.28723404255319146,0.35106382978723405,0.6382978723404256,0.0
Manuel Akanji,ch SUI,DF,Inter,it Serie A,30.0,1995.0,33,31,2821,31.3,2,0,2,2,0,0,4,0,23,6,26,18,2,3,37,24,0,26.1,0.09,0.33,2.39,1.5,0.45,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.06380716058135413,0.0,0.06380716058135413,0.06380716058135413,0.0,0.0,0.12761432116270827,0.0,0.7337823466855725,0.1914214817440624,0.8294930875576036,0.5742644452321871,0.06380716058135413,0.0957107408720312,1.1804324707550515,0.7656859269762496,0.0
Ebenezer Akinsanmiro,ng NGA,MF,Pisa,it Serie A,20.0,2004.0,24,16,1444,16.0,0,1,1,0,0,0,2,0,13,3,30,28,1,9,27,25,0,23.1,0.0,0.0,0.5,-1.18,0.0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.0,0.062326869806094184,0.062326869806094184,0.0,0.0,0.0,0.12465373961218837,0.0,0.8102493074792244,0.18698060941828257,1.8698060941828254,1.745152354570637,0.062326869806094184,0.5609418282548477,1.6828254847645427,1.5581717451523547,0.0
Maghnes Akliouche,fr FRA,"MF,FW",Monaco,fr Ligue 1,23.0,2002.0,31,28,2400,26.7,6,6,12,6,0,0,3,0,48,19,29,36,9,53,18,26,0,39.6,0.13,0.32,1.55,0.37,0.92,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,True,0.225,0.225,0.45,0.225,0.0,0.0,0.1125,0.0,1.8,0.7125,1.0875,1.3499999999999999,0.33749999999999997,1.9875,0.6749999999999999,0.9750000000000001,0.0
Clément Akpa,ci CIV,DF,Auxerre,fr Ligue 1,23.0,2001.0,26,21,1944,21.6,0,0,0,0,0,0,4,1,6,0,12,30,1,30,23,19,2,0.0,0.0,,1.0,-0.6,-0.84,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.1851851851851852,0.0462962962962963,0.2777777777777778,0.0,0.5555555555555556,1.3888888888888888,0.0462962962962963,1.3888888888888888,1.0648148148148149,0.8796296296296297,0.0925925925925926
Jean-Daniel Akpa-Akpro,ci CIV,MF,Hellas Verona,it Serie A,32.0,1992.0,22,17,1504,16.7,1,0,1,1,0,0,9,0,13,4,39,15,0,17,22,32,0,30.8,0.08,0.25,0.5,-0.54,0.73,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.05984042553191489,0.0,0.05984042553191489,0.05984042553191489,0.0,0.0,0.538563829787234,0.0,0.7779255319148937,0.23936170212765956,2.333776595744681,0.8976063829787234,0.0,1.0172872340425532,1.3164893617021276,1.9148936170212765,0.0
Omar Alderete,py PAR,DF,Sunderland,eng Premier League,28.0,1996.0,33,32,2798,31.1,1,1,2,1,0,0,6,0,24,9,34,10,5,11,36,18,0,37.5,0.04,0.11,1.39,-0.32,-0.9,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.032165832737669764,0.032165832737669764,0.06433166547533953,0.032165832737669764,0.0,0.0,0.19299499642601858,0.0,0.7719799857040743,0.2894924946390279,1.093638313080772,0.32165832737669764,0.16082916368834882,0.3538241601143674,1.1579699785561115,0.5789849892780558,0.0
Alexandre Alemão,br BRA,FW,Rayo Vallecano,es La Liga,27.0,1998.0,26,11,1136,12.6,4,0,4,4,0,0,3,0,26,12,23,27,4,5,1,2,0,46.2,0.15,0.33,1.42,0.16,0.36,,,,,,,,,,,,,,,FW,,False,Forward,True,True,False,0.31690140845070425,0.0,0.31690140845070425,0.31690140845070425,0.0,0.0,0.23767605633802816,0.0,2.0598591549295775,0.9507042253521126,1.8221830985915495,2.1390845070422535,0.31690140845070425,0.3961267605633803,0.07922535211267606,0.15845070422535212,0.0
Carles Aleñá,es ESP,MF,Alavés,es La Liga,27.0,1998.0,34,23,1989,22.1,0,4,4,0,0,0,5,0,29,5,38,36,1,121,12,24,0,17.2,0.0,0.0,1.06,-0.54,-0.54,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.0,0.18099547511312214,0.18099547511312214,0.0,0.0,0.0,0.22624434389140274,0.0,1.3122171945701357,0.22624434389140274,1.7194570135746607,1.6289592760180998,0.045248868778280535,5.475113122171946,0.5429864253393666,1.0859728506787332,0.0
Trent Alexander-Arnold,eng ENG,DF,Real Madrid,es La Liga,26.0,1998.0,21,14,1163,12.9,0,4,4,0,0,0,4,0,10,2,10,5,0,126,13,10,0,20.0,0.0,0.0,2.05,0.85,-0.38,,,,,,,,,,,,,,,DF,,False,Defender,True,True,False,0.0,0.30954428202923473,0.30954428202923473,0.0,0.0,0.0,0.30954428202923473,0.0,0.7738607050730868,0.15477214101461736,0.7738607050730868,0.3869303525365434,0.0,9.750644883920895,1.0060189165950129,0.7738607050730868,0.0
Mohamed Ali Cho,fr FRA,"FW,MF",Nice,fr Ligue 1,21.0,2004.0,24,20,1667,18.5,4,3,7,4,0,0,1,0,32,14,14,32,5,39,4,9,0,43.8,0.13,0.29,0.67,-0.76,-0.17,,,,,,,,,,,,,,,FW,MF,True,Forward,True,True,True,0.21595680863827232,0.16196760647870426,0.3779244151169766,0.21595680863827232,0.0,0.0,0.05398920215956808,0.0,1.7276544691061786,0.7558488302339532,0.7558488302339532,1.7276544691061786,0.2699460107978405,2.1055788842231555,0.21595680863827232,0.4859028194361128,0.0
Thiago Almada,ar ARG,"MF,FW",Atlético Madrid,es La Liga,24.0,2001.0,27,16,1311,14.6,3,1,4,3,0,0,2,1,21,10,13,16,2,40,9,18,0,47.6,0.14,0.3,1.78,0.07,-0.66,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,False,0.20594965675057209,0.06864988558352403,0.2745995423340961,0.20594965675057209,0.0,0.0,0.13729977116704806,0.06864988558352403,1.4416475972540046,0.6864988558352403,0.8924485125858123,1.0983981693363845,0.13729977116704806,2.745995423340961,0.6178489702517163,1.2356979405034325,0.0
Domingos André Ribeiro Almeida,pt POR,MF,Valencia,es La Liga,25.0,2000.0,22,11,1017,11.3,0,2,2,0,0,0,0,0,9,3,12,22,0,65,8,11,0,33.3,0.0,0.0,1.23,0.0,0.34,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,False,0.0,0.17699115044247787,0.17699115044247787,0.0,0.0,0.0,0.0,0.0,0.7964601769911505,0.2654867256637168,1.0619469026548671,1.9469026548672568,0.0,5.752212389380531,0.7079646017699115,0.9734513274336284,0.0
Marcos Alonso,es ESP,DF,Celta Vigo,es La Liga,34.0,1990.0,32,31,2768,30.8,1,0,1,0,1,1,5,0,24,3,23,20,0,19,30,24,0,12.5,0.0,0.0,1.41,0.1,-0.18,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.03251445086705202,0.0,0.03251445086705202,0.0,0.03251445086705202,0.03251445086705202,0.16257225433526012,0.0,0.7803468208092484,0.09754335260115606,0.7478323699421965,0.6502890173410405,0.0,0.6177745664739884,0.9754335260115606,0.7803468208092484,0.0
Sergi Altimira,es ESP,MF,Real Betis,es La Liga,23.0,2001.0,24,13,1186,13.2,1,2,3,1,0,0,3,0,7,3,14,22,0,3,20,36,0,42.9,0.14,0.33,1.5,-0.38,-1.02,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,False,0.07588532883642496,0.15177065767284992,0.22765598650927485,0.07588532883642496,0.0,0.0,0.22765598650927485,0.0,0.5311973018549747,0.22765598650927485,1.0623946037099494,1.669477234401349,0.0,0.22765598650927485,1.5177065767284992,2.7318718381112985,0.0
Carlos Álvarez,es ESP,MF,Levante,es La Liga,21.0,2003.0,30,23,1890,21.0,3,1,4,3,0,0,3,0,30,11,22,49,2,54,13,13,0,36.7,0.1,0.27,0.93,-0.71,-0.77,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.14285714285714285,0.04761904761904762,0.1904761904761905,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,1.4285714285714284,0.5238095238095238,1.0476190476190477,2.3333333333333335,0.09523809523809525,2.571428571428571,0.6190476190476191,0.6190476190476191,0.0
Hugo Álvarez,es ESP,"FW,MF",Celta Vigo,es La Liga,22.0,2003.0,28,15,1340,14.9,4,2,6,4,0,0,2,0,14,8,16,17,2,23,10,9,0,57.1,0.29,0.5,1.43,0.13,0.0,,,,,,,,,,,,,,,FW,MF,True,Forward,True,True,False,0.26865671641791045,0.13432835820895522,0.40298507462686567,0.26865671641791045,0.0,0.0,0.13432835820895522,0.0,0.9402985074626866,0.5373134328358209,1.0746268656716418,1.1417910447761193,0.13432835820895522,1.5447761194029852,0.6716417910447761,0.6044776119402985,0.0
Julián Álvarez,ar ARG,FW,Atlético Madrid,es La Liga,25.0,2000.0,29,22,1895,21.1,8,4,12,6,2,3,2,0,54,26,14,18,2,86,3,13,0,48.1,0.11,0.23,1.97,0.71,0.54,,,,,,,,,,,,,,,FW,,False,Forward,True,True,True,0.37994722955145116,0.18997361477572558,0.5699208443271767,0.28496042216358836,0.09498680738786279,0.14248021108179418,0.09498680738786279,0.0,2.5646437994722957,1.2348284960422162,0.6649076517150395,0.8548812664907651,0.09498680738786279,4.084432717678101,0.14248021108179418,0.6174142480211081,0.0
Aurele Amenda,ch SUI,DF,Eintracht Frankfurt,de Bundesliga,22.0,2003.0,24,18,1678,18.6,0,0,0,0,0,0,5,0,10,2,22,13,0,6,29,12,1,20.0,0.0,0.0,1.17,-0.32,-0.45,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.26817640047675806,0.0,0.5363528009535161,0.10727056019070322,1.1799761620977354,0.6972586412395709,0.0,0.3218116805721096,1.5554231227651967,0.6436233611442193,0.05363528009535161
Kelvin Amian,fr FRA,DF,Nantes,fr Ligue 1,27.0,1998.0,23,22,1961,21.8,0,1,1,0,0,0,3,0,10,2,23,18,2,29,8,18,0,20.0,0.0,0.0,0.65,-0.87,-0.54,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.04589495155532892,0.04589495155532892,0.0,0.0,0.0,0.13768485466598673,0.0,0.45894951555328917,0.09178990311065784,1.055583885772565,0.8261091279959204,0.09178990311065784,1.3309535951045386,0.36715961244263134,0.8261091279959204,0.0
