Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Sh,SoT,Fls,Fld,Off,Crs,Int,TklW,OG,SoT%,G/Sh,G/SoT,PPM,+/-90,On-Off,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Primary_Position,Secondary_Position,Is_Multi_Position,Position_Group,Eligible_450,Eligible_900,Eligible_1350,Gls_per90,Ast_per90,G+A_per90,G-PK_per90,PK_per90,PKatt_per90,CrdY_per90,CrdR_per90,Sh_per90,SoT_per90,Fls_per90,Fld_per90,Off_per90,Crs_per90,Int_per90,TklW_per90,OG_per90
Mohamed Amine Sbai,fr FRA,"MF,FW",Angers,fr Ligue 1,24.0,2000.0,25,23,1818,20.2,3,1,4,3,0,1,3,1,34,16,15,24,5,59,4,10,0,47.1,0.09,0.19,1.2,-0.45,0.28,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,True,0.1485148514851485,0.0495049504950495,0.198019801980198,0.1485148514851485,0.0,0.0495049504950495,0.1485148514851485,0.0495049504950495,1.683168316831683,0.792079207920792,0.7425742574257425,1.188118811881188,0.24752475247524755,2.920792079207921,0.198019801980198,0.4950495049504951,0.0
Michael Amir Murillo,pa PAN,"DF,MF",Marseille,fr Ligue 1,29.0,1996.0,16,11,989,11.0,2,1,3,2,0,0,4,0,9,2,22,16,2,28,6,13,0,22.2,0.22,1.0,2.0,1.18,0.97,,,,,,,,,,,,,,,DF,MF,True,Defender,True,True,False,0.1820020222446916,0.0910010111223458,0.2730030333670374,0.1820020222446916,0.0,0.0,0.3640040444893832,0.0,0.8190091001011123,0.1820020222446916,2.0020222446916076,1.456016177957533,0.1820020222446916,2.5480283114256825,0.5460060667340748,1.1830131445904954,0.0
Nadiem Amiri,de GER,MF,Mainz 05,de Bundesliga,28.0,1996.0,26,24,2083,23.1,12,2,14,4,8,8,6,0,54,22,20,26,3,136,19,18,0,40.7,0.07,0.18,1.08,-0.04,0.69,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.5184829572731637,0.08641382621219394,0.6048967834853577,0.17282765242438788,0.34565530484877577,0.34565530484877577,0.25924147863658187,0.0,2.3331733077292367,0.9505520883341335,0.8641382621219396,1.1233797407585213,0.12962073931829093,5.8761401824291895,0.8209313490158426,0.7777244359097455,0.0
Samuel Amo-Ameyaw,eng ENG,"MF,DF",Strasbourg,fr Ligue 1,19.0,2006.0,25,9,1047,11.6,2,2,4,2,0,0,2,0,17,5,15,26,2,50,3,12,0,29.4,0.12,0.4,1.4,-0.43,-1.15,,,,,,,,,,,,,,,MF,DF,True,Midfielder,True,True,False,0.17191977077363896,0.17191977077363896,0.3438395415472779,0.17191977077363896,0.0,0.0,0.17191977077363896,0.0,1.4613180515759312,0.42979942693409745,1.2893982808022924,2.2349570200573066,0.17191977077363896,4.2979942693409745,0.25787965616045844,1.0315186246418337,0.0
Mohamed Amoura,dz ALG,"FW,MF",Wolfsburg,de Bundesliga,25.0,2000.0,30,23,1919,21.3,8,3,11,7,1,1,2,0,60,19,21,11,12,34,7,22,0,31.7,0.12,0.37,0.97,0.0,1.89,,,,,,,,,,,,,,,FW,MF,True,Forward,True,True,True,0.3751954142782699,0.14069828035435122,0.5158936946326211,0.32829598749348615,0.04689942678478374,0.04689942678478374,0.09379885356956748,0.0,2.8139656070870247,0.8910891089108911,0.9848879624804586,0.5158936946326211,0.5627931214174049,1.5945805106826472,0.32829598749348615,1.0317873892652423,0.0
Ethan Ampadu,wls WAL,MF,Leeds United,eng Premier League,24.0,2000.0,35,35,3119,34.7,1,1,2,1,0,0,10,0,26,6,50,36,0,25,50,46,0,23.1,0.04,0.17,1.29,-0.12,0.78,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.02885540237255531,0.02885540237255531,0.05771080474511062,0.02885540237255531,0.0,0.0,0.28855402372555305,0.0,0.750240461686438,0.17313241423533185,1.4427701186277653,1.038794485411991,0.0,0.7213850593138826,1.4427701186277653,1.327348509137544,0.0
Sofyan Amrabat,ma MAR,MF,Real Betis,es La Liga,28.0,1996.0,17,14,1295,14.4,0,0,0,0,0,0,4,0,8,1,22,19,0,6,11,13,0,12.5,0.0,0.0,1.53,0.42,0.21,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.277992277992278,0.0,0.555984555984556,0.0694980694980695,1.528957528957529,1.3204633204633205,0.0,0.416988416988417,0.7644787644787645,0.9034749034749034,0.0
Joachim Andersen,dk DEN,DF,Fulham,eng Premier League,29.0,1996.0,33,33,2875,31.9,0,1,1,0,0,0,7,1,16,4,30,13,0,15,34,26,0,25.0,0.0,0.0,1.36,-0.09,0.07,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.03130434782608696,0.03130434782608696,0.0,0.0,0.0,0.21913043478260869,0.03130434782608696,0.5008695652173913,0.12521739130434784,0.9391304347826088,0.4069565217391304,0.0,0.4695652173913044,1.0643478260869565,0.8139130434782608,0.0
Elliot Anderson,eng ENG,MF,Nottingham Forest,eng Premier League,22.0,2002.0,38,37,3331,37.0,4,4,8,3,1,1,8,0,44,10,57,80,2,175,41,60,0,22.7,0.07,0.3,1.16,-0.11,-1.12,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.10807565295706995,0.10807565295706995,0.2161513059141399,0.08105673971780246,0.027018913239267486,0.027018913239267486,0.2161513059141399,0.0,1.1888321825277695,0.2701891323926749,1.5400780546382467,2.161513059141399,0.05403782647853497,4.72830981687181,1.1077754428099669,1.6211347943560495,0.0
Tomoya Ando,jp JPN,DF,St Pauli,de Bundesliga,26.0,1999.0,15,14,1260,14.0,0,1,1,0,0,0,3,0,8,2,12,12,0,6,14,23,0,25.0,0.0,0.0,0.6,-1.21,-0.51,,,,,,,,,,,,,,,DF,,False,Defender,True,True,False,0.0,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.2142857142857143,0.0,0.5714285714285714,0.14285714285714285,0.8571428571428572,0.8571428571428572,0.0,0.4285714285714286,1.0,1.642857142857143,0.0
André,br BRA,MF,Wolves,eng Premier League,24.0,2001.0,35,30,2762,30.7,1,0,1,1,0,0,12,0,15,1,47,43,0,40,25,42,0,6.7,0.07,1.0,0.51,-1.11,-0.15,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.03258508327299058,0.0,0.03258508327299058,0.03258508327299058,0.0,0.0,0.39102099927588707,0.0,0.48877624909485884,0.03258508327299058,1.5314989138305575,1.4011585807385953,0.0,1.3034033309196233,0.8146270818247647,1.3685734974656047,0.0
Benjamin André,fr FRA,MF,Lille,fr Ligue 1,34.0,1990.0,27,26,2332,25.9,2,2,4,2,0,0,9,0,27,6,35,44,3,22,31,40,0,22.2,0.07,0.33,1.93,0.69,1.07,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.07718696397941681,0.07718696397941681,0.15437392795883362,0.07718696397941681,0.0,0.0,0.34734133790737565,0.0,1.042024013722127,0.23156089193825044,1.3507718696397941,1.6981132075471697,0.11578044596912522,0.8490566037735848,1.1963979416809605,1.5437392795883362,0.0
Robert Andrich,de GER,"DF,MF",Leverkusen,de Bundesliga,30.0,1994.0,32,29,2546,28.3,2,0,2,2,0,0,6,1,12,3,30,22,0,13,33,30,0,25.0,0.17,0.67,1.81,0.53,-0.52,,,,,,,,,,,,,,,DF,MF,True,Defender,True,True,True,0.07069913589945012,0.0,0.07069913589945012,0.07069913589945012,0.0,0.0,0.21209740769835037,0.03534956794972506,0.42419481539670073,0.10604870384917518,1.0604870384917517,0.7776904948939513,0.0,0.4595443833464258,1.1665357423409268,1.0604870384917517,0.0
Samuele Angori,it ITA,MF,Pisa,it Serie A,21.0,2003.0,35,30,2599,28.9,0,2,2,0,0,0,2,0,14,3,17,54,3,165,23,25,0,21.4,0.0,0.0,0.37,-1.14,0.17,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.0,0.06925740669488265,0.06925740669488265,0.0,0.0,0.0,0.06925740669488265,0.0,0.4848018468641785,0.10388611004232397,0.5886879569065024,1.8699499807618314,0.10388611004232397,5.7137360523278184,0.7964601769911505,0.8657175836860331,0.0
Ilyas Ansah,de GER,"MF,FW",Union Berlin,de Bundesliga,20.0,2004.0,33,23,1892,21.0,5,1,6,5,0,0,1,0,33,12,21,43,9,19,4,9,0,36.4,0.15,0.42,1.18,-0.14,0.7,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,True,0.23784355179704017,0.04756871035940804,0.2854122621564482,0.23784355179704017,0.0,0.0,0.04756871035940804,0.0,1.569767441860465,0.5708245243128964,0.9989429175475688,2.0454545454545454,0.4281183932346723,0.9038054968287526,0.19027484143763215,0.4281183932346723,0.0
Jaidon Anthony,eng ENG,MF,Burnley,eng Premier League,25.0,1999.0,37,32,2722,30.2,8,2,10,8,0,0,4,0,55,23,27,47,9,80,16,21,0,41.8,0.15,0.35,0.59,-0.96,0.07,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.26451138868479057,0.06612784717119764,0.33063923585598826,0.26451138868479057,0.0,0.0,0.13225569434239529,0.0,1.8185157972079353,0.7604702424687729,0.8927259368111683,1.5540044085231446,0.2975753122703894,2.645113886847906,0.5290227773695811,0.6943423952975754,0.0
Waldemar Anton,de GER,DF,Dortmund,de Bundesliga,29.0,1996.0,32,32,2880,32.0,2,0,2,2,0,0,3,0,16,6,26,16,0,12,33,42,0,37.5,0.13,0.33,2.16,1.06,0.06,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0625,0.0,0.0625,0.0625,0.0,0.0,0.09375,0.0,0.5,0.1875,0.8124999999999999,0.5,0.0,0.375,1.03125,1.3125,0.0
Antony,br BRA,"MF,FW",Real Betis,es La Liga,25.0,2000.0,32,30,2447,27.2,8,6,14,8,0,0,6,1,90,34,20,44,2,66,22,23,0,37.8,0.09,0.24,1.53,0.33,0.15,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,True,0.29423784225582345,0.2206783816918676,0.5149162239476911,0.29423784225582345,0.0,0.0,0.2206783816918676,0.03677973028197793,3.3101757253780137,1.2505108295872498,0.7355946056395587,1.618308132407029,0.07355946056395586,2.4274621986105434,0.8091540662035145,0.8459337964854924,0.0
Youssef El-Arabi,ma MAR,FW,Nantes,fr Ligue 1,38.0,1987.0,25,11,941,10.5,3,0,3,3,0,1,0,0,15,9,22,23,10,2,4,9,0,60.0,0.2,0.33,0.56,-0.19,0.7,,,,,,,,,,,,,,,FW,,False,Forward,True,True,False,0.2869287991498406,0.0,0.2869287991498406,0.2869287991498406,0.0,0.09564293304994687,0.0,0.0,1.434643995749203,0.8607863974495219,2.104144527098831,2.199787460148778,0.9564293304994687,0.19128586609989373,0.38257173219978746,0.8607863974495219,0.0
Mauro Arambarri,uy URU,MF,Getafe,es La Liga,29.0,1995.0,37,37,3249,36.1,6,2,8,4,2,3,6,0,58,19,60,67,4,19,21,43,0,32.8,0.07,0.21,1.38,-0.14,0.39,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.16620498614958448,0.055401662049861494,0.22160664819944598,0.11080332409972299,0.055401662049861494,0.08310249307479224,0.16620498614958448,0.0,1.6066481994459834,0.5263157894736842,1.662049861495845,1.8559556786703602,0.11080332409972299,0.5263157894736842,0.5817174515235457,1.1911357340720221,0.0
Jon Aramburu,ve VEN,DF,Real Sociedad,es La Liga,23.0,2002.0,35,31,2773,30.8,1,0,1,1,0,0,11,0,21,5,69,45,3,48,47,66,0,23.8,0.05,0.2,1.26,-0.13,-0.41,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.03245582401730977,0.0,0.03245582401730977,0.03245582401730977,0.0,0.0,0.3570140641904075,0.0,0.6815723043635052,0.16227912008654888,2.2394518571943745,1.4605120807789398,0.09736747205192933,1.5578795528308693,1.5254237288135593,2.142084385142445,0.0
Ronald Araújo,uy URU,DF,Barcelona,es La Liga,26.0,1999.0,24,11,1071,11.9,3,0,3,3,0,0,2,0,12,5,17,3,0,6,10,15,0,41.7,0.25,0.6,2.5,1.34,-0.3,,,,,,,,,,,,,,,DF,,False,Defender,True,True,False,0.25210084033613445,0.0,0.25210084033613445,0.25210084033613445,0.0,0.0,0.16806722689075632,0.0,1.0084033613445378,0.42016806722689076,1.4285714285714284,0.25210084033613445,0.0,0.5042016806722689,0.8403361344537815,1.2605042016806722,0.0
Carlens Arcus,ht HAI,DF,Angers,fr Ligue 1,29.0,1996.0,26,24,2040,22.7,0,3,3,0,0,0,7,0,9,1,33,16,0,38,29,29,0,11.1,0.0,0.0,1.15,-0.35,0.62,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.1323529411764706,0.1323529411764706,0.0,0.0,0.0,0.3088235294117647,0.0,0.39705882352941174,0.044117647058823525,1.4558823529411766,0.7058823529411764,0.0,1.6764705882352942,1.2794117647058822,1.2794117647058822,0.0
Jesús Areso,es ESP,DF,Athletic Club,es La Liga,26.0,1999.0,26,14,1506,16.7,0,1,1,0,0,0,3,0,3,0,19,7,1,86,20,16,0,0.0,0.0,,1.12,-0.3,0.17,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.0597609561752988,0.0597609561752988,0.0,0.0,0.0,0.17928286852589642,0.0,0.17928286852589642,0.0,1.1354581673306772,0.41832669322709165,0.0597609561752988,5.139442231075697,1.1952191235059761,0.9561752988047808,0.0
Jhon Arias,co COL,"FW,MF",Wolves,eng Premier League,27.0,1997.0,23,14,1124,12.5,1,0,1,1,0,0,1,0,16,3,26,9,3,30,7,27,0,18.8,0.06,0.33,0.35,-0.8,0.41,,,,,,,,,,,,,,,FW,MF,True,Forward,True,True,False,0.08007117437722419,0.0,0.08007117437722419,0.08007117437722419,0.0,0.0,0.08007117437722419,0.0,1.281138790035587,0.2402135231316726,2.0818505338078293,0.7206405693950179,0.2402135231316726,2.402135231316726,0.5604982206405694,2.1619217081850532,0.0
Adam Armstrong,eng ENG,"FW,MF",Wolves,eng Premier League,28.0,1997.0,14,14,1140,12.7,2,2,4,1,1,1,3,0,18,6,12,3,5,5,1,4,0,33.3,0.06,0.17,0.86,-0.87,0.32,,,,,,,,,,,,,,,FW,MF,True,Forward,True,True,False,0.15789473684210525,0.15789473684210525,0.3157894736842105,0.07894736842105263,0.07894736842105263,0.07894736842105263,0.23684210526315788,0.0,1.4210526315789473,0.47368421052631576,0.9473684210526315,0.23684210526315788,0.39473684210526316,0.39473684210526316,0.07894736842105263,0.3157894736842105,0.0
Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,31.0,1994.0,25,20,1859,20.7,1,4,5,1,0,0,5,0,13,5,17,26,0,81,24,15,0,38.5,0.08,0.2,0.92,-0.48,0.56,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.048413125336202255,0.19365250134480902,0.24206562668101128,0.048413125336202255,0.0,0.0,0.24206562668101128,0.0,0.6293706293706294,0.24206562668101128,0.8230231307154383,1.2587412587412588,0.0,3.921463152232383,1.1619150080688543,0.7261968800430338,0.0
Tolu Arokodare,ng NGA,FW,Wolves,eng Premier League,24.0,2000.0,33,13,1419,15.8,3,1,4,3,0,1,1,0,46,16,18,17,6,0,5,4,0,34.8,0.07,0.19,0.61,-0.76,0.54,,,,,,,,,,,,,,,FW,,False,Forward,True,True,True,0.19027484143763215,0.06342494714587738,0.2536997885835095,0.19027484143763215,0.0,0.06342494714587738,0.06342494714587738,0.0,2.917547568710359,1.014799154334038,1.1416490486257929,1.0782241014799154,0.3805496828752643,0.0,0.31712473572938693,0.2536997885835095,0.0
Kervin Arriaga,hn HON,MF,Levante,es La Liga,27.0,1998.0,27,16,1532,17.0,3,3,6,3,0,0,8,1,16,6,22,22,1,5,14,26,0,37.5,0.19,0.5,1.19,-0.35,0.03,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.1762402088772846,0.1762402088772846,0.3524804177545692,0.1762402088772846,0.0,0.0,0.4699738903394256,0.0587467362924282,0.9399477806788512,0.3524804177545692,1.2924281984334205,1.2924281984334205,0.0587467362924282,0.29373368146214096,0.8224543080939948,1.5274151436031334,0.0
Arthur,br BRA,MF,Leverkusen,de Bundesliga,22.0,2003.0,20,13,1136,12.6,1,3,4,1,0,0,3,0,10,2,19,10,3,33,18,12,0,20.0,0.1,0.5,1.8,0.55,-0.1,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,False,0.07922535211267606,0.23767605633802816,0.31690140845070425,0.07922535211267606,0.0,0.0,0.23767605633802816,0.0,0.7922535211267606,0.15845070422535212,1.505281690140845,0.7922535211267606,0.23767605633802816,2.61443661971831,1.426056338028169,0.9507042253521126,0.0
Raúl Asencio,es ESP,DF,Real Madrid,es La Liga,22.0,2003.0,23,18,1708,19.0,2,0,2,2,0,0,4,0,14,4,17,23,0,1,10,12,0,28.6,0.14,0.5,2.22,1.05,-0.1,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.1053864168618267,0.0,0.1053864168618267,0.1053864168618267,0.0,0.0,0.2107728337236534,0.0,0.7377049180327869,0.2107728337236534,0.895784543325527,1.211943793911007,0.0,0.05269320843091335,0.5269320843091335,0.6323185011709602,0.0
Fisnik Asllani,xk KVX,"FW,MF",Hoffenheim,de Bundesliga,22.0,2002.0,33,31,2335,25.9,10,7,17,10,0,0,2,0,73,28,26,37,14,10,5,7,0,38.4,0.14,0.36,1.76,0.35,-0.15,,,,,,,,,,,,,,,FW,MF,True,Forward,True,True,True,0.3854389721627409,0.2698072805139186,0.6552462526766596,0.3854389721627409,0.0,0.0,0.07708779443254818,0.0,2.8137044967880085,1.0792291220556745,1.0021413276231264,1.4261241970021414,0.5396145610278372,0.3854389721627409,0.19271948608137046,0.2698072805139186,0.0
Kristjan Asllani,al ALB,MF,Torino,it Serie A,23.0,2002.0,15,13,1129,12.5,0,0,0,0,0,1,3,0,20,4,7,14,0,52,12,14,0,20.0,0.0,0.0,1.27,-0.56,-0.09,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,False,0.0,0.0,0.0,0.0,0.0,0.07971656333038087,0.23914968999114258,0.0,1.5943312666076175,0.31886625332152346,0.5580159433126661,1.1160318866253323,0.0,4.145261293179805,0.9565987599645703,1.1160318866253323,0.0
Iago Aspas,es ESP,"FW,MF",Celta Vigo,es La Liga,37.0,1987.0,32,11,1140,12.7,5,3,8,3,2,2,4,0,28,12,5,17,0,24,12,11,0,42.9,0.11,0.25,1.36,0.79,0.99,,,,,,,,,,,,,,,FW,MF,True,Forward,True,True,False,0.39473684210526316,0.23684210526315788,0.631578947368421,0.23684210526315788,0.15789473684210525,0.15789473684210525,0.3157894736842105,0.0,2.210526315789474,0.9473684210526315,0.39473684210526316,1.3421052631578947,0.0,1.894736842105263,0.9473684210526315,0.868421052631579,0.0
Lorenz Assignon,tg TOG,"DF,MF",Stuttgart,de Bundesliga,25.0,2000.0,24,12,1094,12.2,0,0,0,0,0,0,3,1,12,4,19,7,1,40,15,15,0,33.3,0.0,0.0,2.0,1.23,0.91,,,,,,,,,,,,,,,DF,MF,True,Defender,True,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.24680073126142596,0.08226691042047532,0.9872029250457038,0.3290676416819013,1.563071297989031,0.5758683729433273,0.08226691042047532,3.290676416819013,1.2340036563071297,1.2340036563071297,0.0
Dehmaine Assoumani,fr FRA,MF,Nantes,fr Ligue 1,20.0,2005.0,27,14,1276,14.2,1,0,1,1,0,0,5,0,29,7,23,20,0,88,16,18,0,24.1,0.03,0.14,0.7,-0.35,0.56,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,False,0.07053291536050156,0.0,0.07053291536050156,0.07053291536050156,0.0,0.0,0.3526645768025078,0.0,2.0454545454545454,0.493730407523511,1.6222570532915361,1.4106583072100312,0.0,6.206896551724138,1.128526645768025,1.2695924764890283,0.0
Otavio Ataide,br BRA,DF,Paris FC,fr Ligue 1,23.0,2002.0,23,21,1901,21.1,1,0,1,1,0,0,6,1,12,3,24,33,1,6,27,29,0,25.0,0.08,0.33,1.39,-0.19,-0.27,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.04734350341925302,0.0,0.04734350341925302,0.04734350341925302,0.0,0.0,0.2840610205155181,0.04734350341925302,0.5681220410310363,0.14203051025775906,1.1362440820620725,1.5623356128353498,0.04734350341925302,0.2840610205155181,1.2782745923198315,1.3729615991583377,0.0
Arthur Atta,fr FRA,MF,Udinese,it Serie A,22.0,2003.0,32,29,2557,28.4,5,3,8,5,0,0,3,0,57,20,23,32,8,56,23,17,0,35.1,0.09,0.25,1.34,-0.18,-0.38,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.17598748533437622,0.10559249120062572,0.28157997653500194,0.17598748533437622,0.0,0.0,0.10559249120062572,0.0,2.006257332811889,0.7039499413375049,0.8095424325381306,1.1263199061400078,0.28157997653500194,1.9710598357450138,0.8095424325381306,0.5983574501368791,0.0
Pierre-Emerick Aubameyang,ga GAB,FW,Marseille,fr Ligue 1,36.0,1989.0,30,23,2039,22.7,10,5,15,10,0,0,1,0,60,34,19,16,9,30,7,6,0,56.7,0.17,0.29,1.67,0.75,0.66,,,,,,,,,,,,,,,FW,,False,Forward,True,True,True,0.4413928396272683,0.22069641981363414,0.6620892594409025,0.4413928396272683,0.0,0.0,0.04413928396272683,0.0,2.64835703776361,1.5007356547327122,0.8386463952918097,0.7062285434036293,0.3972535556645414,1.324178518881805,0.30897498773908777,0.26483570377636095,0.0
Carlos Augusto,br BRA,"MF,DF",Inter,it Serie A,26.0,1999.0,34,18,1763,19.6,1,1,2,1,0,0,6,0,20,6,26,13,0,46,19,22,0,30.0,0.05,0.17,2.29,1.12,-0.61,,,,,,,,,,,,,,,MF,DF,True,Midfielder,True,True,True,0.05104934770277936,0.05104934770277936,0.10209869540555871,0.05104934770277936,0.0,0.0,0.30629608621667614,0.0,1.020986954055587,0.30629608621667614,1.327283040272263,0.6636415201361315,0.0,2.34826999432785,0.9699376063528078,1.1230856494611459,0.0
Yann Aurel Bisseck,de GER,DF,Inter,it Serie A,24.0,2000.0,23,21,1922,21.4,3,1,4,3,0,0,2,0,25,12,21,16,3,12,23,18,0,48.0,0.12,0.25,2.3,1.45,0.07,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.1404786680541103,0.04682622268470344,0.18730489073881376,0.1404786680541103,0.0,0.0,0.09365244536940688,0.0,1.1706555671175858,0.5619146722164412,0.9833506763787722,0.749219562955255,0.1404786680541103,0.5619146722164412,1.0770031217481788,0.8428720083246618,0.0
Leon Avdullahu,xk KVX,MF,Hoffenheim,de Bundesliga,21.0,2004.0,33,32,2834,31.5,0,1,1,0,0,0,5,0,14,2,27,12,1,15,33,30,0,14.3,0.0,0.0,1.85,0.6,2.99,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.0,0.03175723359209598,0.03175723359209598,0.0,0.0,0.0,0.1587861679604799,0.0,0.4446012702893437,0.06351446718419196,0.8574453069865915,0.38108680310515175,0.03175723359209598,0.4763585038814397,1.0479887085391673,0.9527170077628794,0.0
Arthur Avom,cm CMR,MF,Lorient,fr Ligue 1,20.0,2004.0,31,22,2119,23.5,2,1,3,2,0,0,3,0,21,6,23,38,0,45,28,31,1,28.6,0.1,0.33,1.29,-0.04,0.15,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.08494572911750826,0.04247286455875413,0.1274185936762624,0.08494572911750826,0.0,0.0,0.1274185936762624,0.0,0.8919301557338368,0.2548371873525248,0.976875884851345,1.6139688532326568,0.0,1.911278905143936,1.1892402076451156,1.316658801321378,0.04247286455875413
Chidozie Awaziem,ng NGA,DF,Nantes,fr Ligue 1,28.0,1997.0,27,26,2321,25.8,1,2,3,1,0,0,7,0,11,4,23,21,1,2,20,20,1,36.4,0.09,0.25,0.67,-0.7,-0.09,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.03877638948728996,0.07755277897457992,0.11632916846186989,0.03877638948728996,0.0,0.0,0.2714347264110297,0.0,0.4265402843601896,0.15510555794915984,0.8918569582076691,0.8143041792330892,0.03877638948728996,0.07755277897457992,0.7755277897457992,0.7755277897457992,0.03877638948728996
Yasin Ayari,se SWE,MF,Brighton,eng Premier League,21.0,2003.0,29,20,1929,21.4,3,3,6,3,0,0,1,0,41,10,24,28,0,24,26,25,0,24.4,0.07,0.3,1.55,0.37,0.49,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.13996889580093314,0.13996889580093314,0.27993779160186627,0.13996889580093314,0.0,0.0,0.04665629860031104,0.0,1.9129082426127526,0.4665629860031104,1.119751166407465,1.3063763608087091,0.0,1.119751166407465,1.2130637636080872,1.166407465007776,0.0
Neil El Aynaoui,ma MAR,MF,Roma,it Serie A,24.0,2001.0,25,8,999,11.1,1,2,3,1,0,0,5,0,6,4,23,10,2,17,18,10,0,66.7,0.17,0.25,2.04,0.63,-0.15,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,False,0.09009009009009009,0.18018018018018017,0.2702702702702703,0.09009009009009009,0.0,0.0,0.45045045045045046,0.0,0.5405405405405406,0.36036036036036034,2.0720720720720722,0.9009009009009009,0.18018018018018017,1.5315315315315317,1.6216216216216217,0.9009009009009009,0.0
César Azpilicueta,es ESP,DF,Sevilla,es La Liga,35.0,1989.0,17,17,1213,13.5,0,1,1,0,0,0,4,0,1,0,24,9,1,12,22,19,0,0.0,0.0,,1.24,0.15,0.8,,,,,,,,,,,,,,,DF,,False,Defender,True,True,False,0.0,0.0741962077493817,0.0741962077493817,0.0,0.0,0.0,0.2967848309975268,0.0,0.0741962077493817,0.0,1.7807089859851608,0.6677658697444353,0.0741962077493817,0.8903544929925804,1.6323165704863973,1.4097279472382522,0.0
Loïc Bade,fr FRA,DF,Leverkusen,de Bundesliga,25.0,2000.0,23,19,1653,18.4,0,0,0,0,0,0,4,0,12,4,11,4,0,4,21,19,1,33.3,0.0,0.0,1.83,0.71,0.2,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.21778584392014522,0.0,0.6533575317604355,0.21778584392014522,0.5989110707803993,0.21778584392014522,0.0,0.21778584392014522,1.1433756805807622,1.0344827586206897,0.054446460980036304
Alex Baena,es ESP,"MF,FW",Atlético Madrid,es La Liga,24.0,2001.0,27,21,1560,17.3,2,3,5,2,0,0,5,0,29,7,26,29,9,117,16,11,0,24.1,0.07,0.29,1.67,0.4,-0.13,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,True,0.11538461538461539,0.17307692307692307,0.28846153846153844,0.11538461538461539,0.0,0.0,0.28846153846153844,0.0,1.6730769230769231,0.4038461538461538,1.5,1.6730769230769231,0.5192307692307693,6.75,0.9230769230769231,0.6346153846153846,0.0
Samson Baidoo,at AUT,DF,Lens,fr Ligue 1,21.0,2004.0,23,20,1827,20.3,2,1,3,2,0,0,2,0,16,4,20,5,1,0,25,23,0,25.0,0.13,0.5,2.22,1.18,0.67,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.09852216748768473,0.04926108374384237,0.14778325123152708,0.09852216748768473,0.0,0.0,0.09852216748768473,0.0,0.7881773399014779,0.19704433497536947,0.9852216748768473,0.24630541871921183,0.04926108374384237,0.0,1.2315270935960592,1.1330049261083743,0.0
