Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Sh,SoT,Fls,Fld,Off,Crs,Int,TklW,OG,SoT%,G/Sh,G/SoT,PPM,+/-90,On-Off,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Primary_Position,Secondary_Position,Is_Multi_Position,Position_Group,Eligible_450,Eligible_900,Eligible_1350,Gls_per90,Ast_per90,G+A_per90,G-PK_per90,PK_per90,PKatt_per90,CrdY_per90,CrdR_per90,Sh_per90,SoT_per90,Fls_per90,Fld_per90,Off_per90,Crs_per90,Int_per90,TklW_per90,OG_per90
Michele Di Gregorio,it ITA,GK,Juventus,it Serie A,28.0,1997.0,30,29,2655,29.5,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,,,,1.9,0.71,0.01,25.0,0.85,85.0,60.0,71.8,15.0,9.0,5.0,14.0,48.3,3.0,1.0,0.0,2.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.03389830508474576,0.0,0.0,0.0,0.0,0.1694915254237288,0.0,0.0,0.0,0.0,0.0
Mory Diaw,sn SEN,GK,Le Havre,fr Ligue 1,32.0,1993.0,30,30,2655,29.5,0,1,1,0,0,0,1,0,0,0,0,6,0,0,2,0,0,,,,1.0,-0.44,-0.66,41.0,1.39,113.0,80.0,69.0,6.0,12.0,12.0,7.0,23.3,8.0,6.0,2.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.03389830508474576,0.03389830508474576,0.0,0.0,0.0,0.03389830508474576,0.0,0.0,0.0,0.0,0.2033898305084746,0.0,0.0,0.06779661016949153,0.0,0.0
Stole Dimitrievski,mk MKD,GK,Valencia,es La Liga,31.0,1993.0,20,20,1800,20.0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0,,,,1.65,0.2,0.92,25.0,1.25,74.0,52.0,70.3,10.0,3.0,7.0,5.0,25.0,4.0,3.0,0.0,1.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.05,0.0,0.0
Yehvann Diouf,sn SEN,GK,Nice,fr Ligue 1,25.0,1999.0,26,26,2340,26.0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,2,0,0,,,,0.96,-0.73,-0.23,45.0,1.73,130.0,91.0,69.2,6.0,7.0,13.0,5.0,19.2,7.0,5.0,1.0,1.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.07692307692307693,0.0,0.0
Matías Dituro,ar ARG,GK,Elche,es La Liga,38.0,1987.0,22,22,1980,22.0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,1,0,0,,,,1.36,-0.05,0.39,29.0,1.32,89.0,64.0,71.9,7.0,9.0,6.0,4.0,18.2,5.0,4.0,0.0,1.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.3181818181818182,0.0,0.0,0.045454545454545456,0.0,0.0
Marko Dmitrović,rs SRB,GK,Espanyol,es La Liga,33.0,1992.0,37,37,3330,37.0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,,,,1.22,-0.32,-0.32,54.0,1.46,182.0,133.0,73.1,12.0,9.0,16.0,10.0,27.0,5.0,5.0,0.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13513513513513514,0.0,0.0,0.0,0.05405405405405405,0.0
Gianluigi Donnarumma,it ITA,GK,Manchester City,eng Premier League,26.0,1999.0,34,34,3060,34.0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,1,0,0,,,,2.21,1.24,1.24,29.0,0.85,105.0,75.0,72.4,22.0,9.0,3.0,15.0,44.1,1.0,0.0,1.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.23529411764705882,0.0,0.0,0.0,0.0,0.11764705882352941,0.0,0.0,0.029411764705882353,0.0,0.0
Martin Dúbravka,sk SVK,GK,Burnley,eng Premier League,36.0,1989.0,35,35,3150,35.0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,1,0,,,,0.57,-1.03,-0.7,71.0,2.03,192.0,127.0,66.1,4.0,8.0,23.0,4.0,11.4,7.0,6.0,0.0,1.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.22857142857142856,0.0,0.0,0.0,0.02857142857142857,0.0
Aarón Escandell,es ESP,GK,Oviedo,es La Liga,29.0,1995.0,36,36,3240,36.0,0,1,1,0,0,0,3,0,0,0,1,8,0,0,0,0,0,,,,0.81,-0.83,1.17,56.0,1.56,194.0,145.0,73.7,6.0,11.0,19.0,10.0,27.8,7.0,5.0,2.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.027777777777777776,0.027777777777777776,0.0,0.0,0.0,0.08333333333333334,0.0,0.0,0.0,0.027777777777777776,0.2222222222222222,0.0,0.0,0.0,0.0,0.0
Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,30.0,1995.0,38,38,3420,38.0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,2,0,,,,1.0,-0.58,,50.0,1.32,152.0,108.0,69.7,10.0,8.0,20.0,10.0,26.3,6.0,4.0,2.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.052631578947368425,0.0,0.0,0.0,0.0,0.2105263157894737,0.0,0.0,0.0,0.052631578947368425,0.0
Jonathan Fischer,dk DEN,GK,Metz,fr Ligue 1,23.0,2001.0,27,26,2354,26.2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,,,,0.52,-1.19,0.47,56.0,2.14,141.0,92.0,64.5,3.0,5.0,18.0,5.0,19.2,7.0,6.0,1.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15293118096856415,0.0,0.0,0.0,0.0,0.0
Mark Flekken,nl NED,GK,Leverkusen,de Bundesliga,32.0,1993.0,24,24,2129,23.7,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,,,,1.67,0.55,-0.22,38.0,1.61,110.0,79.0,71.8,12.0,4.0,8.0,5.0,20.8,7.0,7.0,0.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.08454673555659935,0.0,0.0,0.0,0.0,0.12682010333489901,0.0,0.0,0.0,0.0,0.0
Joan García,es ESP,GK,Barcelona,es La Liga,24.0,2001.0,30,30,2700,30.0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,4,0,,,,2.73,2.0,2.12,21.0,0.7,92.0,74.0,80.4,27.0,1.0,2.0,15.0,50.0,3.0,3.0,0.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.03333333333333333,0.13333333333333333,0.0
Paulo Gazzaniga,ar ARG,GK,Girona,es La Liga,33.0,1992.0,35,35,3102,34.5,0,0,0,0,0,0,4,1,0,0,1,5,0,0,0,1,0,,,,1.14,-0.29,1.41,47.0,1.36,158.0,115.0,72.8,9.0,13.0,13.0,6.0,17.1,5.0,4.0,0.0,1.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.11605415860735009,0.029013539651837523,0.0,0.0,0.029013539651837523,0.1450676982591876,0.0,0.0,0.0,0.029013539651837523,0.0
David de Gea,es ESP,GK,Fiorentina,it Serie A,34.0,1990.0,37,37,3330,37.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,,,,1.11,-0.24,-0.24,49.0,1.32,163.0,119.0,73.0,9.0,14.0,14.0,10.0,27.0,6.0,5.0,1.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16216216216216217,0.0,0.0,0.0,0.0,0.0
Kamil Grabara,pl POL,GK,Wolfsburg,de Bundesliga,26.0,1999.0,34,34,3060,34.0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,1,0,0.0,0.0,,0.85,-0.71,,69.0,2.03,179.0,120.0,65.4,7.0,8.0,19.0,2.0,5.9,12.0,7.0,3.0,2.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.029411764705882353,0.0,0.0,0.058823529411764705,0.0,0.0,0.029411764705882353,0.029411764705882353,0.0
Dominik Greif,sk SVK,GK,Lyon,fr Ligue 1,28.0,1997.0,29,29,2610,29.0,0,1,1,0,0,0,1,0,0,0,0,6,0,0,0,0,0,,,,1.72,0.34,-0.26,37.0,1.28,110.0,77.0,68.2,15.0,5.0,9.0,11.0,37.9,5.0,2.0,3.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.034482758620689655,0.034482758620689655,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.20689655172413793,0.0,0.0,0.0,0.0,0.0
Péter Gulácsi,hu HUN,GK,RB Leipzig,de Bundesliga,35.0,1990.0,23,23,2008,22.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,1.74,0.4,-0.45,32.0,1.43,83.0,52.0,63.9,12.0,4.0,7.0,9.0,39.1,2.0,2.0,0.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.044820717131474105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dean Henderson,eng ENG,GK,Crystal Palace,eng Premier League,28.0,1997.0,37,37,3330,37.0,0,0,0,0,0,0,5,0,0,0,2,5,0,0,1,0,0,,,,1.19,-0.27,-0.27,51.0,1.38,150.0,104.0,69.3,11.0,11.0,15.0,11.0,29.7,6.0,5.0,1.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.13513513513513514,0.0,0.0,0.0,0.05405405405405405,0.13513513513513514,0.0,0.0,0.027027027027027025,0.0,0.0
Mads Hermansen,dk DEN,GK,West Ham United,eng Premier League,25.0,2000.0,18,18,1620,18.0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,,,1.22,-0.39,0.21,28.0,1.56,81.0,53.0,66.7,6.0,4.0,8.0,7.0,38.9,1.0,1.0,0.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0
Sergio Herrera,es ESP,GK,Osasuna,es La Liga,32.0,1993.0,37,37,3284,36.5,0,0,0,0,0,0,3,1,0,0,3,5,0,0,0,0,0,,,,1.14,-0.11,1.21,47.0,1.29,152.0,113.0,74.3,11.0,9.0,17.0,7.0,18.9,8.0,8.0,0.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.08221680876979293,0.02740560292326431,0.0,0.0,0.08221680876979293,0.13702801461632155,0.0,0.0,0.0,0.0,0.0
Daniel Heuer Fernandes,pt POR,GK,Hamburger SV,de Bundesliga,32.0,1992.0,33,33,2970,33.0,0,0,0,0,0,0,3,0,1,0,0,4,0,0,0,0,0,0.0,0.0,,1.12,-0.42,-0.42,53.0,1.61,150.0,105.0,68.7,9.0,10.0,14.0,6.0,18.2,10.0,6.0,2.0,2.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.030303030303030304,0.0,0.0,0.12121212121212122,0.0,0.0,0.0,0.0,0.0
Lukáš Hrádecký,fi FIN,GK,Monaco,fr Ligue 1,35.0,1989.0,17,17,1439,16.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,,,1.35,-0.19,-0.69,27.0,1.69,70.0,45.0,64.3,7.0,2.0,8.0,2.0,11.8,3.0,2.0,0.0,1.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.06254343293954134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06254343293954134,0.0
Sam Johnstone,eng ENG,GK,Wolves,eng Premier League,32.0,1993.0,12,12,1080,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,0.17,-1.5,-0.62,24.0,2.0,62.0,39.0,62.9,0.0,2.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,GK,,False,Goalkeeper,True,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333334,0.08333333333333334
Luiz Lúcio Reis Júnior,br BRA,GK,Villarreal,es La Liga,24.0,2001.0,28,28,2520,28.0,0,0,0,0,0,0,3,0,0,0,2,4,0,0,1,0,0,,,,2.04,0.75,0.25,30.0,1.07,96.0,72.0,74.0,18.0,3.0,7.0,8.0,28.6,6.0,5.0,1.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.10714285714285715,0.0,0.0,0.0,0.07142857142857142,0.14285714285714285,0.0,0.0,0.03571428571428571,0.0,0.0
Caoimhín Kelleher,ie IRL,GK,Brentford,eng Premier League,26.0,1998.0,37,37,3330,37.0,0,0,0,0,0,0,1,0,0,0,3,6,0,0,1,0,0,,,,1.35,0.05,-0.95,49.0,1.32,146.0,105.0,69.9,13.0,11.0,13.0,10.0,27.0,8.0,5.0,3.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.027027027027027025,0.0,0.0,0.0,0.08108108108108109,0.16216216216216217,0.0,0.0,0.027027027027027025,0.0,0.0
Gregor Kobel,ch SUI,GK,Dortmund,de Bundesliga,27.0,1997.0,34,34,3060,34.0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,,,,2.15,1.06,,34.0,1.0,117.0,88.0,75.2,22.0,7.0,5.0,15.0,44.1,5.0,5.0,0.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.08823529411764705,0.0,0.0,0.0,0.0,0.14705882352941177,0.0,0.0,0.0,0.0,0.0
Hervé Koffi,bf BFA,GK,Angers,fr Ligue 1,28.0,1996.0,30,30,2658,29.5,0,0,0,0,0,0,1,0,0,0,1,11,0,0,0,2,0,,,,1.2,-0.37,1.42,36.0,1.22,152.0,120.0,78.3,9.0,9.0,12.0,10.0,33.3,6.0,3.0,2.0,1.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.03386004514672686,0.0,0.0,0.0,0.03386004514672686,0.3724604966139955,0.0,0.0,0.0,0.06772009029345372,0.0
Philipp Köhn,ch SUI,GK,Monaco,fr Ligue 1,27.0,1998.0,19,17,1621,18.0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,,,,1.79,0.5,0.69,27.0,1.5,73.0,48.0,65.8,9.0,4.0,4.0,5.0,29.4,2.0,2.0,0.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.05552128315854411,0.0,0.0,0.0,0.0,0.16656384947563233,0.0,0.0,0.05552128315854411,0.0,0.0
Senne Lammens,be BEL,GK,Manchester Utd,eng Premier League,23.0,2002.0,32,32,2880,32.0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,,,,2.0,0.72,1.39,39.0,1.22,114.0,78.0,69.3,18.0,10.0,4.0,8.0,25.0,4.0,4.0,0.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.03125,0.0
Nicola Leali,it ITA,GK,Genoa,it Serie A,32.0,1993.0,22,21,1847,20.5,0,0,0,0,0,0,2,1,0,0,2,2,0,0,1,0,0,,,,0.91,-0.29,-0.06,28.0,1.36,84.0,58.0,69.0,4.0,8.0,9.0,4.0,19.0,2.0,2.0,0.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.09745533297238766,0.04872766648619383,0.0,0.0,0.09745533297238766,0.09745533297238766,0.0,0.0,0.04872766648619383,0.0,0.0
Bernd Leno,de GER,GK,Fulham,eng Premier League,33.0,1992.0,38,38,3420,38.0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,1,1,1,,,,1.37,-0.11,,51.0,1.34,146.0,98.0,67.1,15.0,7.0,16.0,9.0,23.7,4.0,3.0,0.0,1.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.07894736842105263,0.0,0.0,0.0,0.0,0.15789473684210525,0.0,0.0,0.026315789473684213,0.026315789473684213,0.026315789473684213
Donovan Léon,gf GUF,GK,Auxerre,fr Ligue 1,32.0,1992.0,29,29,2460,27.3,0,0,0,0,0,0,1,2,0,0,3,7,0,0,0,2,0,,,,1.03,-0.4,-0.55,35.0,1.28,127.0,95.0,74.0,7.0,9.0,13.0,9.0,31.0,3.0,2.0,1.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.036585365853658534,0.07317073170731707,0.0,0.0,0.10975609756097561,0.25609756097560976,0.0,0.0,0.0,0.07317073170731707,0.0
Anthony Lopes,pt POR,GK,Nantes,fr Ligue 1,34.0,1990.0,32,32,2878,32.0,0,0,0,0,0,0,4,0,2,0,1,14,0,0,1,1,0,0.0,0.0,,0.59,-0.81,-2.3,50.0,1.56,143.0,98.0,68.5,4.0,7.0,20.0,7.0,21.9,5.0,5.0,0.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.1250868658790827,0.0,0.06254343293954134,0.0,0.03127171646977067,0.43780403057678946,0.0,0.0,0.03127171646977067,0.03127171646977067,0.0
Mike Maignan,fr FRA,GK,Milan,it Serie A,30.0,1995.0,37,37,3295,36.6,0,0,0,0,0,0,4,0,0,0,0,6,0,0,1,0,0,,,,1.81,0.38,-2.5,35.0,0.96,134.0,106.0,77.6,19.0,10.0,8.0,14.0,37.8,8.0,5.0,2.0,1.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.10925644916540213,0.0,0.0,0.0,0.0,0.1638846737481032,0.0,0.0,0.027314112291350532,0.0,0.0
Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,32.0,1992.0,32,32,2835,31.5,0,1,1,0,0,0,2,0,0,0,0,17,0,0,0,0,0,,,,1.69,0.22,0.22,39.0,1.24,133.0,95.0,70.7,16.0,6.0,10.0,8.0,25.0,1.0,0.0,1.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.03174603174603175,0.03174603174603175,0.0,0.0,0.0,0.0634920634920635,0.0,0.0,0.0,0.0,0.5396825396825397,0.0,0.0,0.0,0.0,0.0
Alex Meret,it ITA,GK,Napoli,it Serie A,28.0,1997.0,11,11,979,10.9,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,,,,2.45,0.74,0.22,12.0,1.1,31.0,21.0,67.7,9.0,0.0,2.0,4.0,36.4,2.0,2.0,0.0,0.0,GK,,False,Goalkeeper,True,True,False,0.0,0.09193054136874362,0.09193054136874362,0.0,0.0,0.0,0.09193054136874362,0.0,0.0,0.0,0.09193054136874362,0.09193054136874362,0.0,0.0,0.09193054136874362,0.0,0.0
Vanja Milinković-Savić,rs SRB,GK,Napoli,it Serie A,28.0,1997.0,27,27,2430,27.0,0,1,1,0,0,0,0,0,0,0,1,6,0,0,0,0,0,,,,1.81,0.52,-0.21,24.0,0.89,69.0,52.0,72.5,14.0,7.0,6.0,11.0,40.7,8.0,5.0,3.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.037037037037037035,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.2222222222222222,0.0,0.0,0.0,0.0,0.0
Lorenzo Montipò,it ITA,GK,Hellas Verona,it Serie A,29.0,1996.0,35,35,3150,35.0,0,1,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,,,,0.57,-0.86,1.14,54.0,1.54,137.0,87.0,62.0,3.0,11.0,21.0,5.0,14.3,5.0,2.0,3.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.02857142857142857,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22857142857142856,0.0,0.0,0.0,0.0,0.0
Arijanet Muric,xk KVX,GK,Sassuolo,it Serie A,26.0,1998.0,32,32,2880,32.0,0,0,0,0,0,0,4,0,0,0,1,3,0,0,0,0,0,,,,1.31,-0.09,0.07,43.0,1.34,155.0,118.0,75.5,12.0,6.0,14.0,6.0,18.8,6.0,5.0,1.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.03125,0.09375,0.0,0.0,0.0,0.0,0.0
Yvon Mvogo,ch SUI,GK,Lorient,fr Ligue 1,31.0,1994.0,31,31,2790,31.0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,,,,1.35,0.0,1.0,43.0,1.39,115.0,76.0,66.1,10.0,12.0,9.0,6.0,19.4,5.0,4.0,0.0,1.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12903225806451613,0.0,0.0,0.03225806451612903,0.03225806451612903,0.0
Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,39.0,1986.0,22,22,1859,20.7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,,,2.73,2.95,1.08,20.0,0.97,50.0,31.0,62.0,19.0,3.0,0.0,7.0,31.8,1.0,1.0,0.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09682625067240451,0.0,0.0,0.0,0.0,0.0
Moritz Nicolas,de GER,GK,Gladbach,de Bundesliga,27.0,1997.0,34,34,3060,34.0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,,,,1.12,-0.32,,53.0,1.56,184.0,136.0,73.9,9.0,11.0,14.0,13.0,38.2,5.0,5.0,0.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.08823529411764705,0.0,0.0,0.0,0.029411764705882353,0.0
Obed Nkambadio,fr FRA,GK,Paris FC,fr Ligue 1,22.0,2003.0,12,12,1080,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.0,-0.25,-0.25,21.0,1.75,44.0,26.0,56.8,3.0,3.0,6.0,1.0,8.3,4.0,2.0,1.0,1.0,GK,,False,Goalkeeper,True,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexander Nübel,de GER,GK,Stuttgart,de Bundesliga,28.0,1996.0,34,34,3060,34.0,0,1,1,0,0,0,0,0,0,0,1,7,0,0,1,0,0,,,,1.82,0.65,,49.0,1.44,147.0,107.0,72.8,18.0,8.0,8.0,11.0,32.4,10.0,9.0,1.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.029411764705882353,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.2058823529411765,0.0,0.0,0.029411764705882353,0.0,0.0
Jan Oblak,si SVN,GK,Atlético Madrid,es La Liga,32.0,1993.0,30,30,2700,30.0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,,,,1.9,0.67,0.92,31.0,1.03,104.0,75.0,72.1,17.0,6.0,7.0,11.0,36.7,3.0,2.0,0.0,1.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0
Maduka Okoye,ng NGA,GK,Udinese,it Serie A,25.0,1999.0,30,30,2616,29.1,0,0,0,0,0,0,1,1,0,0,2,4,0,0,0,0,0,,,,1.37,0.17,1.07,37.0,1.27,111.0,80.0,71.2,12.0,5.0,13.0,10.0,33.3,6.0,5.0,1.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.034403669724770644,0.034403669724770644,0.0,0.0,0.06880733944954129,0.13761467889908258,0.0,0.0,0.0,0.0,0.0
Berke Özer,tr TUR,GK,Lille,fr Ligue 1,25.0,2000.0,32,32,2834,31.5,0,1,1,0,0,0,5,0,0,0,0,13,0,0,0,2,0,,,,1.91,0.51,0.91,34.0,1.08,103.0,70.0,68.0,18.0,7.0,7.0,13.0,40.6,3.0,1.0,1.0,1.0,GK,,False,Goalkeeper,True,True,True,0.0,0.03175723359209598,0.03175723359209598,0.0,0.0,0.0,0.1587861679604799,0.0,0.0,0.0,0.0,0.41284403669724773,0.0,0.0,0.0,0.06351446718419196,0.0
Alberto Paleari,it ITA,GK,Torino,it Serie A,32.0,1992.0,29,29,2610,29.0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,1,0,0,,,,1.28,-0.34,0.66,45.0,1.55,125.0,82.0,65.6,10.0,7.0,12.0,9.0,31.0,2.0,2.0,0.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.24137931034482757,0.0,0.0,0.034482758620689655,0.0,0.0
Iñaki Peña,es ESP,GK,Elche,es La Liga,26.0,1999.0,16,16,1440,16.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,0.81,-0.44,-0.39,28.0,1.75,81.0,55.0,67.9,3.0,4.0,9.0,4.0,25.0,2.0,2.0,0.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0
Mike Penders,be BEL,GK,Strasbourg,fr Ligue 1,20.0,2005.0,33,33,2970,33.0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,,,,1.52,0.3,-0.7,47.0,1.42,149.0,107.0,71.1,14.0,8.0,11.0,8.0,24.2,5.0,4.0,1.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.030303030303030304,0.06060606060606061,0.0,0.0,0.0,0.0,0.0
Lucas Perri,br BRA,GK,Leeds United,eng Premier League,27.0,1997.0,16,16,1440,16.0,0,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,,,,1.13,-0.37,-0.33,29.0,1.81,63.0,38.0,60.3,4.0,6.0,6.0,3.0,18.8,4.0,4.0,0.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0625,0.1875,0.0,0.0,0.0,0.0,0.0
