Position_Group,Cluster,Player_Count,Gls_per90,Ast_per90,G-PK_per90,Sh_per90,SoT_per90,Crs_per90,Fld_per90,TklW_per90,Int_per90,Fls_per90,Off_per90,CrdY_per90
Defender,0,134,0.1005124100943749,0.05883314424167835,0.0986573515813835,0.8903563465095472,0.2905250160208819,0.7424519099582535,0.7984098303115965,1.0121224972211154,1.0623766285037504,1.050073169901646,0.06387624701233345,0.1701323251417769
Defender,1,395,0.0,0.0,0.0,0.4262036306235202,0.1060070671378091,0.3941605839416058,0.6793960923623446,0.9941520467836256,1.0773480662983426,0.9852890865549092,0.0387763894872899,0.1994828223125231
Forward,0,94,0.5072744622830736,0.11072593430798275,0.47097683649930294,3.0418593547438277,1.3201386860289643,0.4537346973950326,1.2177130243480914,0.40317460126399063,0.2000563277981389,1.2665232100222894,0.5082908163265306,0.1376984713336659
Forward,1,137,0.2697302697302697,0.09,0.232158211521926,2.1176470588235294,0.8241758241758242,0.8115070845856591,1.4642082429501084,0.5138662316476346,0.231859167024474,1.3612099644128113,0.4274084124830393,0.1388888888888889
Midfielder,0,268,0.2306108446832238,0.15087021459251582,0.2098174033414911,2.005401393678672,0.7185970264793606,2.646086355188659,1.386187584115218,0.7689023188596202,0.5075205901993831,1.0387961939300863,0.20337584429298616,0.13627895868163353
Midfielder,1,436,0.0601604278074866,0.0770547945205479,0.0576195950889316,0.8999772643305766,0.2530651238444275,1.4306496284002526,1.0581552783958976,1.1387618399781418,0.9011539346357331,1.2251774980020618,0.0477833853689227,0.2026646721768673
