Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Sh,SoT,Fls,Fld,Off,Crs,Int,TklW,OG,SoT%,G/Sh,G/SoT,PPM,+/-90,On-Off,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Primary_Position,Secondary_Position,Is_Multi_Position,Position_Group,Eligible_450,Eligible_900,Eligible_1350,Gls_per90,Ast_per90,G+A_per90,G-PK_per90,PK_per90,PKatt_per90,CrdY_per90,CrdR_per90,Sh_per90,SoT_per90,Fls_per90,Fld_per90,Off_per90,Crs_per90,Int_per90,TklW_per90,OG_per90,Gls_per90_z,Ast_per90_z,G-PK_per90_z,Sh_per90_z,SoT_per90_z,Crs_per90_z,Fld_per90_z,TklW_per90_z,Int_per90_z,Fls_per90_z,Off_per90_z,CrdY_per90_z
Brenden Aaronson,us USA,"MF,FW",Leeds United,eng Premier League,24.0,2000.0,37,30,2449,27.2,4,5,9,4,0,0,3,0,47,17,20,51,5,37,17,27,0,36.2,0.09,0.24,1.19,0.15,1.17,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,True,0.1469987750102082,0.1837484687627603,0.3307472437729686,0.1469987750102082,0.0,0.0,0.1102490812576561,0.0,1.7272356063699468,0.6247447937933851,0.7349938750510413,1.874234381380155,0.1837484687627603,1.3597386688444262,0.6247447937933851,0.9922417313189056,0.0,0.07317267740950209,0.5774066191460077,0.1745415330454329,0.4424129192975809,0.5142080691439658,-0.5419394771182304,0.9533564884513444,-0.12331907028741267,-0.40165413175497977,-0.9322243455783804,0.24722047492981347,-0.665809032204601
Himad Abdelli,dz ALG,MF,Angers,fr Ligue 1,25.0,1999.0,13,11,943,10.5,2,0,2,0,2,2,1,0,11,5,16,12,1,9,13,17,0,45.5,0.0,0.0,1.38,-0.1,0.67,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,False,0.1908801696712619,0.0,0.1908801696712619,0.0,0.1908801696712619,0.1908801696712619,0.0954400848356309,0.0,1.0498409331919407,0.4772004241781548,1.5270413573700956,1.1452810180275717,0.0954400848356309,0.8589607635206787,1.2407211028632026,1.6224814422057263,0.0,0.4037229982389867,-1.1563710848352395,-1.0585089693537577,-0.4507182824118244,0.05715922113535474,-0.8031264656749613,-0.15058041610057496,1.3795241902114357,1.1579653141544615,0.6656740091861478,-0.28649490572566394,-0.7890110169000925
Ali Abdi,tn TUN,"MF,DF",Nice,fr Ligue 1,31.0,1993.0,22,13,1187,13.2,3,0,3,3,0,0,4,1,16,4,22,18,1,33,10,11,0,25.0,0.19,0.75,0.68,0.15,1.35,,,,,,,,,,,,,,,MF,DF,True,Midfielder,True,True,False,0.227464195450716,0.0,0.227464195450716,0.227464195450716,0.0,0.0,0.3032855939342881,0.075821398483572,1.2131423757371524,0.3032855939342881,1.6680707666385846,1.3647851727042966,0.075821398483572,2.5021061499578767,0.7582139848357202,0.8340353833192923,0.0,0.6793036071061322,-1.1563710848352395,0.8494990426780141,-0.23540862705680224,-0.4815775196963149,0.05387659033439901,0.18183966621531336,-0.5005713121761366,-0.06371719698264883,0.9501906146600044,-0.40506569355697414,0.9401391902614499
Salis Abdul Samed,gh GHA,MF,Nice,fr Ligue 1,25.0,2000.0,18,12,911,10.1,0,0,0,0,0,0,3,0,1,0,19,10,0,2,11,7,0,0.0,0.0,,1.06,-0.2,0.68,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.2963776070252469,0.0,0.0987925356750823,0.0,1.8770581778265645,0.9879253567508234,0.0,0.1975850713501646,1.0867178924259056,0.6915477497255763,0.0,-1.0341415412128914,-1.1563710848352395,-1.0585089693537577,-1.7046563952892302,-1.421066648876647,-1.148075241382156,-0.38888197331494595,-0.8403413649857734,0.7680373279739597,1.3718075605607962,-0.8633126317738823,0.8826688747052549
Saud Abdulhamid,sa KSA,MF,Lens,fr Ligue 1,26.0,1999.0,25,14,1352,15.0,2,4,6,2,0,0,4,1,8,3,26,14,1,47,9,22,0,37.5,0.25,0.67,1.84,1.2,0.51,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.1331360946745562,0.2662721893491124,0.3994082840236686,0.1331360946745562,0.0,0.0,0.2662721893491124,0.0665680473372781,0.5325443786982248,0.1997041420118343,1.7307692307692308,0.9319526627218936,0.0665680473372781,3.1286982248520707,0.599112426035503,1.4644970414201184,0.0,-0.031252295130701165,1.3560677299872896,0.05825903374373439,-1.13276334660987,-0.8024422426245829,0.38068353480077927,-0.47364778371129834,1.002801194368292,-0.46655393165193326,1.0766802190297908,-0.46099080066184817,0.6322098225124883
Laurent Abergel,fr FRA,MF,Lorient,fr Ligue 1,32.0,1993.0,28,27,2318,25.8,1,0,1,1,0,0,7,0,22,5,24,27,1,9,28,23,0,22.7,0.05,0.2,1.39,-0.04,0.2,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.0388265746333045,0.0,0.0388265746333045,0.0388265746333045,0.0,0.0,0.271786022433132,0.0,0.8541846419327006,0.1941328731665228,0.9318377911993097,1.0483175150992234,0.0388265746333045,0.3494391716997411,1.087144089732528,0.8930112165660051,0.0,-0.7416682321742549,-1.1563710848352395,-0.7328251168542308,-0.7086871526341778,-0.8197003868312125,-1.0688738334353411,-0.2974232659434357,-0.3599400063474201,0.7691164370199006,-0.5351060202504774,-0.6286538243263115,0.6780816128669339
Matthis Abline,fr FRA,"FW,MF",Nantes,fr Ligue 1,22.0,2003.0,33,28,2584,28.7,6,4,10,6,0,1,6,0,84,22,32,42,5,62,9,13,0,26.2,0.07,0.27,0.61,-0.84,-1.02,,,,,,,,,,,,,,,FW,MF,True,Forward,True,True,True,0.2089783281733746,0.1393188854489164,0.348297213622291,0.2089783281733746,0.0,0.0348297213622291,0.2089783281733746,0.0,2.9256965944272446,0.7662538699690402,1.1145510835913313,1.4628482972136223,0.1741486068111455,2.1594427244582044,0.3134674922600619,0.4527863777089783,0.0,-0.8485204281603334,0.23695826027090855,-0.7180117740718743,0.5616736806915272,-0.6536086357049049,0.7035560197490489,0.05264910537216109,-0.13407444697711987,0.22510306856110376,-0.45449243519121796,-1.0477911385141219,0.6323821229184184
Abner,br BRA,"DF,MF",Lyon,fr Ligue 1,25.0,2000.0,26,25,2150,23.9,3,2,5,3,0,0,4,1,17,7,23,6,1,61,8,24,0,41.2,0.18,0.43,1.81,0.42,0.12,,,,,,,,,,,,,,,DF,MF,True,Defender,True,True,True,0.1255813953488372,0.0837209302325581,0.2093023255813953,0.1255813953488372,0.0,0.0,0.1674418604651162,0.041860465116279,0.7116279069767442,0.2930232558139535,0.9627906976744186,0.2511627906976744,0.041860465116279,2.5534883720930233,0.3348837209302325,1.0046511627906978,0.0,1.5242019258864767,0.5288943907183085,1.6371544923282393,0.4225999281931169,0.9713439795709355,0.9272270862927023,-1.1643037432183907,-0.11668554291229424,-2.0341526290930525,-0.21103985261634137,-0.2637880633775405,-0.31242173221034525
Abdel Abqar,ma MAR,DF,Getafe,es La Liga,26.0,1999.0,23,17,1437,16.0,0,2,2,0,0,0,10,1,7,1,30,36,1,2,20,17,0,14.3,0.0,0.0,1.17,0.06,0.38,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.1252609603340292,0.1252609603340292,0.0,0.0,0.0,0.6263048016701461,0.0626304801670146,0.4384133611691023,0.0626304801670146,1.8789144050104385,2.2546972860125263,0.0626304801670146,0.1252609603340292,1.2526096033402925,1.0647181628392484,0.0,-0.809444991619996,1.1903519917122196,-0.8221765122714052,-0.41221029630382755,-0.7552810394646422,-0.7082030562506698,3.328243112867714,0.03729124430345555,0.458119505781664,2.160321451402074,0.00622817753520523,3.7139717417247984
Francesco Acerbi,it ITA,DF,Inter,it Serie A,37.0,1988.0,18,15,1378,15.3,0,1,1,0,0,0,3,0,3,1,17,13,3,3,18,9,0,33.3,0.0,0.0,2.11,1.04,-0.63,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.0653120464441219,0.0653120464441219,0.0,0.0,0.0,0.1959361393323657,0.0,0.1959361393323657,0.0653120464441219,1.1103047895500726,0.8490566037735848,0.1959361393323657,0.1959361393323657,1.1756168359941943,0.5878084179970973,0.0,-0.809444991619996,0.2357627757933718,-0.8221765122714052,-1.1531022696742281,-0.7351846652998949,-0.6606027707486627,0.17635995710158003,-1.1852274472130748,0.24902991560942872,0.1707963628097907,1.7392405461973557,-0.062392435500768534
Ragnar Ache,de GER,FW,Köln,de Bundesliga,27.0,1998.0,29,18,1718,19.1,7,4,11,7,0,0,3,0,52,22,18,29,10,1,4,8,0,42.3,0.13,0.32,1.03,-0.58,-0.38,,,,,,,,,,,,,,,FW,,False,Forward,True,True,True,0.3667054714784633,0.209545983701979,0.5762514551804423,0.3667054714784633,0.0,0.0,0.1571594877764842,0.0,2.724097788125728,1.1525029103608846,0.9429569266589056,1.519208381839348,0.5238649592549477,0.0523864959254947,0.209545983701979,0.4190919674039581,0.0,-0.036466956115755525,0.9478849640712111,0.20713044892133237,0.2982651359285726,0.34031221067440054,-0.7551463861597966,0.13763615919107117,-0.23680569544517094,-0.28555128516767375,-0.7541186805271093,0.036731062016892205,0.11584070233390624
Akor Adams,ng NGA,FW,Sevilla,es La Liga,25.0,2000.0,32,21,2064,22.9,10,3,13,7,3,3,3,0,61,30,36,12,41,17,1,4,0,49.2,0.11,0.23,1.13,-0.35,0.05,,,,,,,,,,,,,,,FW,,False,Forward,True,True,True,0.436046511627907,0.1308139534883721,0.5668604651162791,0.3052325581395348,0.1308139534883721,0.1308139534883721,0.1308139534883721,0.0,2.6598837209302326,1.3081395348837208,1.569767441860465,0.5232558139534884,1.787790697674419,0.741279069767442,0.0436046511627907,0.1744186046511628,0.0,0.32053331174316013,0.1508606797761609,-0.15343645483752255,0.2143631808347607,0.7408063722040297,-0.2782301837024184,-1.3641904446916644,-0.9827929317532067,-1.1009615414317078,0.34037593726374393,3.9563519592374368,-0.14677728762898823
Che Adams,sct SCO,FW,Torino,it Serie A,29.0,1996.0,33,19,1893,21.0,6,2,8,6,0,0,0,0,53,18,18,15,9,14,1,9,0,34.0,0.11,0.33,1.18,-0.19,0.69,,,,,,,,,,,,,,,FW,,False,Forward,True,True,True,0.2852614896988906,0.0950871632329635,0.3803486529318542,0.2852614896988906,0.0,0.0,0.0,0.0,2.519809825673534,0.8557844690966719,0.8557844690966719,0.7131537242472267,0.4278922345483359,0.6656101426307449,0.0475435816164817,0.4278922345483359,0.0,-0.4557788563719468,-0.21081066740262933,-0.270575954517607,0.03134294581580008,-0.42322274588753056,-0.3306153287081145,-1.077837717767868,-0.20997446669208586,-1.0816062413295353,-0.9063333982249865,-0.2608945704776528,-1.4507590990632495
Tyler Adams,us USA,MF,Bournemouth,eng Premier League,26.0,1999.0,25,21,1773,19.7,2,2,4,2,0,0,8,0,10,6,36,13,1,3,30,24,0,60.0,0.2,0.33,1.52,-0.15,-0.53,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.1015228426395939,0.1015228426395939,0.2030456852791878,0.1015228426395939,0.0,0.0,0.4060913705583757,0.0,0.5076142131979695,0.3045685279187817,1.8274111675126905,0.6598984771573604,0.0507614213197969,0.1522842639593908,1.5228426395939083,1.2182741116751268,0.0,-0.26938899710509606,-0.198441790520502,-0.2069182529477739,-1.1656332665453142,-0.477603369403674,-1.1717024448505986,-0.8856503487330596,0.41566829214786477,1.8722821284805,1.2716483177496936,-0.5565223804126473,1.7954217061928597
Karim Adeyemi,de GER,"MF,FW",Dortmund,de Bundesliga,23.0,2002.0,28,15,1195,13.3,7,4,11,7,0,0,5,0,31,14,21,25,5,11,8,4,0,45.2,0.23,0.5,2.29,0.98,-0.13,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,False,0.5271966527196653,0.301255230125523,0.8284518828451883,0.5271966527196653,0.0,0.0,0.3765690376569037,0.0,2.3347280334728033,1.0543933054393306,1.5815899581589958,1.8828451882845187,0.3765690376569037,0.8284518828451883,0.602510460251046,0.301255230125523,0.0,2.9371320257000164,1.6861538336920072,3.3637054161335502,1.2433794207054842,1.8451321688469429,-0.8190387545023137,0.9663968117389397,-1.7710165867656145,-0.4579502886832133,0.7757218553078018,1.4125832496632311,1.5498135702564644
Amine Adli,ma MAR,MF,Bournemouth,eng Premier League,25.0,2000.0,31,10,1093,12.1,3,1,4,3,0,0,2,0,20,9,29,23,5,39,6,17,0,45.0,0.15,0.33,1.48,0.08,-0.03,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,False,0.2470265324794144,0.0823421774931381,0.3293687099725526,0.2470265324794144,0.0,0.0,0.1646843549862763,0.0,1.6468435498627632,0.7410795974382433,2.3879231473010063,1.8938700823421777,0.4117108874656908,3.211344922232388,0.4940530649588289,1.3998170173833486,0.0,0.8266630251683359,-0.37942294264858406,1.0135912230357331,0.3364176157040383,0.8745789062545255,0.42378895493501884,0.9830930615004461,0.8485679137078498,-0.7325586790706048,2.402440587560576,1.6249724353051216,-0.21294014293713992
Michel Aebischer,ch SUI,MF,Pisa,it Serie A,28.0,1997.0,35,33,2892,32.1,1,2,3,1,0,0,8,0,19,5,44,38,0,43,35,37,0,26.3,0.05,0.2,0.51,-0.81,2.43,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.0311203319502074,0.0622406639004149,0.0933609958506224,0.0311203319502074,0.0,0.0,0.2489626556016597,0.0,0.5912863070539419,0.1556016597510373,1.3692946058091289,1.1825726141078838,0.0,1.338174273858921,1.0892116182572615,1.1514522821576765,0.0,-0.7997179138437491,-0.5690928556443582,-0.7974663794181065,-1.0553132999230064,-0.93905869748615,-0.5531866574080051,-0.0941055149445346,0.2563277516998554,0.7743513099276207,0.347431378011189,-0.8633126317738823,0.488204864238069
David Affengruber,at AUT,DF,Elche,es La Liga,24.0,2001.0,36,33,2949,32.8,1,1,2,1,0,0,7,1,14,4,34,35,2,8,50,50,0,28.6,0.07,0.25,1.14,-0.12,0.64,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0305188199389623,0.0305188199389623,0.0610376398779247,0.0305188199389623,0.0,0.0,0.2136317395727365,0.0305188199389623,0.4272634791454731,0.1220752797558494,1.0376398779247202,1.0681586978636826,0.0610376398779247,0.2441505595116989,1.525940996948118,1.525940996948118,0.0,-0.24232157434420676,-0.31826292131669376,-0.22450931888503403,-0.44627889059387577,-0.30978582836946,-0.6281299818802538,0.6676549291962159,1.2195978374282128,1.2004067496439594,-0.01729478493416368,-0.014479209829889272,0.09288148820744042
Emmanuel Agbadou,ci CIV,DF,Wolves,eng Premier League,28.0,1997.0,14,12,1101,12.2,0,0,0,0,0,0,1,1,10,3,10,5,1,13,14,21,0,30.0,0.0,0.0,0.14,-1.72,-0.94,,,,,,,,,,,,,,,DF,,False,Defender,True,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0817438692098092,0.0817438692098092,0.8174386920980927,0.2452316076294277,0.8174386920980927,0.4087193460490463,0.0817438692098092,1.0626702997275204,1.1444141689373295,1.7166212534059946,0.0,-0.809444991619996,-0.8042256269931214,-0.8221765122714052,0.7459060136002296,0.6131805986895748,-0.07685053872215698,-0.8110129917714946,1.708390906020416,0.1642926981786904,-0.58727956645091,0.25470779817252776,-1.0643975440149893
Lucien Agoume,fr FRA,MF,Sevilla,es La Liga,23.0,2002.0,34,31,2686,29.8,1,3,4,1,0,0,12,0,15,2,58,16,8,18,49,40,0,13.3,0.07,0.5,1.18,-0.3,0.31,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.0335070737155621,0.1005212211466865,0.1340282948622487,0.0335070737155621,0.0,0.0,0.402084884586746,0.0,0.5026061057334327,0.0670141474311243,1.943410275502606,0.5361131794489948,0.2680565897244974,0.6031273268801192,1.6418466120625466,1.340282948622487,0.0,-0.7817390354974932,-0.20789269383373382,-0.7774459871892367,-1.1722363551363522,-1.213476627220457,-0.9365595987623094,-1.073112490004661,0.706605462815251,2.1735938946470186,1.5056681056398515,0.7567591944762153,1.7620901414269121
Marc Aguado,es ESP,MF,Elche,es La Liga,25.0,2000.0,35,30,2500,27.8,1,2,3,1,0,0,3,0,3,2,25,23,0,2,42,26,0,66.7,0.33,0.5,1.03,-0.22,-0.02,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.036,0.072,0.1079999999999999,0.036,0.0,0.0,0.1079999999999999,0.0,0.1079999999999999,0.072,0.9,0.828,0.0,0.072,1.512,0.936,0.0,-0.7629602890722671,-0.4770076293072276,-0.7565349013161957,-1.692516539452116,-1.198031929609236,-1.213575708245657,-0.6310751123641887,-0.257430750988191,1.844829138314071,-0.5993364550569357,-0.8633126317738823,-0.6845200418360546
Nayef Aguerd,ma MAR,DF,Marseille,fr Ligue 1,29.0,1996.0,16,16,1396,15.5,1,0,1,1,0,0,4,0,10,2,21,6,0,2,21,16,0,20.0,0.1,0.5,1.94,1.03,0.92,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0644699140401146,0.0,0.0644699140401146,0.0644699140401146,0.0,0.0,0.2578796561604584,0.0,0.6446991404011462,0.1289398280802292,1.3538681948424067,0.3868194842406877,0.0,0.1289398280802292,1.3538681948424067,1.0315186246418335,0.0,0.3885829149317986,-0.8042256269931214,0.44037402733920483,0.21809830297724683,-0.2583410690970771,-0.7057253100670009,-0.8601192864451984,-0.047813026336873406,0.73310789921636,0.8012536141178274,-0.807986293660309,0.4811445327587422
Ruben Aguilar,fr FRA,MF,Lens,fr Ligue 1,32.0,1993.0,26,20,1720,19.1,2,2,4,2,0,0,6,1,13,3,26,12,5,86,24,24,0,23.1,0.15,0.67,2.08,0.47,-1.01,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.1046511627906976,0.1046511627906976,0.2093023255813953,0.1046511627906976,0.0,0.0,0.313953488372093,0.0523255813953488,0.6802325581395349,0.1569767441860465,1.3604651162790695,0.627906976744186,0.2616279069767442,4.5,1.255813953488372,1.255813953488372,0.0,-0.24582394778084468,-0.16892420180033918,-0.18067737622131097,-0.9380394634652657,-0.9347990923343268,1.095903150613974,-0.934098712803518,0.5051842291710079,1.1961796139296705,0.32961852321593926,0.7179057277129499,1.028889685555298
Honest Ahanor,it ITA,DF,Atalanta,it Serie A,17.0,2008.0,22,15,1377,15.3,0,0,0,0,0,0,2,1,13,4,24,28,0,2,24,20,0,30.8,0.0,0.0,1.64,0.13,-0.44,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.130718954248366,0.065359477124183,0.8496732026143791,0.261437908496732,1.5686274509803924,1.830065359477124,0.0,0.130718954248366,1.5686274509803924,1.30718954248366,0.0,-0.809444991619996,-0.8042256269931214,-0.8221765122714052,0.8443989356410495,0.7346349475289948,-0.7045270546858663,2.3760863963193324,0.6588465741724346,1.3163305368666374,1.3571521086195153,-0.807986293660309,-0.6346549235566646
Lucas Ahijado,es ESP,DF,Oviedo,es La Liga,30.0,1995.0,20,11,1098,12.2,0,1,1,0,0,0,3,0,10,2,14,3,2,16,17,29,0,20.0,0.0,0.0,0.5,-1.31,-0.61,,,,,,,,,,,,,,,DF,,False,Defender,True,True,False,0.0,0.081967213114754,0.081967213114754,0.0,0.0,0.0,0.2459016393442623,0.0,0.819672131147541,0.1639344262295081,1.1475409836065575,0.2459016393442623,0.1639344262295081,1.3114754098360657,1.3934426229508197,2.377049180327869,0.0,-0.809444991619996,0.5009692901651537,-0.8221765122714052,0.7527303126094883,0.003917799593469422,0.09072164777069676,-1.1761008792434686,3.401343280748543,0.8405803442226893,0.2671812385502475,1.3232089615454352,0.3760407982693886
Ola Aina,ng NGA,DF,Nottingham Forest,eng Premier League,28.0,1996.0,18,18,1588,17.6,0,0,0,0,0,0,3,0,12,1,13,15,0,39,26,21,0,8.3,0.0,0.0,1.39,0.45,0.99,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.1700251889168765,0.0,0.6801007556675063,0.0566750629722921,0.7367758186397985,0.850125944584383,0.0,2.2103274559193955,1.473551637279597,1.190176322418136,0.0,-0.809444991619996,-0.8042256269931214,-0.8221765122714052,0.32626835044196684,-0.7999125271418435,0.6961055268640454,0.17875775145394568,0.3588928612702431,1.0581327397588995,-0.7960732209085107,-0.807986293660309,-0.2897537503683531
Abdelhamid Ait Boudlal,ma MAR,DF,Rennes,fr Ligue 1,19.0,2006.0,20,17,1403,15.6,2,1,3,2,0,0,3,1,13,4,14,10,1,2,18,11,0,30.8,0.15,0.5,1.85,0.32,0.1,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.1282965074839629,0.0641482537419814,0.1924447612259444,0.1282965074839629,0.0,0.0,0.1924447612259444,0.0641482537419814,0.8339272986457591,0.2565930149679258,0.8980755523877406,0.6414825374198148,0.0641482537419814,0.1282965074839629,1.1546685673556665,0.7056307911617962,0.0,1.5746561595507884,0.2172312646959636,1.6903260583578346,0.7962871428077146,0.6983260209235027,-0.7061585915172299,-0.28908559493823743,-0.8831995372563285,0.19214061216669898,-0.37855324637296656,0.02595967576802521,-0.09302829810893133
Rayan Aït-Nouri,dz ALG,DF,Manchester City,eng Premier League,24.0,2001.0,17,12,974,10.8,0,2,2,0,0,0,2,0,10,2,17,10,0,22,13,21,0,20.0,0.0,0.0,1.94,1.29,0.26,,,,,,,,,,,,,,,DF,,False,Defender,True,True,False,0.0,0.1848049281314168,0.1848049281314168,0.0,0.0,0.0,0.1848049281314168,0.0,0.924024640657084,0.1848049281314168,1.570841889117043,0.924024640657084,0.0,2.0328542094455853,1.2012320328542094,1.9404517453798769,0.0,-0.809444991619996,2.1384930979345738,-0.8221765122714052,1.071580619912726,0.16032691720784786,0.5765759081089196,0.34446158909019436,2.2821618619063795,0.31859321614084046,1.3628841215183694,-0.807986293660309,-0.1600656884742931
Tosin Aiyegun,bj BEN,"FW,MF",Lorient,fr Ligue 1,27.0,1998.0,27,11,1073,11.9,5,0,5,5,0,1,1,0,30,12,11,13,3,6,1,5,0,40.0,0.17,0.42,1.04,-0.25,-0.25,,,,,,,,,,,,,,,FW,MF,True,Forward,True,True,False,0.4193849021435228,0.0,0.4193849021435228,0.4193849021435228,0.0,0.0838769804287045,0.0838769804287045,0.0,2.516309412861137,1.0065237651444547,0.9226467847157503,1.0904007455731597,0.2516309412861137,0.5032618825722274,0.0838769804287045,0.4193849021435228,0.0,0.23475151446890166,-1.1734021059287691,0.5161195332999203,0.026769314344966533,-0.03533070463238682,-0.4430080566930659,-0.5089756744022306,-0.2359125635801903,-0.9030694923286714,-0.7895828926043486,-0.8075069444812565,-0.6146551976030714
Kristoffer Ajer,no NOR,DF,Brentford,eng Premier League,27.0,1998.0,27,20,1810,20.1,0,1,1,0,0,0,4,0,10,3,23,5,0,7,15,23,0,30.0,0.0,0.0,1.37,-0.15,-0.48,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.0497237569060773,0.0497237569060773,0.0,0.0,0.0,0.1988950276243094,0.0,0.4972375690607734,0.149171270718232,1.143646408839779,0.2486187845303867,0.0,0.3480662983425414,0.7458563535911602,1.143646408839779,0.0,-0.809444991619996,-0.012455450728046017,-0.8221765122714052,-0.2324722444708371,-0.10672123235579899,-0.5581419194995907,-1.170008195492828,0.23961727573357566,-0.9180724790082441,0.2571002376727562,-0.807986293660309,-0.03642902150725976
Ludovic Ajorque,fr FRA,FW,Brest,fr Ligue 1,31.0,1994.0,32,32,2820,31.3,8,9,17,8,0,0,9,1,55,17,65,55,14,9,11,20,0,30.9,0.15,0.47,1.22,-0.26,1.24,,,,,,,,,,,,,,,FW,,False,Forward,True,True,True,0.2553191489361702,0.2872340425531914,0.5425531914893617,0.2553191489361702,0.0,0.0,0.2872340425531914,0.0319148936170212,1.75531914893617,0.5425531914893617,2.074468085106383,1.75531914893617,0.4468085106382979,0.2872340425531914,0.351063829787234,0.6382978723404256,0.0,-0.6099361007625167,1.734340861831842,-0.44620155144648743,-0.9675388448980583,-1.2292495938405816,-0.5925628363481391,0.4936746322298855,0.4315335359536061,0.40984570469957626,1.2216504599966775,-0.20223239689732395,1.4124520273200634
Manuel Akanji,ch SUI,DF,Inter,it Serie A,30.0,1995.0,33,31,2821,31.3,2,0,2,2,0,0,4,0,23,6,26,18,2,3,37,24,0,26.1,0.09,0.33,2.39,1.5,0.45,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0638071605813541,0.0,0.0638071605813541,0.0638071605813541,0.0,0.0,0.1276143211627082,0.0,0.7337823466855725,0.1914214817440624,0.8294930875576036,0.5742644452321871,0.0638071605813541,0.0957107408720312,1.1804324707550515,0.7656859269762496,0.0,0.37626713709060666,-0.8042256269931214,0.4273949540854976,0.49029307656579674,0.20991313784911958,-0.7281053600435073,-0.43980944293576185,-0.7292531630235407,0.2621077556881025,-0.5560770916026798,0.021525365402401943,-0.661897207194188
Ebenezer Akinsanmiro,ng NGA,MF,Pisa,it Serie A,20.0,2004.0,24,16,1444,16.0,0,1,1,0,0,0,2,0,13,3,30,28,1,9,27,25,0,23.1,0.0,0.0,0.5,-1.18,0.0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.0,0.0623268698060941,0.0623268698060941,0.0,0.0,0.0,0.1246537396121883,0.0,0.8102493074792244,0.1869806094182825,1.8698060941828256,1.745152354570637,0.0623268698060941,0.5609418282548477,1.6828254847645427,1.558171745152355,0.0,-1.0341415412128914,-0.5682794508947867,-1.0585089693537577,-0.7666150041684138,-0.8418559859592022,-0.9585619739261568,0.757872908467555,1.226173975790025,2.2773502336432263,1.3571770077446748,-0.4866234935027815,-0.5459708981701162
Maghnes Akliouche,fr FRA,"MF,FW",Monaco,fr Ligue 1,23.0,2002.0,31,28,2400,26.7,6,6,12,6,0,0,3,0,48,19,29,36,9,53,18,26,0,39.6,0.13,0.32,1.55,0.37,0.92,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,True,0.225,0.225,0.45,0.225,0.0,0.0,0.1125,0.0,1.8,0.7125,1.0875,1.35,0.3374999999999999,1.9875,0.6749999999999999,0.975,0.0,0.6607412846660102,0.9666397136897978,0.8288289558810041,0.538351303370743,0.7860477605404396,-0.21452269240427876,0.159448799242179,-0.16443298181083688,-0.27441060679476653,-0.22106880291930667,1.1764590519641305,-0.647082735800572
Clément Akpa,ci CIV,DF,Auxerre,fr Ligue 1,23.0,2001.0,26,21,1944,21.6,0,0,0,0,0,0,4,1,6,0,12,30,1,30,23,19,2,0.0,0.0,,1.0,-0.6,-0.84,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.1851851851851852,0.0462962962962963,0.2777777777777778,0.0,0.5555555555555556,1.3888888888888888,0.0462962962962963,1.3888888888888888,1.0648148148148149,0.8796296296296297,0.0925925925925926,-0.809444991619996,-0.8042256269931214,-0.8221765122714052,-0.9030341908980898,-1.2246505919904345,0.1428602310306664,1.3868316714542783,-0.4371679041650451,-0.05187561093839526,-1.265156943926268,-0.20612096695868642,-0.1567290395924066
