Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Sh,SoT,Fls,Fld,Off,Crs,Int,TklW,OG,SoT%,G/Sh,G/SoT,PPM,+/-90,On-Off,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Primary_Position,Secondary_Position,Is_Multi_Position,Position_Group,Eligible_450,Eligible_900,Eligible_1350,Gls_per90,Ast_per90,G+A_per90,G-PK_per90,PK_per90,PKatt_per90,CrdY_per90,CrdR_per90,Sh_per90,SoT_per90,Fls_per90,Fld_per90,Off_per90,Crs_per90,Int_per90,TklW_per90,OG_per90,Gls_per90_z,Ast_per90_z,G-PK_per90_z,Sh_per90_z,SoT_per90_z,Crs_per90_z,Fld_per90_z,TklW_per90_z,Int_per90_z,Fls_per90_z,Off_per90_z,CrdY_per90_z
Ruben Loftus-Cheek,eng ENG,"MF,FW",Milan,it Serie A,29.0,1996.0,28,12,1133,12.6,3,1,4,3,0,0,2,0,29,6,23,19,1,10,5,8,0,20.7,0.1,0.5,1.86,0.64,0.24,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,False,0.2383053839364519,0.0794351279788173,0.3177405119152692,0.2383053839364519,0.0,0.0,0.1588702559576346,0.0,2.3036187113857016,0.4766107678729038,1.827007943512798,1.5092674315975283,0.0794351279788173,0.7943512797881729,0.3971756398940864,0.6354810238305384,0.0,0.7609682478909762,-0.40685270936302864,0.9404367590502265,1.2023624075517405,0.05533264018388373,-0.8368243511225805,0.4006455674758525,-0.9740357350708178,-0.9778471971124273,1.270834842572494,-0.38322515104707716,-0.2613099661939969
Sean Longstaff,eng ENG,MF,Leeds United,eng Premier League,27.0,1997.0,23,10,1011,11.2,2,2,4,2,0,0,2,0,16,4,13,17,1,54,12,24,0,25.0,0.13,0.5,1.35,-0.71,-0.75,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,False,0.1780415430267062,0.1780415430267062,0.3560830860534124,0.1780415430267062,0.0,0.0,0.1780415430267062,0.0,1.4243323442136495,0.3560830860534124,1.1572700296735905,1.513353115727003,0.0890207715133531,4.807121661721068,1.0682492581602374,2.136498516320475,0.0,0.3070120302046368,0.523558330417015,0.43493350363121663,0.043041082991064517,-0.31802649424058965,1.2560862998557638,0.4068329831839376,2.605227811025344,0.7212757225095835,-0.08031282791023023,-0.32529174585551424,-0.10181633483868409
Diego López,es ESP,"MF,FW",Valencia,es La Liga,23.0,2002.0,34,20,1762,19.6,4,1,5,4,0,0,2,0,28,8,20,33,3,41,14,16,0,28.6,0.14,0.5,1.35,-0.77,-1.09,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,True,0.2043132803632236,0.0510783200908059,0.2553916004540295,0.2043132803632236,0.0,0.0,0.1021566401816118,0.0,1.4301929625425651,0.4086265607264472,1.021566401816118,1.6855845629965946,0.1532349602724177,2.094211123723042,0.7150964812712826,0.8172531214528944,0.0,0.5049121031720363,-0.6744163065094648,0.6553052646846185,0.050768189946759586,-0.15526233975399753,-0.15886616931405292,0.6676626333701127,-0.5405895920562694,-0.17288843624624292,-0.3540850556233221,0.06280391021840524,-0.733133297346373
Fer López,es ESP,"MF,FW",Celta Vigo,es La Liga,21.0,2004.0,17,13,1170,13.0,1,1,2,1,0,0,3,0,13,5,24,18,1,18,6,11,0,38.5,0.08,0.2,1.29,-0.15,-0.43,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,False,0.0769230769230769,0.0769230769230769,0.1538461538461538,0.0769230769230769,0.0,0.0,0.2307692307692307,0.0,1.0,0.3846153846153846,1.8461538461538465,1.3846153846153846,0.0769230769230769,1.3846153846153846,0.4615384615384615,0.8461538461538461,0.0,-0.45469442125429266,-0.43055542721984236,-0.4132652342307624,-0.5164325466637056,-0.2296418664652644,-0.5289647144373613,0.21187080929565144,-0.4716741324460805,-0.8148839357789612,1.3094603126529478,-0.3984074047110874,0.33684646128580725
Fermin López,es ESP,MF,Barcelona,es La Liga,22.0,2003.0,30,19,1797,20.0,6,9,15,6,0,0,3,0,68,25,34,20,5,36,7,22,0,36.8,0.09,0.24,2.63,1.8,0.53,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.3005008347245409,0.4507512520868113,0.7512520868113522,0.3005008347245409,0.0,0.0,0.1502504173622704,0.0,3.40567612687813,1.2520868113522536,1.702838063439065,1.001669449081803,0.2504173622704507,1.8030050083472453,0.350584307178631,1.1018363939899831,0.0,1.2294749207288804,3.0967390290713457,1.4621426837143716,2.6554028621418873,2.4575282187397067,-0.3107483660238635,-0.36806773264259907,0.13801577951143043,-1.0958139881138402,1.0203311145634169,0.6501517968946489,-0.3330218629653539
Javi López,es ESP,DF,Oviedo,es La Liga,23.0,2002.0,25,20,1711,19.0,0,1,1,0,0,0,3,1,7,1,38,26,2,60,20,23,0,14.3,0.0,0.0,0.84,-0.58,0.63,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.0526008182349503,0.0526008182349503,0.0,0.0,0.0,0.1578024547048509,0.0526008182349503,0.3682057276446522,0.0526008182349503,1.9988310929281123,1.3676212741087084,0.1052016364699006,3.1560490940970194,1.0520163646990064,1.2098188194038575,0.0,-0.809444991619996,0.03335708431008572,-0.8221765122714052,-0.6267305376426986,-0.8304460057954822,1.3330564425984124,1.3391430710630305,0.4092447779018681,-0.08663241708779534,2.4707225371472807,0.5596656000953355,-0.39700481129670556
Maxime Lopez,fr FRA,MF,Paris FC,fr Ligue 1,27.0,1997.0,26,22,1960,21.8,0,3,3,0,0,0,11,0,13,6,27,8,5,83,11,17,0,46.2,0.0,0.0,1.19,-0.32,-0.65,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.0,0.1377551020408163,0.1377551020408163,0.0,0.0,0.0,0.5051020408163265,0.0,0.596938775510204,0.2755102040816326,1.239795918367347,0.3673469387755102,0.2295918367346938,3.811224489795918,0.5051020408163265,0.7806122448979592,0.0,-1.0341415412128914,0.14343144487396686,-1.0585089693537577,-1.0478606343723884,-0.5676174680064525,0.7366636566400392,-1.3286943841125243,-0.6279618941155464,-0.7045832563944316,0.08617716759248234,0.5242871530819087,2.6191312091317656
Unai López,es ESP,MF,Rayo Vallecano,es La Liga,29.0,1995.0,28,19,1612,17.9,0,4,4,0,0,0,8,1,22,4,37,14,1,62,21,16,0,18.2,0.0,0.0,1.46,0.39,0.89,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.0,0.2233250620347394,0.2233250620347394,0.0,0.0,0.0,0.4466501240694789,0.0558312655086848,1.228287841191067,0.2233250620347394,2.06575682382134,0.7816377171215881,0.0558312655086848,3.4615384615384617,1.1724565756823822,0.8933002481389578,0.0,-1.0341415412128914,0.9508356630804297,-1.0585089693537577,-0.21543963660424767,-0.7292716139281024,0.5542805289301956,-0.7012867851841945,-0.3592507937446914,0.9851231406984792,1.752493394064761,-0.5258814185831443,2.132846254551269
Iker Losada,es ESP,MF,Levante,es La Liga,23.0,2001.0,23,10,902,10.0,3,1,4,3,0,0,1,0,14,4,6,7,3,22,10,12,0,28.6,0.21,0.75,1.0,-0.2,0.23,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,False,0.2993348115299334,0.0997782705099778,0.3991130820399113,0.2993348115299334,0.0,0.0,0.0997782705099778,0.0,1.3968957871396896,0.3991130820399113,0.5986696230598669,0.6984478935698448,0.2993348115299334,2.1951219512195124,0.9977827050997784,1.197339246119734,0.0,1.2206914865639173,-0.21490288149819442,1.4523618846170998,0.006866536363362929,-0.1847322848666091,-0.1062348633670951,-0.8272705873297265,0.36574788715608636,0.542858135954571,-1.2072486374723541,0.9457975090137123,-0.7529199091824775
Tom Louchet,fr FRA,MF,Nice,fr Ligue 1,22.0,2003.0,27,14,1367,15.2,3,2,5,3,0,0,1,1,21,6,16,13,0,51,9,17,0,28.6,0.14,0.5,1.07,-0.86,-0.32,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.1975128017556693,0.1316752011704462,0.3291880029261155,0.1975128017556693,0.0,0.0,0.0658376005852231,0.0658376005852231,1.3825896122896857,0.3950256035113387,1.05340160936357,0.8558888076079005,0.0,3.357717629846379,0.592538405267008,1.119239209948793,0.0,0.45368537250669994,0.08606391064393347,0.5982617038589076,-0.011995866371078544,-0.1973940852295502,0.5001314738484232,-0.5888399221721676,0.1795138067312604,-0.483199004648069,-0.28985983314711483,-0.8633126317738823,-1.035285964076325
Pol Lozano,es ESP,MF,Espanyol,es La Liga,25.0,1999.0,33,28,2157,24.0,2,1,3,2,0,0,12,1,17,5,64,29,0,29,23,19,0,29.4,0.12,0.4,1.33,-0.25,0.18,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.0834492350486787,0.0417246175243393,0.125173852573018,0.0834492350486787,0.0,0.0,0.5006954102920723,0.0417246175243393,0.7093184979137692,0.2086230876216968,2.6703755215577187,1.2100139082058414,0.0,1.2100139082058414,0.9596662030598052,0.7927677329624477,0.0,-0.4055340953607259,-0.7626741356419091,-0.3585227198461967,-0.8996902390440945,-0.7748139852599026,-0.6200303012696825,-0.052548045308790994,-0.5989764255704338,0.4463491681318311,2.9722677686314323,-0.8633126317738823,2.5824706812380325
Lucas,br BRA,"MF,DF",Burnley,eng Premier League,24.0,2001.0,20,15,1409,15.7,0,0,0,0,0,0,1,1,16,4,15,4,5,56,19,22,0,25.0,0.0,0.0,0.45,-0.83,0.24,,,,,,,,,,,,,,,MF,DF,True,Midfielder,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.063875088715401,0.063875088715401,1.022001419446416,0.255500354861604,0.9581263307310148,0.255500354861604,0.3193754435770049,3.5770049680624556,1.213626685592619,1.4052519517388218,0.0,-1.0341415412128914,-1.1563710848352395,-1.0585089693537577,-0.4874241192763138,-0.6296020666644012,0.6145035315777886,-1.4980763745635415,0.8615278309048848,1.089363682194624,-0.4820707982409554,1.0669184387139465,-1.0516128879582796
Jhon Lucumí,co COL,DF,Bologna,it Serie A,27.0,1998.0,29,26,2287,25.4,1,0,1,1,0,0,5,0,8,2,23,19,1,1,30,22,0,25.0,0.13,0.5,1.48,0.2,0.36,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0393528640139921,0.0,0.0393528640139921,0.0393528640139921,0.0,0.0,0.1967643200699606,0.0,0.314822912111937,0.0787057280279842,0.9051158723218188,0.7477044162658504,0.0393528640139921,0.0393528640139921,1.1805859204197635,0.8657630083078268,0.0,-0.07816079505405611,-0.8042256269931214,-0.05150727165207385,-0.789842351793768,-0.6348088368705717,-0.7660628306399775,-0.05090313839793997,-0.4727138411844207,0.26252447960403175,-0.3603295696730916,-0.29638760756151,-0.055125382057023574
Florentino Luís,pt POR,MF,Burnley,eng Premier League,25.0,1999.0,31,25,2105,23.4,0,2,2,0,0,0,6,0,13,2,40,8,1,11,40,49,0,15.4,0.0,0.0,0.52,-1.07,-0.25,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.0,0.0855106888361045,0.0855106888361045,0.0,0.0,0.0,0.2565320665083135,0.0,0.5558194774346793,0.0855106888361045,1.7102137767220904,0.342042755344418,0.0427553444180522,0.4703087885985748,1.7102137767220904,2.0950118764845604,0.0,-1.0341415412128914,-0.34952612577584297,-1.0585089693537577,-1.1020755987909083,-1.1561798088915984,-1.0058327709000388,-1.367015384238869,2.506300504476513,2.3466959407723538,1.0352110812109387,-0.6049092514111889,0.5511778314871162
José Luis Gayà,es ESP,DF,Valencia,es La Liga,30.0,1995.0,32,31,2448,27.2,1,2,3,1,0,0,6,1,13,3,31,20,3,88,23,44,0,23.1,0.08,0.33,1.16,-0.51,-0.98,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0367647058823529,0.0735294117647058,0.1102941176470588,0.0367647058823529,0.0,0.0,0.2205882352941176,0.0367647058823529,0.4779411764705882,0.1102941176470588,1.1397058823529411,0.7352941176470589,0.1102941176470588,3.2352941176470584,0.8455882352941176,1.6176470588235292,0.0,-0.126255874975264,0.3666109898694491,-0.10219262612091086,-0.29143259660939114,-0.3980770050056753,1.3864285853938898,-0.07873088390135836,1.4546787431563375,-0.6472301779562608,0.24690029201746952,0.6258693375994386,0.1539227849843604
Castello Lukeba,fr FRA,DF,RB Leipzig,de Bundesliga,22.0,2002.0,26,24,2176,24.2,1,0,1,1,0,0,3,0,8,2,11,12,1,3,31,14,0,25.0,0.13,0.5,1.88,0.7,0.5,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.041360294117647,0.0,0.041360294117647,0.041360294117647,0.0,0.0,0.1240808823529411,0.0,0.3308823529411764,0.0827205882352941,0.4549632352941177,0.4963235294117647,0.041360294117647,0.1240808823529411,1.2821691176470589,0.5790441176470588,0.0,-0.04085723539467272,-0.8042256269931214,-0.01219464035209928,-0.7407725434337413,-0.6047204017518651,-0.7089978479952475,-0.6145771932032632,-1.2076940063720478,0.5383944062058703,-1.5255374294865094,-0.27029043193790436,-0.692902140664809
Saša Lukić,rs SRB,MF,Fulham,eng Premier League,28.0,1996.0,26,20,1734,19.3,1,2,3,1,0,0,9,0,18,6,53,25,2,68,16,28,0,33.3,0.06,0.17,1.19,-0.31,-0.42,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.0519031141868512,0.1038062283737024,0.1557093425605536,0.0519031141868512,0.0,0.0,0.4671280276816609,0.0,0.9342560553633218,0.3114186851211072,2.750865051903114,1.2975778546712802,0.1038062283737024,3.5294117647058822,0.8304498269896194,1.4532871972318335,0.0,-0.6431651107909995,-0.1768966679840114,-0.6231368989420479,-0.6031146104641144,-0.45638360706258646,0.5896807002820764,0.0800599881692726,0.9760706686673633,0.11918013600893013,3.134649558846969,-0.2359318755299721,2.303210153327792
Kristoffer Lund,us USA,"DF,MF",Köln,de Bundesliga,23.0,2002.0,33,26,2276,25.3,0,2,2,0,0,0,2,0,20,3,13,40,3,83,28,26,0,15.0,0.0,0.0,0.97,-0.47,-0.24,,,,,,,,,,,,,,,DF,MF,True,Defender,True,True,True,0.0,0.0790861159929701,0.0790861159929701,0.0,0.0,0.0,0.0790861159929701,0.0,0.7908611599297013,0.1186291739894551,0.5140597539543058,1.5817223198594026,0.1186291739894551,3.2820738137082603,1.1072056239015815,1.0281195079086116,0.0,-0.809444991619996,0.4550924916710151,-0.8221765122714052,0.6646980547396109,-0.3356118657432071,1.4179350763539298,1.819224138906524,-0.05652638098301464,0.06324529203133912,-1.3725676979635903,0.7342274960250428,-1.0877185822742754
Sebastiano Luperto,it ITA,DF,Cremonese,it Serie A,28.0,1996.0,15,15,1307,14.5,0,1,1,0,0,0,1,0,5,2,9,12,1,10,12,9,0,40.0,0.0,0.0,0.73,-1.03,-0.61,,,,,,,,,,,,,,,DF,,False,Defender,True,True,False,0.0,0.0688599846977811,0.0688599846977811,0.0,0.0,0.0,0.0688599846977811,0.0,0.3442999234889059,0.1377199693955623,0.6197398622800305,0.8263198163733741,0.0688599846977811,0.6885998469778118,0.8263198163733741,0.6197398622800305,0.0,-0.809444991619996,0.29225793768919395,-0.8221765122714052,-0.6997750004660258,-0.19254034412576215,-0.32878991264535956,0.1253770152100492,-1.1033738304539433,-0.6995575062791254,-1.0990176113526566,0.08721354957454397,-1.1774500131944188
Sebastiano Luperto,it ITA,DF,Cagliari,it Serie A,28.0,1996.0,19,19,1706,19.0,1,0,1,1,0,0,3,0,7,3,23,17,0,1,19,12,0,42.9,0.14,0.33,1.32,-0.11,0.47,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0527549824150058,0.0,0.0527549824150058,0.0527549824150058,0.0,0.0,0.1582649472450176,0.0,0.3692848769050411,0.1582649472450176,1.2133645955451349,0.8968347010550997,0.0,0.0527549824150058,1.0023446658851114,0.6330597889800704,0.0,0.17088733988428523,-0.8042256269931214,0.2109539410090227,-0.6234331845180036,-0.038570790736805416,-0.7570363991365643,0.28349329632472847,-1.069229299887015,-0.22152606367500743,0.43756386809245507,-0.807986293660309,-0.3929465691109658
Senne Lynen,be BEL,MF,Werder Bremen,de Bundesliga,26.0,1999.0,31,31,2752,30.6,0,0,0,0,0,0,4,0,25,4,38,12,0,14,77,33,0,16.0,0.0,0.0,0.9,-0.69,-0.1,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.1308139534883721,0.0,0.8175872093023256,0.1308139534883721,1.242732558139535,0.3924418604651162,0.0,0.4578488372093023,2.518168604651163,1.0792151162790695,0.0,-1.0341415412128914,-1.1563710848352395,-1.0585089693537577,-0.7569401287482318,-1.0158436850913801,-1.0123314146028262,-1.2906902928184192,0.08407402661254905,4.3923948459095845,0.09210162536207976,-0.8633126317738823,-0.49472160658640196
Ian Maatsen,nl NED,DF,Aston Villa,eng Premier League,23.0,2002.0,30,17,1605,17.8,0,1,1,0,0,0,2,0,20,5,17,19,1,54,18,31,0,25.0,0.0,0.0,1.7,0.11,-0.14,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.0560747663551401,0.0560747663551401,0.0,0.0,0.0,0.1121495327102803,0.0,1.1214953271028036,0.2803738317757009,0.9532710280373832,1.0654205607476637,0.0560747663551401,3.02803738317757,1.0093457943925233,1.738317757009346,0.0,-0.809444991619996,0.0886740733431937,-0.8221765122714052,1.6749546005915614,0.8765458160455891,1.2468395546651025,0.6615151750163558,1.7640080987545088,-0.20251306880787223,-0.23568125860063696,-0.07899801010395233,-0.7975963838091521
Alexis Mac Allister,ar ARG,MF,Liverpool,eng Premier League,26.0,1998.0,37,31,2658,29.5,2,4,6,2,0,0,7,0,52,12,35,32,0,20,18,27,0,23.1,0.04,0.17,1.54,0.14,-0.57,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.0677200902934537,0.1354401805869074,0.2031602708803611,0.0677200902934537,0.0,0.0,0.237020316027088,0.0,1.7607223476297968,0.4063205417607223,1.18510158013544,1.0835214446952597,0.0,0.6772009029345373,0.6094808126410836,0.9142212189616252,0.0,-0.5240187945224771,0.12158876378780735,-0.49046143730416814,0.486564511636546,-0.16240570492963335,-0.897925597430374,-0.24410995535306454,-0.30936352155154806,-0.44030172497666387,-0.024164693251276646,-0.8633126317738823,0.3888517483640945
Deiver Machado,co COL,"DF,MF",Nantes,fr Ligue 1,31.0,1993.0,14,12,907,10.1,0,1,1,0,0,0,2,0,7,1,21,20,4,22,8,16,0,14.3,0.0,0.0,0.86,-0.5,0.26,,,,,,,,,,,,,,,DF,MF,True,Defender,True,True,False,0.0,0.0992282249173098,0.0992282249173098,0.0,0.0,0.0,0.1984564498346196,0.0,0.6945975744211687,0.0992282249173098,2.0837927232635063,1.984564498346196,0.3969128996692392,2.183020948180816,0.7938257993384785,1.587651598676957,0.0,-0.809444991619996,0.775822905575553,-0.8221765122714052,0.3705635488636385,-0.4810077618034846,0.6777143804553502,2.722521470043973,1.3777878616291404,-0.787801648411786,2.6906434068838965,4.351996926220415,-0.04027741847211928
Shuto Machino,jp JPN,"FW,MF",Gladbach,de Bundesliga,25.0,1999.0,32,9,1076,12.0,3,1,4,3,0,0,2,0,25,11,14,11,9,10,3,5,0,44.0,0.12,0.27,1.16,-1.59,-1.95,,,,,,,,,,,,,,,FW,MF,True,Forward,True,True,False,0.2509293680297397,0.0836431226765799,0.3345724907063196,0.2509293680297397,0.0,0.0,0.1672862453531598,0.0,2.091078066914498,0.9200743494423792,1.171003717472119,0.9200743494423792,0.7527881040892193,0.8364312267657993,0.2509293680297397,0.4182156133828996,0.0,-0.6325367562482163,-0.3266615886750595,-0.4719496350111076,-0.5288370013783124,-0.257787895299928,-0.21235691536653956,-0.765815930957492,-0.23947762060629846,-0.08219968190268637,-0.3559186199086659,0.7466556367564748,0.21678641444376062
Noni Madueke,eng ENG,"FW,MF",Arsenal,eng Premier League,23.0,2002.0,26,16,1211,13.5,3,1,4,3,0,0,0,0,25,9,15,15,4,80,5,10,0,36.0,0.12,0.33,1.96,1.11,-0.07,,,,,,,,,,,,,,,FW,MF,True,Forward,True,True,False,0.2229562345169281,0.074318744838976,0.2972749793559042,0.2229562345169281,0.0,0.0,0.0,0.0,1.8579686209744015,0.6688687035507844,1.1147811725846408,1.1147811725846408,0.2972749793559042,5.945499587118084,0.3715937241948802,0.7431874483897605,0.0,-0.7765555961070394,-0.4210546273449613,-0.6360249259207438,-0.833417276688789,-0.904206402713017,3.324620507579791,-0.47221170081502667,0.7513324878060834,0.5107264569742332,-0.45409066917312674,-0.6659580227260883,-1.4507590990632495
Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,28.0,1997.0,31,30,2662,29.6,1,2,3,1,0,0,11,0,7,1,26,23,0,85,33,34,1,14.3,0.14,1.0,1.13,-0.14,0.58,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.033809166040571,0.067618332081142,0.1014274981217129,0.033809166040571,0.0,0.0,0.371900826446281,0.0,0.236664162283997,0.033809166040571,0.879038317054846,0.777610818933133,0.0,2.873779113448535,1.115702479338843,1.149511645379414,0.033809166040571,-0.1811779151563199,0.27248663374300774,-0.16007262297898894,-1.0286573215362689,-0.9712756682565639,1.1429454042120768,0.01615630859133277,0.25465232456077624,0.08632023896945273,-0.427830612347036,-0.807986293660309,1.4816482882453954
Gabriel Magalhães,br BRA,DF,Arsenal,eng Premier League,27.0,1997.0,32,30,2751,30.6,3,4,7,3,0,0,4,0,27,7,21,34,0,6,22,20,0,25.9,0.11,0.43,2.25,1.18,0.1,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0981461286804798,0.1308615049073064,0.2290076335877862,0.0981461286804798,0.0,0.0,0.1308615049073064,0.0,0.8833151581243185,0.2290076335877862,0.6870229007633587,1.1123227917121048,0.0,0.1962922573609596,0.7197382769901853,0.6543075245365322,0.0,1.0143793895646334,1.2795315798986087,1.0998742546821516,0.9471923222403922,0.49159380235959976,-0.6603629224727372,0.7666845498164695,-1.0147624869289942,-0.9890014522199289,-0.9248572958859759,-0.807986293660309,-0.6334040815484705
Soungoutou Magassa,fr FRA,MF,West Ham United,eng Premier League,21.0,2003.0,22,11,981,10.9,1,0,1,1,0,0,4,0,7,2,17,17,0,9,17,23,0,28.6,0.14,0.5,0.73,-1.1,-0.84,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,False,0.091743119266055,0.0,0.091743119266055,0.091743119266055,0.0,0.0,0.3669724770642202,0.0,0.6422018348623854,0.1834862385321101,1.5596330275229358,1.5596330275229358,0.0,0.8256880733944955,1.5596330275229358,2.110091743119266,0.0,-0.34305782016135183,-1.1563710848352395,-0.2889522210419286,-0.9881822043625988,-0.8526805141482809,-0.8204802539368873,0.47691991211443263,2.542259323874452,1.965433445490258,0.7314253401085953,-0.8633126317738823,1.4699759311906118
Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,27.0,1998.0,33,31,2688,29.9,1,1,2,1,0,0,4,1,22,5,31,33,0,26,44,45,0,22.7,0.05,0.2,1.18,-0.23,0.98,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.0334821428571428,0.0334821428571428,0.0669642857142857,0.0334821428571428,0.0,0.0,0.1339285714285714,0.0334821428571428,0.7366071428571429,0.1674107142857142,1.0379464285714286,1.1049107142857142,0.0,0.8705357142857143,1.4732142857142858,1.5066964285714286,0.0,-0.7819268349809124,-0.8404468588642523,-0.7776551114319186,-0.863710711574601,-0.9024777368895499,-0.7970894051320094,-0.21171775408285531,1.1034280883611987,1.7466257604685258,-0.3210395395556798,-0.8633126317738823,-0.46880984991732577
Frank Magri,cm CMR,"FW,MF",Toulouse,fr Ligue 1,25.0,1999.0,17,16,1253,13.9,5,1,6,5,0,1,3,0,33,12,28,22,3,15,3,3,0,36.4,0.15,0.42,1.53,0.07,0.07,,,,,,,,,,,,,,,FW,MF,True,Forward,True,True,False,0.3591380686352753,0.071827613727055,0.4309656823623304,0.3591380686352753,0.0,0.071827613727055,0.2154828411811652,0.0,2.3703112529928174,0.8619313647246608,2.011173184357542,1.5802075019952115,0.2154828411811652,1.077414205905826,0.2154828411811652,0.2154828411811652,0.0,-0.0754275029462042,-0.44627297858240766,0.16274415153502728,-0.16399155142854227,-0.40740515913319736,-0.04552584237736367,0.2296185531498308,-0.8575917411721696,-0.2563784781012785,1.1111291357318225,-0.9196075562967532,0.6972205168986938
Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,32.0,1993.0,23,19,1653,18.4,1,2,3,1,0,0,3,1,14,4,16,16,0,4,12,17,0,28.6,0.07,0.25,2.04,0.93,0.82,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0544464609800363,0.1088929219600726,0.1633393829401088,0.0544464609800363,0.0,0.0,0.1633393829401088,0.0544464609800363,0.7622504537205081,0.2177858439201452,0.8711433756805809,0.8711433756805809,0.0,0.2177858439201452,0.6533575317604355,0.925589836660617,0.0,0.2023196529936191,0.9297175297398342,0.24407911585709577,0.5772777089344183,0.4074947122553335,-0.645886823916221,0.22588536229120856,-0.31935271424908207,-1.1692719281858681,-0.44826645340486326,-0.807986293660309,-0.34841982063796284
Linton Maina,de GER,"MF,FW",Köln,de Bundesliga,26.0,1999.0,24,9,1023,11.4,2,0,2,2,0,0,0,0,20,8,8,6,1,25,4,6,0,40.0,0.1,0.25,0.92,-0.79,-0.57,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,False,0.1759530791788856,0.0,0.1759530791788856,0.1759530791788856,0.0,0.0,0.0,0.0,1.7595307917888563,0.7038123167155426,0.7038123167155426,0.5278592375366569,0.0879765395894428,2.19941348973607,0.3519061583577713,0.5278592375366569,0.0,0.29128002350179205,-1.1563710848352395,0.4174151168513345,0.4849934693147481,0.7591358855066458,-0.10399655770404809,-1.0856123720864868,-1.2306661463583293,-1.0924671308187948,-0.9951308781733758,-0.33160284129150674,-1.5830153866876162
Patrick Mainka,de GER,DF,Heidenheim,de Bundesliga,30.0,1994.0,34,34,3060,34.0,2,2,4,2,0,0,1,0,37,9,10,20,3,0,36,30,0,24.3,0.05,0.22,0.76,-0.91,,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0588235294117647,0.0588235294117647,0.1176470588235294,0.0588235294117647,0.0,0.0,0.0294117647058823,0.0,1.0882352941176472,0.2647058823529412,0.2941176470588235,0.5882352941176471,0.088235294117647,0.0,1.0588235294117647,0.8823529411764706,0.0,0.2836575950115762,0.13244366649693592,0.32979770556938687,1.5733281827116625,0.759126016772988,-0.7925672921629087,-0.40848245885637674,-0.43018692022658994,-0.06814617053391471,-1.9418818607122768,0.33909821134748847,-1.523597067730184
Kobbie Mainoo,eng ENG,MF,Manchester Utd,eng Premier League,20.0,2005.0,28,16,1662,18.5,1,2,3,1,0,0,2,0,13,3,12,22,1,13,19,20,0,23.1,0.08,0.33,2.21,0.87,0.71,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.0541516245487364,0.1083032490974729,0.1624548736462094,0.0541516245487364,0.0,0.0,0.1083032490974729,0.0,0.703971119133574,0.1624548736462094,0.6498194945848376,1.1913357400722022,0.0541516245487364,0.703971119133574,1.0288808664259927,1.083032490974729,0.0,-0.6262275036969107,-0.13446456328287526,-0.6042760150252956,-0.906740650015803,-0.9178294664140773,-0.8839632558859348,-0.08083451759738462,0.09317677868461115,0.6215970361723965,-1.1040574811582633,-0.5360327787874385,-0.6819971908878146
