Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Fls,Fld,Off,Crs,Int,TklW,OG,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Primary_Position,Secondary_Position,Is_Multi_Position,Position_Group,Eligible_450,Eligible_900,Eligible_1350,Gls_per90_calc,Ast_per90_calc,G-PK_per90_calc,CrdY_per90_calc,CrdR_per90_calc,Sh_per90_calc,SoT_per90_calc,Fls_per90_calc,Fld_per90_calc,Off_per90_calc,Crs_per90_calc,Int_per90_calc,TklW_per90_calc,OG_per90_calc
Ruben Aguilar,fr FRA,MF,Lens,fr Ligue 1,32.0,1993.0,26,20,1720,19.1,2,2,4,2,0,0,6,1,0.21,13,3,23.1,0.68,0.16,0.15,0.67,66,56.2,79.0,6,6,25.0,1,2.08,30,21,9,0.47,-1.01,26,12,5,86,24,24,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.10465116279069767,0.10465116279069767,0.10465116279069767,0.313953488372093,0.05232558139534883,0.6802325581395349,0.1569767441860465,1.3604651162790697,0.627906976744186,0.2616279069767442,4.5,1.255813953488372,1.255813953488372,0.0
Ibai Aguirre,es ESP,MF,Real Sociedad,es La Liga,18.0,2007.0,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0,0,,0.0,0.0,,,6,0.2,,0,1,6.0,8,3.0,0,0,0,0.0,0.05,1,0,0,0,0,0,0,,,,,,,,,,,,,,,MF,,False,Midfielder,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
Naouirou Ahamada,fr FRA,MF,Auxerre,fr Ligue 1,23.0,2002.0,15,8,682,7.6,0,1,1,0,0,0,0,0,0.13,6,1,16.7,0.79,0.13,0.0,0.0,45,22.3,73.0,2,7,14.0,2,1.33,10,7,3,0.4,0.89,5,9,1,6,5,10,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,False,False,0.0,0.13196480938416422,0.0,0.0,0.0,0.7917888563049854,0.13196480938416422,0.6598240469208212,1.187683284457478,0.13196480938416422,0.7917888563049854,0.6598240469208212,1.3196480938416424,0.0
Honest Ahanor,it ITA,DF,Atalanta,it Serie A,17.0,2008.0,22,15,1377,15.3,0,0,0,0,0,0,2,1,0.0,13,4,30.8,0.85,0.26,0.0,0.0,63,40.3,74.0,10,7,38.0,14,1.64,17,15,2,0.13,-0.44,24,28,0,2,24,20,0,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.0,0.0,0.13071895424836602,0.06535947712418301,0.8496732026143791,0.26143790849673204,1.5686274509803924,1.8300653594771241,0.0,0.13071895424836602,1.5686274509803924,1.3071895424836601,0.0
Lucas Ahijado,es ESP,DF,Oviedo,es La Liga,30.0,1995.0,20,11,1098,12.2,0,1,1,0,0,0,3,0,0.08,10,2,20.0,0.82,0.16,0.0,0.0,55,32.1,83.0,7,9,21.0,11,0.5,8,24,-16,-1.31,-0.61,14,3,2,16,17,29,0,,,,,,,,,,,,,,,DF,,False,Defender,True,True,False,0.0,0.08196721311475409,0.0,0.2459016393442623,0.0,0.819672131147541,0.16393442622950818,1.1475409836065575,0.2459016393442623,0.16393442622950818,1.3114754098360655,1.3934426229508197,2.377049180327869,0.0
Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,29.0,1995.0,8,7,639,7.1,0,0,0,0,0,0,0,0,0.0,2,0,0.0,0.28,0.0,0.0,,80,18.7,89.0,6,1,18.0,18,2.25,17,13,4,0.56,0.53,5,1,0,0,10,3,0,,,,,,,,,,,,,,,DF,,False,Defender,True,False,False,0.0,0.0,0.0,0.0,0.0,0.28169014084507044,0.0,0.7042253521126761,0.14084507042253522,0.0,0.0,1.4084507042253522,0.4225352112676056,0.0
Ola Aina,ng NGA,DF,Nottingham Forest,eng Premier League,28.0,1996.0,18,18,1588,17.6,0,0,0,0,0,0,3,0,0.0,12,1,8.3,0.68,0.06,0.0,0.0,88,46.4,88.0,15,0,,0,1.39,27,19,8,0.45,0.99,13,15,0,39,26,21,0,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.0,0.0,0.17002518891687657,0.0,0.6801007556675063,0.05667506297229219,0.7367758186397985,0.850125944584383,0.0,2.2103274559193955,1.473551637279597,1.1901763224181359,0.0
Abdelhamid Ait Boudlal,ma MAR,DF,Rennes,fr Ligue 1,19.0,2006.0,20,17,1403,15.6,2,1,3,2,0,0,3,1,0.19,13,4,30.8,0.83,0.26,0.15,0.5,70,45.8,80.0,14,3,13.0,5,1.85,33,28,5,0.32,0.1,14,10,1,2,18,11,0,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.12829650748396293,0.06414825374198146,0.12829650748396293,0.19244476122594442,0.06414825374198146,0.8339272986457591,0.25659301496792586,0.8980755523877406,0.6414825374198148,0.06414825374198146,0.12829650748396293,1.1546685673556665,0.7056307911617962,0.0
Rayan Aït-Nouri,dz ALG,DF,Manchester City,eng Premier League,24.0,2001.0,17,12,974,10.8,0,2,2,0,0,0,2,0,0.18,10,2,20.0,0.92,0.18,0.0,0.0,57,28.5,77.0,7,5,11.0,9,1.94,23,9,14,1.29,0.26,17,10,0,22,13,21,0,,,,,,,,,,,,,,,DF,,False,Defender,True,True,False,0.0,0.18480492813141686,0.0,0.18480492813141686,0.0,0.9240246406570841,0.18480492813141686,1.570841889117043,0.9240246406570841,0.0,2.0328542094455853,1.2012320328542094,1.9404517453798769,0.0
Tosin Aiyegun,bj BEN,"FW,MF",Lorient,fr Ligue 1,27.0,1998.0,27,11,1073,11.9,5,0,5,5,0,1,1,0,0.42,30,12,40.0,2.52,1.01,0.17,0.42,40,35.1,68.0,1,16,20.0,3,1.04,13,16,-3,-0.25,-0.25,11,13,3,6,1,5,0,,,,,,,,,,,,,,,FW,MF,True,Forward,True,True,False,0.4193849021435228,0.0,0.4193849021435228,0.08387698042870456,0.0,2.516309412861137,1.0065237651444547,0.9226467847157503,1.0904007455731595,0.2516309412861137,0.5032618825722274,0.08387698042870456,0.4193849021435228,0.0
Junior Ajayi,ci CIV,FW,Hellas Verona,it Serie A,20.0,2004.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0,0,,0.0,0.0,,,1,0.0,,0,1,1.0,22,1.0,0,0,0,0.0,0.95,0,0,0,0,0,0,0,,,,,,,,,,,,,,,FW,,False,Forward,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kristoffer Ajer,no NOR,DF,Brentford,eng Premier League,27.0,1998.0,27,20,1810,20.1,0,1,1,0,0,0,4,0,0.05,10,3,30.0,0.5,0.15,0.0,0.0,67,52.9,83.0,13,7,20.0,9,1.37,29,32,-3,-0.15,-0.48,23,5,0,7,15,23,0,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.04972375690607735,0.0,0.1988950276243094,0.0,0.49723756906077343,0.14917127071823205,1.143646408839779,0.24861878453038672,0.0,0.34806629834254144,0.7458563535911602,1.143646408839779,0.0
Ludovic Ajorque,fr FRA,FW,Brest,fr Ligue 1,31.0,1994.0,32,32,2820,31.3,8,9,17,8,0,0,9,1,0.54,55,17,30.9,1.76,0.54,0.15,0.47,88,92.2,88.0,28,0,,0,1.22,41,49,-8,-0.26,1.24,65,55,14,9,11,20,0,,,,,,,,,,,,,,,FW,,False,Forward,True,True,True,0.25531914893617025,0.28723404255319146,0.25531914893617025,0.28723404255319146,0.03191489361702128,1.7553191489361701,0.5425531914893617,2.074468085106383,1.7553191489361701,0.4468085106382979,0.28723404255319146,0.35106382978723405,0.6382978723404256,0.0
Manuel Akanji,ch SUI,DF,Inter,it Serie A,30.0,1995.0,33,31,2821,31.3,2,0,2,2,0,0,4,0,0.06,23,6,26.1,0.73,0.19,0.09,0.33,85,82.5,90.0,30,2,21.0,2,2.39,73,26,47,1.5,0.45,26,18,2,3,37,24,0,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.06380716058135413,0.0,0.06380716058135413,0.12761432116270827,0.0,0.7337823466855725,0.1914214817440624,0.8294930875576036,0.5742644452321871,0.06380716058135413,0.0957107408720312,1.1804324707550515,0.7656859269762496,0.0
Nathan Aké,nl NED,DF,Manchester City,eng Premier League,30.0,1995.0,18,6,695,7.7,0,0,0,0,0,0,1,0,0.0,7,1,14.3,0.91,0.13,0.0,0.0,39,20.3,85.0,4,12,16.0,17,2.06,10,9,1,0.13,-1.22,3,8,1,4,5,6,0,,,,,,,,,,,,,,,DF,,False,Defender,True,False,False,0.0,0.0,0.0,0.12949640287769784,0.0,0.9064748201438848,0.12949640287769784,0.3884892086330935,1.0359712230215827,0.12949640287769784,0.5179856115107914,0.6474820143884893,0.776978417266187,0.0
Ilias Akhomach,ma MAR,MF,Villarreal,es La Liga,21.0,2004.0,9,2,188,2.1,0,0,0,0,0,0,0,0,0.0,6,2,33.3,2.87,0.96,0.0,0.0,21,5.5,45.0,0,7,14.0,5,2.78,2,3,-1,-0.48,-1.23,9,7,0,9,0,4,0,,,,,,,,,,,,,,,MF,,False,Midfielder,False,False,False,0.0,0.0,0.0,0.0,0.0,2.8723404255319145,0.9574468085106382,4.308510638297872,3.351063829787234,0.0,4.308510638297872,0.0,1.9148936170212765,0.0
Ilias Akhomach,ma MAR,"MF,FW",Rayo Vallecano,es La Liga,21.0,2004.0,11,7,709,7.9,0,1,1,0,0,0,2,0,0.13,18,6,33.3,2.28,0.76,0.0,0.0,64,20.7,79.0,1,4,39.0,1,1.27,14,11,3,0.38,0.58,9,29,1,22,2,10,0,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,False,False,0.0,0.12693935119887165,0.0,0.2538787023977433,0.0,2.2849083215796897,0.7616361071932299,1.1424541607898449,3.681241184767278,0.12693935119887165,2.7926657263751764,0.2538787023977433,1.2693935119887165,0.0
Ebenezer Akinsanmiro,ng NGA,MF,Pisa,it Serie A,20.0,2004.0,24,16,1444,16.0,0,1,1,0,0,0,2,0,0.06,13,3,23.1,0.81,0.19,0.0,0.0,60,42.2,75.0,7,8,31.0,6,0.5,10,29,-19,-1.18,0.0,30,28,1,9,27,25,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.0,0.062326869806094184,0.0,0.12465373961218837,0.0,0.8102493074792244,0.18698060941828257,1.8698060941828254,1.745152354570637,0.062326869806094184,0.5609418282548477,1.6828254847645427,1.5581717451523547,0.0
Maghnes Akliouche,fr FRA,"MF,FW",Monaco,fr Ligue 1,23.0,2002.0,31,28,2400,26.7,6,6,12,6,0,0,3,0,0.45,48,19,39.6,1.8,0.71,0.13,0.32,77,78.4,82.0,16,3,33.0,1,1.55,48,38,10,0.37,0.92,29,36,9,53,18,26,0,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,True,0.225,0.225,0.225,0.1125,0.0,1.8,0.7125,1.0875,1.3499999999999999,0.33749999999999997,1.9875,0.6749999999999999,0.9750000000000001,0.0
Clément Akpa,ci CIV,DF,Auxerre,fr Ligue 1,23.0,2001.0,26,21,1944,21.6,0,0,0,0,0,0,4,1,0.0,6,0,0.0,0.28,0.0,0.0,,75,63.5,85.0,18,5,31.0,4,1.0,16,29,-13,-0.6,-0.84,12,30,1,30,23,19,2,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.0,0.0,0.1851851851851852,0.0462962962962963,0.2777777777777778,0.0,0.5555555555555556,1.3888888888888888,0.0462962962962963,1.3888888888888888,1.0648148148148149,0.8796296296296297,0.0925925925925926
Jean-Daniel Akpa-Akpro,ci CIV,MF,Hellas Verona,it Serie A,32.0,1992.0,22,17,1504,16.7,1,0,1,1,0,0,9,0,0.06,13,4,30.8,0.78,0.24,0.08,0.25,68,44.0,76.0,7,5,41.0,1,0.5,10,19,-9,-0.54,0.73,39,15,0,17,22,32,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.05984042553191489,0.0,0.05984042553191489,0.538563829787234,0.0,0.7779255319148937,0.23936170212765956,2.333776595744681,0.8976063829787234,0.0,1.0172872340425532,1.3164893617021276,1.9148936170212765,0.0
Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,30.0,1995.0,8,1,61,0.7,0,0,0,0,0,0,0,1,0.0,0,0,,0.0,0.0,,,8,2.0,16.0,0,7,6.0,19,1.38,0,4,-4,-5.9,-6.41,1,0,0,0,1,1,0,,,,,,,,,,,,,,,DF,,False,Defender,False,False,False,0.0,0.0,0.0,0.0,1.4754098360655739,0.0,0.0,1.4754098360655739,0.0,0.0,0.0,1.4754098360655739,1.4754098360655739,0.0
Al-Musrati,ly LBY,MF,Hellas Verona,it Serie A,29.0,1996.0,18,8,844,9.4,0,1,1,0,0,0,6,1,0.11,9,1,11.1,0.96,0.11,0.0,0.0,47,24.7,76.0,3,10,24.0,11,0.61,7,19,-12,-1.28,-0.44,15,3,1,2,11,7,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,False,False,0.0,0.1066350710900474,0.0,0.6398104265402843,0.1066350710900474,0.9597156398104266,0.1066350710900474,1.599526066350711,0.31990521327014215,0.1066350710900474,0.2132701421800948,1.1729857819905212,0.7464454976303319,0.0
David Alaba,at AUT,DF,Real Madrid,es La Liga,33.0,1992.0,11,5,424,4.7,0,0,0,0,0,0,1,0,0.0,4,1,25.0,0.85,0.21,0.0,0.0,39,12.4,70.0,2,6,13.0,18,2.27,7,5,2,0.42,-0.78,1,0,0,0,0,4,0,,,,,,,,,,,,,,,DF,,False,Defender,False,False,False,0.0,0.0,0.0,0.2122641509433962,0.0,0.8490566037735848,0.2122641509433962,0.2122641509433962,0.0,0.0,0.0,0.0,0.8490566037735848,0.0
Agustín Albarracín,uy URU,FW,Cagliari,it Serie A,19.0,2005.0,2,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0,0,,0.0,0.0,,,17,1.0,,0,2,17.0,14,0.0,0,1,-1,-2.73,-2.41,0,3,0,2,0,0,0,,,,,,,,,,,,,,,FW,,False,Forward,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.181818181818182,0.0,5.454545454545455,0.0,0.0,0.0
Mathis Albert,us USA,FW,Dortmund,de Bundesliga,16.0,2009.0,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0,0,,0.0,0.0,,,2,0.1,,0,1,2.0,4,3.0,0,0,0,0.0,-1.06,1,0,0,1,0,1,0,,,,,,,,,,,,,,,FW,,False,Forward,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,45.0,0.0,45.0,0.0
Raúl Albiol,es ESP,DF,Pisa,it Serie A,39.0,1985.0,8,5,500,5.6,0,1,1,0,0,0,1,0,0.18,1,0,0.0,0.18,0.0,0.0,,63,14.6,73.0,2,3,45.0,20,0.88,4,11,-7,-1.26,-0.09,6,2,0,1,7,4,0,,,,,,,,,,,,,,,DF,,False,Defender,True,False,False,0.0,0.18,0.0,0.18,0.0,0.18,0.0,1.08,0.36,0.0,0.18,1.26,0.72,0.0
Carlos Alcaraz,ar ARG,MF,Everton,eng Premier League,22.0,2002.0,20,6,689,7.7,0,1,1,0,0,0,4,0,0.13,20,5,25.0,2.61,0.65,0.0,0.0,34,20.1,75.0,0,14,17.0,8,1.15,8,10,-2,-0.26,-0.23,10,12,1,6,2,9,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,False,False,0.0,0.13062409288824384,0.0,0.5224963715529753,0.0,2.6124818577648767,0.6531204644412192,1.3062409288824384,1.5674891146589258,0.13062409288824384,0.7837445573294629,0.2612481857764877,1.1756168359941945,0.0
Omar Alderete,py PAR,DF,Sunderland,eng Premier League,28.0,1996.0,33,32,2798,31.1,1,1,2,1,0,0,6,0,0.06,24,9,37.5,0.77,0.29,0.04,0.11,85,81.8,86.0,27,1,38.0,2,1.39,30,40,-10,-0.32,-0.9,34,10,5,11,36,18,0,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.032165832737669764,0.032165832737669764,0.032165832737669764,0.19299499642601858,0.0,0.7719799857040743,0.2894924946390279,1.093638313080772,0.32165832737669764,0.16082916368834882,0.3538241601143674,1.1579699785561115,0.5789849892780558,0.0
Alexandre Alemão,br BRA,FW,Rayo Vallecano,es La Liga,27.0,1998.0,26,11,1136,12.6,4,0,4,4,0,0,3,0,0.32,26,12,46.2,2.06,0.95,0.15,0.33,44,33.2,73.0,0,15,22.0,5,1.42,14,12,2,0.16,0.36,23,27,4,5,1,2,0,,,,,,,,,,,,,,,FW,,False,Forward,True,True,False,0.31690140845070425,0.0,0.31690140845070425,0.23767605633802816,0.0,2.0598591549295775,0.9507042253521126,1.8221830985915495,2.1390845070422535,0.31690140845070425,0.3961267605633803,0.07922535211267606,0.15845070422535212,0.0
Carles Aleñá,es ESP,MF,Alavés,es La Liga,27.0,1998.0,34,23,1989,22.1,0,4,4,0,0,0,5,0,0.18,29,5,17.2,1.31,0.23,0.0,0.0,59,58.2,73.0,4,11,27.0,3,1.06,23,35,-12,-0.54,-0.54,38,36,1,121,12,24,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.0,0.18099547511312214,0.0,0.22624434389140274,0.0,1.3122171945701357,0.22624434389140274,1.7194570135746607,1.6289592760180998,0.045248868778280535,5.475113122171946,0.5429864253393666,1.0859728506787332,0.0
Trent Alexander-Arnold,eng ENG,DF,Real Madrid,es La Liga,26.0,1998.0,21,14,1163,12.9,0,4,4,0,0,0,4,0,0.31,10,2,20.0,0.77,0.15,0.0,0.0,55,34.0,76.0,6,7,15.0,3,2.05,25,14,11,0.85,-0.38,10,5,0,126,13,10,0,,,,,,,,,,,,,,,DF,,False,Defender,True,True,False,0.0,0.30954428202923473,0.0,0.30954428202923473,0.0,0.7738607050730868,0.15477214101461736,0.7738607050730868,0.3869303525365434,0.0,9.750644883920895,1.0060189165950129,0.7738607050730868,0.0
Alfon,es ESP,MF,Villarreal,es La Liga,26.0,1999.0,10,3,333,3.7,1,0,1,1,0,0,0,0,0.27,6,3,50.0,1.62,0.81,0.17,0.33,33,9.7,64.0,0,7,20.0,4,1.7,4,4,0,0.0,-0.76,7,2,1,9,2,1,0,,,,,,,,,,,,,,,MF,,False,Midfielder,False,False,False,0.2702702702702703,0.0,0.2702702702702703,0.0,0.0,1.6216216216216217,0.8108108108108109,1.891891891891892,0.5405405405405406,0.2702702702702703,2.4324324324324325,0.5405405405405406,0.2702702702702703,0.0
Alfon,es ESP,MF,Sevilla,es La Liga,26.0,1999.0,10,4,312,3.5,1,0,1,1,0,0,0,0,0.29,11,7,63.6,3.17,2.02,0.09,0.14,31,9.1,56.0,1,6,15.0,1,1.1,5,6,-1,-0.29,0.09,3,6,0,4,1,0,0,,,,,,,,,,,,,,,MF,,False,Midfielder,False,False,False,0.28846153846153844,0.0,0.28846153846153844,0.0,0.0,3.173076923076923,2.019230769230769,0.8653846153846154,1.7307692307692308,0.0,1.1538461538461537,0.28846153846153844,0.0,0.0
Mohamed Ali Cho,fr FRA,"FW,MF",Nice,fr Ligue 1,21.0,2004.0,24,20,1667,18.5,4,3,7,4,0,0,1,0,0.38,32,14,43.8,1.73,0.76,0.13,0.29,69,54.5,76.0,4,4,37.0,0,0.67,21,35,-14,-0.76,-0.17,14,32,5,39,4,9,0,,,,,,,,,,,,,,,FW,MF,True,Forward,True,True,True,0.21595680863827232,0.16196760647870426,0.21595680863827232,0.05398920215956808,0.0,1.7276544691061786,0.7558488302339532,0.7558488302339532,1.7276544691061786,0.2699460107978405,2.1055788842231555,0.21595680863827232,0.4859028194361128,0.0
Alisson,br BRA,GK,Liverpool,eng Premier League,32.0,1992.0,26,26,2340,26.0,0,0,0,0,0,0,1,0,0.0,0,0,,0.0,0.0,,,90,68.4,90.0,26,0,,0,1.81,44,31,13,0.5,0.75,1,7,0,0,0,0,0,31.0,1.19,86.0,57.0,66.3,13.0,8.0,5.0,8.0,30.8,2.0,2.0,0.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.038461538461538464,0.2692307692307693,0.0,0.0,0.0,0.0,0.0
Jim Allevinah,ga GAB,MF,Angers,fr Ligue 1,30.0,1995.0,6,0,133,1.5,1,0,1,1,0,0,0,0,0.68,5,1,20.0,3.38,0.68,0.2,1.0,22,4.3,,0,6,22.0,1,1.33,1,1,0,0.0,0.58,0,4,1,1,0,1,0,,,,,,,,,,,,,,,MF,,False,Midfielder,False,False,False,0.6766917293233082,0.0,0.6766917293233082,0.0,0.0,3.3834586466165413,0.6766917293233082,0.0,2.706766917293233,0.6766917293233082,0.6766917293233082,0.0,0.6766917293233082,0.0
Max Alleyne,eng ENG,DF,Manchester City,eng Premier League,20.0,2005.0,2,2,135,1.5,0,0,0,0,0,0,0,0,0.0,2,1,50.0,1.33,0.67,0.0,0.0,68,3.9,68.0,1,0,,5,0.5,1,1,0,0.0,-1.15,0,0,0,0,3,3,0,,,,,,,,,,,,,,,DF,,False,Defender,False,False,False,0.0,0.0,0.0,0.0,0.0,1.3333333333333335,0.6666666666666667,0.0,0.0,0.0,0.0,2.0,2.0,0.0
Thiago Almada,ar ARG,"MF,FW",Atlético Madrid,es La Liga,24.0,2001.0,27,16,1311,14.6,3,1,4,3,0,0,2,1,0.27,21,10,47.6,1.44,0.69,0.14,0.3,49,38.3,65.0,3,11,25.0,4,1.78,18,17,1,0.07,-0.66,13,16,2,40,9,18,0,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,False,0.20594965675057209,0.06864988558352403,0.20594965675057209,0.13729977116704806,0.06864988558352403,1.4416475972540046,0.6864988558352403,0.8924485125858123,1.0983981693363845,0.13729977116704806,2.745995423340961,0.6178489702517163,1.2356979405034325,0.0
Domingos André Ribeiro Almeida,pt POR,MF,Valencia,es La Liga,25.0,2000.0,22,11,1017,11.3,0,2,2,0,0,0,0,0,0.18,9,3,33.3,0.8,0.27,0.0,0.0,46,29.7,75.0,3,11,17.0,15,1.23,14,14,0,0.0,0.34,12,22,0,65,8,11,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,False,0.0,0.17699115044247787,0.0,0.0,0.0,0.7964601769911505,0.2654867256637168,1.0619469026548671,1.9469026548672568,0.0,5.752212389380531,0.7079646017699115,0.9734513274336284,0.0
Pontus Almqvist,se SWE,MF,Parma,it Serie A,26.0,1999.0,13,4,457,5.1,0,1,1,0,0,0,0,0,0.2,5,2,40.0,0.98,0.39,0.0,0.0,35,13.4,66.0,0,9,22.0,11,0.77,4,7,-3,-0.59,-0.14,6,14,1,7,6,6,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,False,False,0.0,0.19693654266958424,0.0,0.0,0.0,0.9846827133479212,0.3938730853391685,1.1816192560175054,2.7571115973741795,0.19693654266958424,1.3785557986870898,1.1816192560175054,1.1816192560175054,0.0
Marcos Alonso,es ESP,DF,Celta Vigo,es La Liga,34.0,1990.0,32,31,2768,30.8,1,0,1,0,1,1,5,0,0.0,24,3,12.5,0.78,0.1,0.0,0.0,87,80.9,88.0,28,1,33.0,0,1.41,40,37,3,0.1,-0.18,23,20,0,19,30,24,0,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.03251445086705202,0.0,0.0,0.16257225433526012,0.0,0.7803468208092484,0.09754335260115606,0.7478323699421965,0.6502890173410405,0.0,0.6177745664739884,0.9754335260115606,0.7803468208092484,0.0
Adrià Altimira,es ESP,"DF,MF",Villarreal,es La Liga,24.0,2001.0,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0,0,,0.0,0.0,,,9,0.3,,0,1,9.0,15,0.0,0,0,0,0.0,-0.69,0,0,0,0,0,1,0,,,,,,,,,,,,,,,DF,MF,True,Defender,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
Sergi Altimira,es ESP,MF,Real Betis,es La Liga,23.0,2001.0,24,13,1186,13.2,1,2,3,1,0,0,3,0,0.23,7,3,42.9,0.53,0.23,0.14,0.33,49,34.7,74.0,5,11,21.0,11,1.5,14,19,-5,-0.38,-1.02,14,22,0,3,20,36,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,False,0.07588532883642496,0.15177065767284992,0.07588532883642496,0.22765598650927485,0.0,0.5311973018549747,0.22765598650927485,1.0623946037099494,1.669477234401349,0.0,0.22765598650927485,1.5177065767284992,2.7318718381112985,0.0
Carlos Álvarez,es ESP,MF,Levante,es La Liga,21.0,2003.0,30,23,1890,21.0,3,1,4,3,0,0,3,0,0.19,30,11,36.7,1.43,0.52,0.1,0.27,63,55.3,76.0,7,7,21.0,1,0.93,20,35,-15,-0.71,-0.77,22,49,2,54,13,13,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.14285714285714285,0.04761904761904762,0.14285714285714285,0.14285714285714285,0.0,1.4285714285714284,0.5238095238095238,1.0476190476190477,2.3333333333333335,0.09523809523809525,2.571428571428571,0.6190476190476191,0.6190476190476191,0.0
Hugo Álvarez,es ESP,"FW,MF",Celta Vigo,es La Liga,22.0,2003.0,28,15,1340,14.9,4,2,6,4,0,0,2,0,0.4,14,8,57.1,0.94,0.54,0.29,0.5,48,39.2,70.0,4,13,22.0,6,1.43,25,23,2,0.13,0.0,16,17,2,23,10,9,0,,,,,,,,,,,,,,,FW,MF,True,Forward,True,True,False,0.26865671641791045,0.13432835820895522,0.26865671641791045,0.13432835820895522,0.0,0.9402985074626866,0.5373134328358209,1.0746268656716418,1.1417910447761193,0.13432835820895522,1.5447761194029852,0.6716417910447761,0.6044776119402985,0.0
Julián Álvarez,ar ARG,FW,Atlético Madrid,es La Liga,25.0,2000.0,29,22,1895,21.1,8,4,12,6,2,3,2,0,0.47,54,26,48.1,2.56,1.23,0.11,0.23,65,55.4,74.0,6,7,38.0,3,1.97,35,20,15,0.71,0.54,14,18,2,86,3,13,0,,,,,,,,,,,,,,,FW,,False,Forward,True,True,True,0.37994722955145116,0.18997361477572558,0.28496042216358836,0.09498680738786279,0.0,2.5646437994722957,1.2348284960422162,0.6649076517150395,0.8548812664907651,0.09498680738786279,4.084432717678101,0.14248021108179418,0.6174142480211081,0.0
Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,30.0,1995.0,7,6,513,5.7,0,0,0,0,0,0,0,0,0.0,1,0,0.0,0.18,0.0,0.0,,73,15.0,78.0,4,1,45.0,2,1.0,7,9,-2,-0.35,0.05,3,5,0,2,14,1,0,,,,,,,,,,,,,,,DF,,False,Defender,True,False,False,0.0,0.0,0.0,0.0,0.0,0.17543859649122806,0.0,0.5263157894736842,0.8771929824561403,0.0,0.3508771929824561,2.4561403508771926,0.17543859649122806,0.0
Skelly Alvero,fr FRA,MF,Werder Bremen,de Bundesliga,23.0,2002.0,2,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0,0,,0.0,0.0,,,17,1.1,,0,2,17.0,15,2.0,2,0,2,5.29,6.04,0,1,0,0,1,0,0,,,,,,,,,,,,,,,MF,,False,Midfielder,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6470588235294117,0.0,0.0,2.6470588235294117,0.0,0.0
