Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Fls,Fld,Off,Crs,Int,TklW,OG,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Primary_Position,Secondary_Position,Is_Multi_Position,Position_Group,Eligible_450,Eligible_900,Eligible_1350,Gls_per90_calc,Ast_per90_calc,G-PK_per90_calc,CrdY_per90_calc,CrdR_per90_calc,Sh_per90_calc,SoT_per90_calc,Fls_per90_calc,Fld_per90_calc,Off_per90_calc,Crs_per90_calc,Int_per90_calc,TklW_per90_calc,OG_per90_calc
Julen Agirrezabala,es ESP,GK,Valencia,es La Liga,24.0,2000.0,18,18,1620,18.0,0,0,0,0,0,0,1,0,0.0,0,0,,0.0,0.0,,,90,47.4,90.0,18,0,,4,0.89,17,30,-13,-0.72,-0.92,0,1,0,0,0,1,0,30.0,1.67,79.0,52.0,65.8,3.0,7.0,8.0,4.0,22.2,4.0,3.0,1.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.05555555555555555,0.0
Alisson,br BRA,GK,Liverpool,eng Premier League,32.0,1992.0,26,26,2340,26.0,0,0,0,0,0,0,1,0,0.0,0,0,,0.0,0.0,,,90,68.4,90.0,26,0,,0,1.81,44,31,13,0.5,0.75,1,7,0,0,0,0,0,31.0,1.19,86.0,57.0,66.3,13.0,8.0,5.0,8.0,30.8,2.0,2.0,0.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.038461538461538464,0.2692307692307693,0.0,0.0,0.0,0.0,0.0
Alphonse Areola,fr FRA,GK,West Ham United,eng Premier League,32.0,1993.0,20,20,1800,20.0,0,1,1,0,0,0,0,0,0.05,0,0,,0.0,0.0,,,90,52.6,90.0,20,0,,18,0.85,25,37,-12,-0.6,-0.21,1,1,0,0,1,0,0,37.0,1.85,108.0,76.0,70.4,4.0,5.0,11.0,0.0,0.0,6.0,5.0,0.0,1.0,GK,,False,Goalkeeper,True,True,True,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.05,0.0,0.0
Noah Atubolu,de GER,GK,Freiburg,de Bundesliga,23.0,2002.0,34,34,3060,34.0,0,0,0,0,0,0,1,0,0.0,0,0,,0.0,0.0,,,90,100.0,90.0,34,0,,0,1.38,51,57,-6,-0.18,,0,6,0,0,1,0,0,57.0,1.68,156.0,100.0,63.5,13.0,8.0,13.0,6.0,17.6,1.0,0.0,1.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.1764705882352941,0.0,0.0,0.029411764705882353,0.0,0.0
Emil Audero,id IDN,GK,Cremonese,it Serie A,28.0,1997.0,34,34,3060,34.0,0,0,0,0,0,0,0,0,0.0,0,0,,0.0,0.0,,,90,89.5,90.0,34,0,,2,0.91,28,50,-22,-0.65,0.1,0,6,0,0,0,0,0,50.0,1.47,167.0,123.0,72.5,8.0,7.0,19.0,11.0,32.4,6.0,4.0,2.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1764705882352941,0.0,0.0,0.0,0.0,0.0
Mio Backhaus,de GER,GK,Werder Bremen,de Bundesliga,21.0,2004.0,32,32,2880,32.0,0,0,0,0,0,0,1,0,0.0,0,0,,0.0,0.0,,,90,94.1,90.0,32,0,,0,0.91,36,56,-20,-0.62,0.87,0,13,0,0,0,0,1,56.0,1.75,151.0,100.0,66.2,7.0,8.0,17.0,5.0,15.6,5.0,5.0,0.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.40624999999999994,0.0,0.0,0.0,0.0,0.03125
Augusto Batalla,ar ARG,GK,Rayo Vallecano,es La Liga,29.0,1996.0,34,34,3060,34.0,0,0,0,0,0,0,6,0,0.0,0,0,,0.0,0.0,,,90,89.5,90.0,34,0,,2,1.31,36,37,-1,-0.03,0.47,1,4,0,0,0,1,0,37.0,1.09,122.0,91.0,73.8,10.0,13.0,11.0,11.0,32.4,6.0,5.0,1.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.1764705882352941,0.0,0.0,0.0,0.029411764705882353,0.11764705882352941,0.0,0.0,0.0,0.029411764705882353,0.0
Daniel Batz,de GER,GK,Mainz 05,de Bundesliga,34.0,1991.0,21,21,1890,21.0,0,0,0,0,0,0,2,0,0.0,0,0,,0.0,0.0,,,90,61.8,90.0,21,0,,4,1.62,32,27,5,0.24,1.32,0,1,0,0,0,0,0,27.0,1.29,96.0,70.0,72.9,9.0,7.0,5.0,4.0,19.0,1.0,1.0,0.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.09523809523809525,0.0,0.0,0.0,0.0,0.04761904761904762,0.0,0.0,0.0,0.0,0.0
Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,35.0,1990.0,34,34,3060,34.0,0,0,0,0,0,0,3,0,0.0,0,0,,0.0,0.0,,,90,100.0,90.0,34,0,,0,1.79,65,52,13,0.38,,1,6,0,0,1,0,0,52.0,1.53,145.0,98.0,67.6,18.0,7.0,9.0,7.0,20.6,7.0,5.0,0.0,2.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.08823529411764705,0.0,0.0,0.0,0.029411764705882353,0.1764705882352941,0.0,0.0,0.029411764705882353,0.0,0.0
Justin Bijlow,nl NED,GK,Genoa,it Serie A,27.0,1998.0,16,16,1395,15.5,0,0,0,0,0,0,1,0,0.0,0,0,,0.0,0.0,,,87,40.8,87.0,15,0,,1,1.31,19,20,-1,-0.06,0.34,1,1,0,0,0,0,0,20.0,1.29,60.0,45.0,75.0,6.0,3.0,7.0,5.0,31.3,5.0,5.0,0.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.06451612903225806,0.0,0.0,0.0,0.06451612903225806,0.06451612903225806,0.0,0.0,0.0,0.0,0.0
Janis Blaswich,de GER,GK,Leverkusen,de Bundesliga,34.0,1991.0,11,10,931,10.3,0,0,0,0,0,0,1,0,0.0,0,0,,0.0,0.0,,,85,30.4,90.0,10,1,31.0,21,1.73,17,9,8,0.77,0.22,0,0,0,0,0,0,0,9.0,0.87,50.0,41.0,82.0,5.0,4.0,1.0,3.0,30.0,0.0,0.0,0.0,0.0,GK,,False,Goalkeeper,True,True,False,0.0,0.0,0.0,0.09667024704618689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jean Butez,fr FRA,GK,Como,it Serie A,30.0,1995.0,38,38,3420,38.0,0,1,1,0,0,0,3,0,0.03,0,0,,0.0,0.0,,,90,100.0,90.0,38,0,,0,1.87,65,29,36,0.95,,0,9,0,0,0,2,0,29.0,0.76,110.0,86.0,78.2,20.0,11.0,7.0,19.0,50.0,6.0,5.0,1.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.026315789473684213,0.0,0.07894736842105263,0.0,0.0,0.0,0.0,0.23684210526315788,0.0,0.0,0.0,0.052631578947368425,0.0
Elia Caprile,it ITA,GK,Cagliari,it Serie A,23.0,2001.0,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.0,0,0,,0.0,0.0,,,90,100.0,90.0,38,0,,0,1.13,40,53,-13,-0.34,,0,8,0,0,0,0,0,53.0,1.39,173.0,121.0,70.5,11.0,10.0,17.0,8.0,21.1,2.0,2.0,0.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.052631578947368425,0.0,0.0,0.0,0.0,0.2105263157894737,0.0,0.0,0.0,0.0,0.0
Marco Carnesecchi,it ITA,GK,Atalanta,it Serie A,25.0,2000.0,37,37,3330,37.0,0,0,0,0,0,0,0,0,0.0,0,0,,0.0,0.0,,,90,97.4,90.0,37,0,,1,1.57,50,35,15,0.41,0.41,1,6,0,1,0,0,0,35.0,0.95,144.0,112.0,77.1,15.0,13.0,9.0,13.0,35.1,4.0,2.0,2.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027027027027027025,0.16216216216216217,0.0,0.027027027027027025,0.0,0.0,0.0
Lucas Chevalier,fr FRA,GK,Paris Saint-Germain,fr Ligue 1,23.0,2001.0,17,17,1530,17.0,0,0,0,0,0,0,0,0,0.0,0,0,,0.0,0.0,,,90,50.0,90.0,17,0,,12,2.29,33,13,20,1.18,-0.29,0,1,0,0,0,0,0,13.0,0.76,43.0,32.0,72.1,12.0,3.0,2.0,9.0,52.9,3.0,1.0,1.0,1.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0
Edoardo Corvi,it ITA,GK,Parma,it Serie A,24.0,2001.0,17,17,1530,17.0,0,0,0,0,0,0,1,0,0.0,0,0,,0.0,0.0,,,90,44.7,90.0,17,0,,21,1.65,14,18,-4,-0.24,0.43,0,5,0,0,0,0,0,18.0,1.06,60.0,44.0,75.0,8.0,4.0,5.0,7.0,41.2,3.0,3.0,0.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.29411764705882354,0.0,0.0,0.0,0.0,0.0
Grégoire Coudert,fr FRA,GK,Brest,fr Ligue 1,26.0,1999.0,25,24,2192,24.4,0,0,0,0,0,0,2,0,0.0,0,0,,0.0,0.0,,,88,71.6,90.0,24,1,32.0,9,1.28,34,40,-6,-0.25,0.38,1,8,0,0,0,0,0,40.0,1.64,112.0,76.0,67.0,9.0,5.0,10.0,6.0,25.0,4.0,3.0,1.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.08211678832116788,0.0,0.0,0.0,0.04105839416058394,0.3284671532846715,0.0,0.0,0.0,0.0,0.0
Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,33.0,1992.0,32,32,2880,32.0,0,0,0,0,0,0,1,0,0.0,0,0,,0.0,0.0,,,90,84.2,90.0,32,0,,0,2.34,67,28,39,1.22,0.72,1,2,0,0,0,1,0,28.0,0.87,94.0,70.0,74.5,24.0,3.0,5.0,13.0,40.6,4.0,4.0,0.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.03125,0.0625,0.0,0.0,0.0,0.03125,0.0
Finn Dahmen,de GER,GK,Augsburg,de Bundesliga,27.0,1998.0,34,34,3060,34.0,0,0,0,0,0,0,1,0,0.0,1,0,0.0,0.03,0.0,0.0,,90,100.0,90.0,34,0,,0,1.26,45,61,-16,-0.47,,0,9,0,0,0,0,0,61.0,1.79,159.0,105.0,65.4,12.0,7.0,15.0,5.0,14.7,7.0,6.0,1.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.029411764705882353,0.0,0.029411764705882353,0.0,0.0,0.2647058823529412,0.0,0.0,0.0,0.0,0.0
Karl Darlow,wls WAL,GK,Leeds United,eng Premier League,34.0,1990.0,22,22,1980,22.0,0,0,0,0,0,0,1,0,0.0,0,0,,0.0,0.0,,,90,57.9,90.0,22,0,,15,1.32,26,27,-1,-0.05,0.33,0,7,0,0,0,0,0,27.0,1.23,88.0,63.0,71.6,7.0,8.0,7.0,5.0,22.7,2.0,2.0,0.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.3181818181818182,0.0,0.0,0.0,0.0,0.0
Michele Di Gregorio,it ITA,GK,Juventus,it Serie A,28.0,1997.0,30,29,2655,29.5,0,0,0,0,0,0,1,0,0.0,0,0,,0.0,0.0,,,89,77.6,90.0,29,1,45.0,8,1.9,46,25,21,0.71,0.01,0,5,0,0,0,0,0,25.0,0.85,85.0,60.0,71.8,15.0,9.0,5.0,14.0,48.3,3.0,1.0,0.0,2.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.03389830508474576,0.0,0.0,0.0,0.0,0.1694915254237288,0.0,0.0,0.0,0.0,0.0
Mory Diaw,sn SEN,GK,Le Havre,fr Ligue 1,32.0,1993.0,30,30,2655,29.5,0,1,1,0,0,0,1,0,0.03,0,0,,0.0,0.0,,,89,86.8,89.0,29,0,,1,1.0,28,41,-13,-0.44,-0.66,0,6,0,0,2,0,0,41.0,1.39,113.0,80.0,69.0,6.0,12.0,12.0,7.0,23.3,8.0,6.0,2.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.03389830508474576,0.0,0.03389830508474576,0.0,0.0,0.0,0.0,0.2033898305084746,0.0,0.0,0.06779661016949153,0.0,0.0
Stole Dimitrievski,mk MKD,GK,Valencia,es La Liga,31.0,1993.0,20,20,1800,20.0,0,0,0,0,0,0,1,0,0.0,0,0,,0.0,0.0,,,90,52.6,90.0,20,0,,15,1.65,29,25,4,0.2,0.92,0,4,0,0,1,0,0,25.0,1.25,74.0,52.0,70.3,10.0,3.0,7.0,5.0,25.0,4.0,3.0,0.0,1.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.05,0.0,0.0
Yehvann Diouf,sn SEN,GK,Nice,fr Ligue 1,25.0,1999.0,26,26,2340,26.0,0,0,0,0,0,0,1,0,0.0,0,0,,0.0,0.0,,,90,76.5,90.0,26,0,,6,0.96,26,45,-19,-0.73,-0.23,0,4,0,0,2,0,0,45.0,1.73,130.0,91.0,69.2,6.0,7.0,13.0,5.0,19.2,7.0,5.0,1.0,1.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.07692307692307693,0.0,0.0
Matías Dituro,ar ARG,GK,Elche,es La Liga,38.0,1987.0,22,22,1980,22.0,0,0,0,0,0,0,1,0,0.0,0,0,,0.0,0.0,,,90,57.9,90.0,22,0,,16,1.36,28,29,-1,-0.05,0.39,0,7,0,0,1,0,0,29.0,1.32,89.0,64.0,71.9,7.0,9.0,6.0,4.0,18.2,5.0,4.0,0.0,1.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.3181818181818182,0.0,0.0,0.045454545454545456,0.0,0.0
Marko Dmitrović,rs SRB,GK,Espanyol,es La Liga,33.0,1992.0,37,37,3330,37.0,0,0,0,0,0,0,0,0,0.0,0,0,,0.0,0.0,,,90,97.4,90.0,37,0,,1,1.22,42,54,-12,-0.32,-0.32,0,5,0,0,0,2,0,54.0,1.46,182.0,133.0,73.1,12.0,9.0,16.0,10.0,27.0,5.0,5.0,0.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13513513513513514,0.0,0.0,0.0,0.05405405405405405,0.0
Gianluigi Donnarumma,it ITA,GK,Manchester City,eng Premier League,26.0,1999.0,34,34,3060,34.0,0,0,0,0,0,0,8,0,0.0,0,0,,0.0,0.0,,,90,89.5,90.0,34,0,,0,2.21,71,29,42,1.24,1.24,0,4,0,0,1,0,0,29.0,0.85,105.0,75.0,72.4,22.0,9.0,3.0,15.0,44.1,1.0,0.0,1.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.23529411764705882,0.0,0.0,0.0,0.0,0.11764705882352941,0.0,0.0,0.029411764705882353,0.0,0.0
Martin Dúbravka,sk SVK,GK,Burnley,eng Premier League,36.0,1989.0,35,35,3150,35.0,0,0,0,0,0,0,1,0,0.0,0,0,,0.0,0.0,,,90,92.1,90.0,35,0,,3,0.57,35,71,-36,-1.03,-0.7,0,8,0,0,0,1,0,71.0,2.03,192.0,127.0,66.1,4.0,8.0,23.0,4.0,11.4,7.0,6.0,0.0,1.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.22857142857142856,0.0,0.0,0.0,0.02857142857142857,0.0
Aarón Escandell,es ESP,GK,Oviedo,es La Liga,29.0,1995.0,36,36,3240,36.0,0,1,1,0,0,0,3,0,0.03,0,0,,0.0,0.0,,,90,94.7,90.0,36,0,,2,0.81,26,56,-30,-0.83,1.17,1,8,0,0,0,0,0,56.0,1.56,194.0,145.0,73.7,6.0,11.0,19.0,10.0,27.8,7.0,5.0,2.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.027777777777777776,0.0,0.08333333333333334,0.0,0.0,0.0,0.027777777777777776,0.2222222222222222,0.0,0.0,0.0,0.0,0.0
Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,30.0,1995.0,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.0,0,0,,0.0,0.0,,,90,100.0,90.0,38,0,,0,1.0,28,50,-22,-0.58,,0,8,0,0,0,2,0,50.0,1.32,152.0,108.0,69.7,10.0,8.0,20.0,10.0,26.3,6.0,4.0,2.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.052631578947368425,0.0,0.0,0.0,0.0,0.2105263157894737,0.0,0.0,0.0,0.052631578947368425,0.0
Jonathan Fischer,dk DEN,GK,Metz,fr Ligue 1,23.0,2001.0,27,26,2354,26.2,0,0,0,0,0,0,0,0,0.0,0,0,,0.0,0.0,,,87,76.9,90.0,26,1,14.0,7,0.52,25,56,-31,-1.19,0.47,0,4,0,0,0,0,0,56.0,2.14,141.0,92.0,64.5,3.0,5.0,18.0,5.0,19.2,7.0,6.0,1.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15293118096856415,0.0,0.0,0.0,0.0,0.0
Mark Flekken,nl NED,GK,Leverkusen,de Bundesliga,32.0,1993.0,24,24,2129,23.7,0,0,0,0,0,0,2,0,0.0,0,0,,0.0,0.0,,,89,69.6,89.0,23,0,,0,1.67,51,38,13,0.55,-0.22,0,3,0,0,0,0,0,38.0,1.61,110.0,79.0,71.8,12.0,4.0,8.0,5.0,20.8,7.0,7.0,0.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.08454673555659935,0.0,0.0,0.0,0.0,0.12682010333489901,0.0,0.0,0.0,0.0,0.0
Joan García,es ESP,GK,Barcelona,es La Liga,24.0,2001.0,30,30,2700,30.0,0,0,0,0,0,0,1,0,0.0,0,0,,0.0,0.0,,,90,78.9,90.0,30,0,,2,2.73,81,21,60,2.0,2.12,0,4,0,0,1,4,0,21.0,0.7,92.0,74.0,80.4,27.0,1.0,2.0,15.0,50.0,3.0,3.0,0.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.03333333333333333,0.13333333333333333,0.0
Paulo Gazzaniga,ar ARG,GK,Girona,es La Liga,33.0,1992.0,35,35,3102,34.5,0,0,0,0,0,0,4,1,0.0,0,0,,0.0,0.0,,,89,90.7,89.0,34,0,,2,1.14,37,47,-10,-0.29,1.41,1,5,0,0,0,1,0,47.0,1.36,158.0,115.0,72.8,9.0,13.0,13.0,6.0,17.1,5.0,4.0,0.0,1.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.11605415860735009,0.029013539651837523,0.0,0.0,0.029013539651837523,0.1450676982591876,0.0,0.0,0.0,0.029013539651837523,0.0
David de Gea,es ESP,GK,Fiorentina,it Serie A,34.0,1990.0,37,37,3330,37.0,0,0,0,0,0,0,0,0,0.0,0,0,,0.0,0.0,,,90,97.4,90.0,37,0,,1,1.11,40,49,-9,-0.24,-0.24,0,6,0,0,0,0,0,49.0,1.32,163.0,119.0,73.0,9.0,14.0,14.0,10.0,27.0,6.0,5.0,1.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16216216216216217,0.0,0.0,0.0,0.0,0.0
Kamil Grabara,pl POL,GK,Wolfsburg,de Bundesliga,26.0,1999.0,34,34,3060,34.0,0,0,0,0,0,0,1,0,0.0,1,0,0.0,0.03,0.0,0.0,,90,100.0,90.0,34,0,,0,0.85,45,69,-24,-0.71,,0,2,0,0,1,1,0,69.0,2.03,179.0,120.0,65.4,7.0,8.0,19.0,2.0,5.9,12.0,7.0,3.0,2.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.029411764705882353,0.0,0.029411764705882353,0.0,0.0,0.058823529411764705,0.0,0.0,0.029411764705882353,0.029411764705882353,0.0
Dominik Greif,sk SVK,GK,Lyon,fr Ligue 1,28.0,1997.0,29,29,2610,29.0,0,1,1,0,0,0,1,0,0.03,0,0,,0.0,0.0,,,90,85.3,90.0,29,0,,4,1.72,47,37,10,0.34,-0.26,0,6,0,0,0,0,0,37.0,1.28,110.0,77.0,68.2,15.0,5.0,9.0,11.0,37.9,5.0,2.0,3.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.034482758620689655,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.20689655172413793,0.0,0.0,0.0,0.0,0.0
Péter Gulácsi,hu HUN,GK,RB Leipzig,de Bundesliga,35.0,1990.0,23,23,2008,22.3,0,0,0,0,0,0,1,0,0.0,0,0,,0.0,0.0,,,87,65.6,87.0,22,0,,6,1.74,41,32,9,0.4,-0.45,0,0,0,0,0,0,0,32.0,1.43,83.0,52.0,63.9,12.0,4.0,7.0,9.0,39.1,2.0,2.0,0.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.044820717131474105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dean Henderson,eng ENG,GK,Crystal Palace,eng Premier League,28.0,1997.0,37,37,3330,37.0,0,0,0,0,0,0,5,0,0.0,0,0,,0.0,0.0,,,90,97.4,90.0,37,0,,0,1.19,41,51,-10,-0.27,-0.27,2,5,0,0,1,0,0,51.0,1.38,150.0,104.0,69.3,11.0,11.0,15.0,11.0,29.7,6.0,5.0,1.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.13513513513513514,0.0,0.0,0.0,0.05405405405405405,0.13513513513513514,0.0,0.0,0.027027027027027025,0.0,0.0
Mads Hermansen,dk DEN,GK,West Ham United,eng Premier League,25.0,2000.0,18,18,1620,18.0,0,1,1,0,0,0,0,0,0.06,0,0,,0.0,0.0,,,90,47.4,90.0,18,0,,20,1.22,21,28,-7,-0.39,0.21,0,2,0,0,0,0,0,28.0,1.56,81.0,53.0,66.7,6.0,4.0,8.0,7.0,38.9,1.0,1.0,0.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0
Sergio Herrera,es ESP,GK,Osasuna,es La Liga,32.0,1993.0,37,37,3284,36.5,0,0,0,0,0,0,3,1,0.0,0,0,,0.0,0.0,,,89,96.0,89.0,36,0,,0,1.14,43,47,-4,-0.11,1.21,3,5,0,0,0,0,0,47.0,1.29,152.0,113.0,74.3,11.0,9.0,17.0,7.0,18.9,8.0,8.0,0.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.08221680876979293,0.02740560292326431,0.0,0.0,0.08221680876979293,0.13702801461632155,0.0,0.0,0.0,0.0,0.0
Daniel Heuer Fernandes,pt POR,GK,Hamburger SV,de Bundesliga,32.0,1992.0,33,33,2970,33.0,0,0,0,0,0,0,3,0,0.0,1,0,0.0,0.03,0.0,0.0,,90,97.1,90.0,33,0,,1,1.12,39,53,-14,-0.42,-0.42,0,4,0,0,0,0,0,53.0,1.61,150.0,105.0,68.7,9.0,10.0,14.0,6.0,18.2,10.0,6.0,2.0,2.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.09090909090909091,0.0,0.030303030303030304,0.0,0.0,0.12121212121212122,0.0,0.0,0.0,0.0,0.0
Lukáš Hrádecký,fi FIN,GK,Monaco,fr Ligue 1,35.0,1989.0,17,17,1439,16.0,0,0,0,0,0,0,1,0,0.0,0,0,,0.0,0.0,,,85,47.0,85.0,15,0,,0,1.35,24,27,-3,-0.19,-0.69,0,0,0,0,0,1,0,27.0,1.69,70.0,45.0,64.3,7.0,2.0,8.0,2.0,11.8,3.0,2.0,0.0,1.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.06254343293954134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06254343293954134,0.0
Sam Johnstone,eng ENG,GK,Wolves,eng Premier League,32.0,1993.0,12,12,1080,12.0,0,0,0,0,0,0,0,0,0.0,0,0,,0.0,0.0,,,90,31.6,90.0,12,0,,18,0.17,6,24,-18,-1.5,-0.62,0,0,0,0,0,1,1,24.0,2.0,62.0,39.0,62.9,0.0,2.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,GK,,False,Goalkeeper,True,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333334,0.08333333333333334
Luiz Lúcio Reis Júnior,br BRA,GK,Villarreal,es La Liga,24.0,2001.0,28,28,2520,28.0,0,0,0,0,0,0,3,0,0.0,0,0,,0.0,0.0,,,90,73.7,90.0,28,0,,10,2.04,51,30,21,0.75,0.25,2,4,0,0,1,0,0,30.0,1.07,96.0,72.0,74.0,18.0,3.0,7.0,8.0,28.6,6.0,5.0,1.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.10714285714285715,0.0,0.0,0.0,0.07142857142857142,0.14285714285714285,0.0,0.0,0.03571428571428571,0.0,0.0
Caoimhín Kelleher,ie IRL,GK,Brentford,eng Premier League,26.0,1998.0,37,37,3330,37.0,0,0,0,0,0,0,1,0,0.0,0,0,,0.0,0.0,,,90,97.4,90.0,37,0,,0,1.35,51,49,2,0.05,-0.95,3,6,0,0,1,0,0,49.0,1.32,146.0,105.0,69.9,13.0,11.0,13.0,10.0,27.0,8.0,5.0,3.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.027027027027027025,0.0,0.0,0.0,0.08108108108108109,0.16216216216216217,0.0,0.0,0.027027027027027025,0.0,0.0
Gregor Kobel,ch SUI,GK,Dortmund,de Bundesliga,27.0,1997.0,34,34,3060,34.0,0,0,0,0,0,0,3,0,0.0,0,0,,0.0,0.0,,,90,100.0,90.0,34,0,,0,2.15,70,34,36,1.06,,0,5,0,0,0,0,0,34.0,1.0,117.0,88.0,75.2,22.0,7.0,5.0,15.0,44.1,5.0,5.0,0.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.08823529411764705,0.0,0.0,0.0,0.0,0.14705882352941177,0.0,0.0,0.0,0.0,0.0
Hervé Koffi,bf BFA,GK,Angers,fr Ligue 1,28.0,1996.0,30,30,2658,29.5,0,0,0,0,0,0,1,0,0.0,0,0,,0.0,0.0,,,89,86.9,89.0,29,0,,0,1.2,25,36,-11,-0.37,1.42,1,11,0,0,0,2,0,36.0,1.22,152.0,120.0,78.3,9.0,9.0,12.0,10.0,33.3,6.0,3.0,2.0,1.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.03386004514672686,0.0,0.0,0.0,0.03386004514672686,0.3724604966139955,0.0,0.0,0.0,0.06772009029345372,0.0
