Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Fls,Fld,Off,Crs,Int,TklW,OG,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Primary_Position,Secondary_Position,Is_Multi_Position,Position_Group,Eligible_450,Eligible_900,Eligible_1350,Gls_per90_calc,Ast_per90_calc,G-PK_per90_calc,CrdY_per90_calc,CrdR_per90_calc,Sh_per90_calc,SoT_per90_calc,Fls_per90_calc,Fld_per90_calc,Off_per90_calc,Crs_per90_calc,Int_per90_calc,TklW_per90_calc,OG_per90_calc
Kauã Santos,br BRA,GK,Eintracht Frankfurt,de Bundesliga,22.0,2003.0,13,13,1084,12.0,0,0,0,0,0,0,0,0,0.0,0,0,,0.0,0.0,,,83,35.4,83.0,12,0,,12,1.0,27,32,-5,-0.42,-0.46,0,3,0,0,0,1,0,32.0,2.66,68.0,37.0,54.4,3.0,4.0,6.0,2.0,15.4,1.0,1.0,0.0,0.0,GK,,False,Goalkeeper,True,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24907749077490773,0.0,0.0,0.0,0.08302583025830258,0.0
Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,30.0,1995.0,34,34,3060,34.0,0,0,0,0,0,0,2,0,0.0,0,0,,0.0,0.0,,,90,100.0,90.0,34,0,,0,0.94,49,63,-14,-0.41,,1,4,0,0,3,1,0,63.0,1.85,148.0,92.0,60.8,7.0,11.0,16.0,3.0,8.8,7.0,5.0,2.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.029411764705882353,0.11764705882352941,0.0,0.0,0.08823529411764705,0.029411764705882353,0.0
Matz Sels,be BEL,GK,Nottingham Forest,eng Premier League,33.0,1992.0,31,30,2668,29.6,0,0,0,0,0,0,2,0,0.0,0,0,,0.0,0.0,,,86,78.0,89.0,29,1,13.0,3,1.29,42,39,3,0.1,0.82,0,4,0,0,0,1,0,39.0,1.32,127.0,93.0,72.4,10.0,10.0,10.0,7.0,23.3,5.0,4.0,1.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.06746626686656672,0.0,0.0,0.0,0.0,0.13493253373313344,0.0,0.0,0.0,0.03373313343328336,0.0
Adrian Šemper,hr CRO,GK,Pisa,it Serie A,27.0,1998.0,25,25,2250,25.0,0,0,0,0,0,0,0,0,0.0,0,0,,0.0,0.0,,,90,65.8,90.0,25,0,,8,0.48,16,42,-26,-1.04,0.42,0,6,0,0,0,0,0,42.0,1.68,122.0,82.0,67.2,1.0,9.0,15.0,4.0,16.0,2.0,2.0,0.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0
Unai Simón,es ESP,GK,Athletic Club,es La Liga,28.0,1997.0,37,37,3330,37.0,0,0,0,0,0,0,1,0,0.0,0,0,,0.0,0.0,,,90,97.4,90.0,37,0,,1,1.22,41,54,-13,-0.35,1.65,0,8,0,0,0,0,0,54.0,1.46,146.0,97.0,65.1,13.0,6.0,18.0,6.0,16.2,6.0,3.0,2.0,1.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.027027027027027025,0.0,0.0,0.0,0.0,0.2162162162162162,0.0,0.0,0.0,0.0,0.0
Antonio Sivera,es ESP,GK,Alavés,es La Liga,28.0,1996.0,38,38,3420,38.0,0,0,0,0,0,0,3,0,0.0,0,0,,0.0,0.0,,,90,100.0,90.0,38,0,,0,1.13,44,56,-12,-0.32,,1,1,0,0,0,1,1,56.0,1.47,148.0,97.0,65.5,11.0,10.0,17.0,5.0,13.2,5.0,5.0,0.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.07894736842105263,0.0,0.0,0.0,0.026315789473684213,0.026315789473684213,0.0,0.0,0.0,0.026315789473684213,0.026315789473684213
Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,34.0,1991.0,19,19,1592,17.7,0,0,0,0,0,0,1,1,0.0,0,0,,0.0,0.0,,,84,46.5,84.0,17,0,,4,1.79,26,15,11,0.62,1.02,1,8,0,0,0,0,0,18.0,1.02,49.0,33.0,67.3,10.0,4.0,5.0,8.0,42.1,2.0,2.0,0.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.056532663316582916,0.056532663316582916,0.0,0.0,0.056532663316582916,0.45226130653266333,0.0,0.0,0.0,0.0,0.0
Yann Sommer,ch SUI,GK,Inter,it Serie A,36.0,1988.0,33,33,2960,32.9,0,0,0,0,0,0,0,0,0.0,0,0,,0.0,0.0,,,90,86.5,90.0,32,0,,5,2.24,76,30,46,1.4,-0.17,0,2,0,0,0,0,0,30.0,0.91,91.0,64.0,71.4,23.0,5.0,5.0,15.0,45.5,4.0,4.0,0.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060810810810810814,0.0,0.0,0.0,0.0,0.0
David Soria,es ESP,GK,Getafe,es La Liga,32.0,1993.0,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.0,0,0,,0.0,0.0,,,90,100.0,90.0,38,0,,0,1.34,32,38,-6,-0.16,,0,3,0,0,0,0,0,38.0,1.0,151.0,115.0,75.5,15.0,6.0,17.0,12.0,31.6,4.0,1.0,2.0,1.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.052631578947368425,0.0,0.0,0.0,0.0,0.07894736842105263,0.0,0.0,0.0,0.0,0.0
Zion Suzuki,jp JPN,GK,Parma,it Serie A,22.0,2002.0,20,20,1800,20.0,0,0,0,0,0,0,1,0,0.0,0,0,,0.0,0.0,,,90,52.6,90.0,20,0,,3,0.8,14,28,-14,-0.7,-0.48,0,4,0,0,0,0,0,28.0,1.4,90.0,65.0,71.1,3.0,7.0,10.0,5.0,25.0,3.0,2.0,1.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
Mile Svilar,rs SRB,GK,Roma,it Serie A,25.0,1999.0,38,38,3420,38.0,0,0,0,0,0,0,0,0,0.0,0,0,,0.0,0.0,,,90,100.0,90.0,38,0,,0,1.92,59,31,28,0.74,,0,8,0,0,1,1,0,31.0,0.82,137.0,107.0,78.1,23.0,4.0,11.0,18.0,47.4,1.0,1.0,0.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2105263157894737,0.0,0.0,0.026315789473684213,0.026315789473684213,0.0
Arnau Tenas,es ESP,GK,Villarreal,es La Liga,24.0,2001.0,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0,0,,0.0,0.0,,,90,26.3,90.0,10,0,,26,1.5,21,16,5,0.5,-0.25,0,1,0,0,0,1,0,16.0,1.6,44.0,30.0,68.2,4.0,3.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,GK,,False,Goalkeeper,True,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0
Kevin Trapp,de GER,GK,Paris FC,fr Ligue 1,35.0,1990.0,22,22,1980,22.0,0,0,0,0,0,0,2,0,0.0,0,0,,0.0,0.0,,,90,64.7,90.0,22,0,,11,1.45,29,29,0,0.0,0.25,0,6,0,0,1,0,0,29.0,1.32,80.0,56.0,71.3,8.0,8.0,6.0,7.0,31.8,8.0,6.0,1.0,1.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.045454545454545456,0.0,0.0
Jonas Urbig,de GER,GK,Bayern Munich,de Bundesliga,21.0,2003.0,14,11,1111,12.3,0,0,0,0,0,0,0,0,0.0,0,0,,0.0,0.0,,,79,36.3,90.0,11,3,40.0,17,2.64,40,15,25,2.03,-0.79,0,2,0,0,0,0,0,15.0,1.22,46.0,32.0,69.6,9.0,1.0,1.0,6.0,54.5,2.0,1.0,0.0,1.0,GK,,False,Goalkeeper,True,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.162016201620162,0.0,0.0,0.0,0.0,0.0
Álvaro Vallés,es ESP,GK,Real Betis,es La Liga,28.0,1997.0,28,28,2520,28.0,0,0,0,0,0,0,1,0,0.0,0,0,,0.0,0.0,,,90,73.7,90.0,28,0,,10,1.54,44,36,8,0.29,-0.01,0,4,0,0,1,0,0,36.0,1.29,118.0,87.0,72.9,10.0,13.0,5.0,8.0,28.6,6.0,4.0,1.0,1.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.03571428571428571,0.0,0.0
Maarten Vandevoordt,be BEL,GK,RB Leipzig,de Bundesliga,23.0,2002.0,12,11,1052,11.7,0,0,0,0,0,0,0,0,0.0,0,0,,0.0,0.0,,,88,34.4,90.0,11,1,62.0,22,2.17,25,15,10,0.86,0.45,0,1,0,0,0,0,0,15.0,1.28,44.0,30.0,65.9,8.0,1.0,2.0,2.0,18.2,1.0,0.0,1.0,0.0,GK,,False,Goalkeeper,True,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08555133079847908,0.0,0.0,0.0,0.0,0.0
Nikola Vasilj,ba BIH,GK,St Pauli,de Bundesliga,29.0,1995.0,34,34,3060,34.0,0,0,0,0,0,0,0,0,0.0,0,0,,0.0,0.0,,,90,100.0,90.0,34,0,,0,0.76,29,60,-31,-0.91,,0,1,0,0,1,1,1,60.0,1.76,178.0,123.0,68.0,6.0,8.0,20.0,5.0,14.7,6.0,3.0,2.0,1.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.029411764705882353,0.029411764705882353,0.029411764705882353
Bart Verbruggen,nl NED,GK,Brighton,eng Premier League,22.0,2002.0,38,38,3420,38.0,0,0,0,0,0,0,3,0,0.0,0,0,,0.0,0.0,,,90,100.0,90.0,38,0,,0,1.39,52,46,6,0.16,,2,2,0,0,0,1,1,46.0,1.21,145.0,103.0,71.7,14.0,11.0,13.0,10.0,26.3,6.0,5.0,1.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.07894736842105263,0.0,0.0,0.0,0.052631578947368425,0.052631578947368425,0.0,0.0,0.0,0.026315789473684213,0.026315789473684213
Guglielmo Vicario,it ITA,GK,Tottenham Hotspur,eng Premier League,28.0,1996.0,31,31,2790,31.0,0,0,0,0,0,0,1,0,0.0,0,0,,0.0,0.0,,,90,81.6,90.0,31,0,,2,0.97,40,50,-10,-0.32,-0.47,0,3,0,0,0,1,0,50.0,1.61,131.0,83.0,63.4,7.0,9.0,15.0,7.0,22.6,2.0,2.0,0.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0967741935483871,0.0,0.0,0.0,0.03225806451612903,0.0
Odysseas Vlachodimos,gr GRE,GK,Sevilla,es La Liga,31.0,1994.0,33,33,2970,33.0,0,0,0,0,0,0,1,0,0.0,0,0,,0.0,0.0,,,90,86.8,90.0,33,0,,3,1.18,39,52,-13,-0.39,-0.19,0,2,0,0,1,0,0,52.0,1.58,131.0,88.0,66.4,11.0,6.0,16.0,5.0,15.2,10.0,8.0,1.0,1.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.06060606060606061,0.0,0.0,0.030303030303030304,0.0,0.0
Michael Zetterer,de GER,GK,Eintracht Frankfurt,de Bundesliga,30.0,1995.0,22,21,1976,22.0,0,0,0,0,0,0,1,0,0.0,0,0,,0.0,0.0,,,90,64.6,90.0,21,1,86.0,12,1.55,34,33,1,0.05,0.46,0,6,0,0,1,1,0,33.0,1.5,93.0,62.0,66.7,8.0,7.0,6.0,6.0,28.6,2.0,2.0,0.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.04554655870445344,0.0,0.0,0.0,0.0,0.2732793522267207,0.0,0.0,0.04554655870445344,0.04554655870445344,0.0
